------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"Wallace County",20199,1.7,10,"2206 of 3140"
"Rice County",20159,1.7,67,"2214 of 3140"
"Ellis County",20051,1.8,208,"2245 of 3140"
"Pratt County",20151,1.8,68,"2262 of 3140"
"Barton County",20009,1.8,206,"2267 of 3140"
"Riley County",20161,2.2,574,"2378 of 3140"
"Cowley County",20035,2.3,319,"2454 of 3140"
"Johnson County",20091,2.4,5422,"2487 of 3140"
"Gray County",20069,2.6,55,"2532 of 3140"
"Harvey County",20079,2.8,378,"2600 of 3140"
"Geary County",20061,2.9,369,"2611 of 3140"
"Stafford County",20185,2.9,52,"2615 of 3140"
"Sedgwick County",20173,2.9,5624,"2616 of 3140"
"Greeley County",20071,3.4,17,"2711 of 3140"
"Lyon County",20111,3.8,514,"2750 of 3140"
"Kearny County",20093,4.2,52,"2786 of 3140"
"Ness County",20135,4.3,57,"2805 of 3140"
"Wichita County",20203,4.7,42,"2844 of 3140"
"Edwards County",20047,5.7,73,"2902 of 3140"
"Morton County",20129,5.9,66,"2909 of 3140"
"Grant County",20067,6.5,172,"2949 of 3140"
"Meade County",20119,6.9,116,"2965 of 3140"
"Wyandotte County",20209,7.7,4556,"2994 of 3140"
"Stevens County",20189,8.6,168,"3024 of 3140"
"Haskell County",20081,8.9,119,"3035 of 3140"
"Hamilton County",20075,10.5,91,"3065 of 3140"
"Ford County",20057,12.4,1407,"3090 of 3140"
"Finney County",20055,12.6,1591,"3091 of 3140"
"Stanton County",20187,12.8,102,"3093 of 3140"
"Seward County",20175,15.9,1207,"3114 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
