------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=01&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '01', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=01&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"White (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Acadia Parish(7,8)",22001,***,501 ,475, 528.1,290,stable,0.3 ,-0.4, 0.9
"St. Tammany Parish(7,8)",22103,***,500.5 ,488, 513.2,1296,falling,-0.6 ,-1.1, -0.1
"Caldwell Parish(7,8)",22021,***,499.5 ,440.4, 564.9,54,stable,0.1 ,-1.6, 1.9
"Allen Parish(7,8)",22003,***,499.2 ,458, 543.2,111,stable,0.6 ,-0.7, 1.9
"Sabine Parish(7,8)",22085,***,497.1 ,457.2, 539.8,129,stable,-0.4 ,-1.4, 0.6
"Webster Parish(7,8)",22119,***,497 ,464.6, 531.2,188,falling,-0.7 ,-1.3, -0.1
"Franklin Parish(7,8)",22041,***,496.6 ,451.4, 545.4,96,stable,0.4 ,-0.9, 1.6
"Lafayette Parish(7,8)",22055,***,496.1 ,481.4, 511.2,902,stable,-0.3 ,-0.9, 0.2
"Jefferson Davis Parish(7,8)",22053,***,495.5 ,460.4, 532.8,154,stable,-0.3 ,-1.3, 0.6
"St. Mary Parish(7,8)",22101,***,495.4 ,465.1, 527.3,207,stable,0.2 ,-0.6, 1.0
"Iberville Parish(7,8)",22047,***,494.5 ,453, 539.2,110,falling,-4.6 ,-7.3, -1.9
"LaFourche Parish(7,8)",22057,***,494.5 ,474.4, 515.2,474,rising,1.4 ,0.6, 2.2
"Ouachita Parish(7,8)",22073,***,493.6 ,475.6, 512.1,595,stable,-0.1 ,-0.5, 0.4
"Winn Parish(7,8)",22127,***,493.2 ,440.2, 551.3,68,stable,-0.8 ,-2.6, 1.1
"St. Bernard Parish(7,8)",22087,***,490.9 ,456.7, 526.9,164,stable,-0.5 ,-1.2, 0.3
"Iberia Parish(7,8)",22045,***,487.5 ,461.7, 514.4,280,stable,-0.7 ,-1.5, 0.2
"Evangeline Parish(7,8)",22039,***,487.4 ,451.4, 525.7,142,stable,-0.4 ,-1.1, 0.3
"Pointe Coupee Parish(7,8)",22077,***,482.9 ,438.7, 530.7,98,stable,0.4 ,-0.6, 1.4
"Ascension Parish(7,8)",22005,***,481.3 ,460.3, 503,423,stable,-0.4 ,-1.0, 0.1
"St. James Parish(7,8)",22093,***,481 ,428.2, 538.9,65,stable,1.1 ,-0.5, 2.6
"Calcasieu Parish(7,8)",22019,***,480.5 ,465.5, 495.8,813,falling,-0.8 ,-1.3, -0.3
"West Carroll Parish(7,8)",22123,***,478.8 ,425.3, 537.6,62,stable,-0.1 ,-2.3, 2.1
"Washington Parish(7,8)",22117,***,476.7 ,446.8, 508.1,204,stable,-0.8 ,-2.0, 0.4
"Jefferson Parish(7,8)",22051,***,475.3 ,465.5, 485.3,1923,stable,-0.2 ,-0.6, 0.2
"Cameron Parish(7,8)",22023,***,474.2 ,406, 551,37,falling,-1.6 ,-3.0, -0.1
"Richland Parish(7,8)",22083,***,472.6 ,426.7, 522.5,83,stable,-0.7 ,-2.4, 1.1
"Livingston Parish(7,8)",22063,***,471.6 ,454.5, 489.3,608,falling,-0.8 ,-1.3, -0.2
"Rapides Parish(7,8)",22079,***,471.3 ,452.9, 490.2,522,stable,-0.4 ,-1.0, 0.2
"East Baton Rouge Parish(7,8)",22033,***,470.5 ,458.6, 482.5,1287,stable,-0.3 ,-0.8, 0.2
"Caddo Parish(7,8)",22017,***,470 ,455.1, 485.3,819,stable,-0.4 ,-0.9, 0.1
"St. John the Baptist Parish(7,8)",22095,***,469.8 ,430.8, 511.7,116,stable,-0.5 ,-1.5, 0.4
"Natchitoches Parish(7,8)",22069,***,469.7 ,433.2, 508.5,134,stable,-0.2 ,-1.3, 0.9
"Bossier Parish(7,8)",22015,***,466.8 ,448.2, 486,487,falling,-1.0 ,-1.5, -0.6
"Plaquemines Parish(7,8)",22075,***,465.1 ,421.2, 512.3,85,stable,-0.9 ,-2.4, 0.7
"La Salle Parish(7,8)",22059,***,464.7 ,418, 515.5,75,stable,-0.8 ,-1.5, 0.0
"Jackson Parish(7,8)",22049,***,464.4 ,415.4, 517.9,72,stable,-0.3 ,-1.9, 1.4
"Avoyelles Parish(7,8)",22009,***,460.1 ,428.8, 493.3,170,stable,-0.1 ,-1.1, 1.0
"St. Charles Parish(7,8)",22089,***,459.6 ,430, 490.7,193,stable,-0.7 ,-1.5, 0.2
"Beauregard Parish(7,8)",22011,***,458.2 ,426.9, 491.1,167,stable,-0.5 ,-1.3, 0.4
"Tangipahoa Parish(7,8)",22105,***,456.8 ,437.9, 476.2,470,stable,-0.3 ,-1.0, 0.3
"Assumption Parish(7,8)",22007,***,455.4 ,414, 500.1,94,stable,-0.9 ,-2.0, 0.3
"Concordia Parish(7,8)",22029,***,454.7 ,407.8, 505.9,74,stable,-3.3 ,-7.6, 1.2
"St. Helena Parish(7,8)",22091,***,444.3 ,373.8, 525.7,32,stable,-0.4 ,-2.3, 1.6
"Grant Parish(7,8)",22043,***,443.7 ,404.1, 486.3,97,stable,-0.5 ,-1.7, 0.8
"Orleans Parish(7,8)",22071,***,440 ,424.6, 455.7,671,falling,-0.7 ,-1.2, -0.2
"Red River Parish(7,8)",22081,***,430.8 ,365.7, 505.4,33,stable,0.0 ,-1.5, 1.6
"Union Parish(7,8)",22111,***,429.2 ,391, 470.5,103,stable,-0.8 ,-1.9, 0.2
"Claiborne Parish(7,8)",22027,***,427.6 ,374.7, 487.2,53,stable,-0.3 ,-1.8, 1.1
"West Feliciana Parish(7,8)",22125,***,416.1 ,361.6, 477.4,46,stable,0.0 ,-2.2, 2.2
"Madison Parish(7,8)",22065,***,399.1 ,329.2, 481.3,25,stable,-3.7 ,-7.3, 0.1
"Lincoln Parish(7,8)",22061,***,374.6 ,343.1, 408.3,111,stable,-0.7 ,-1.9, 0.5
"Tensas Parish(7,8)",22107,***,308.5 ,232.2, 408.7,13,falling,-5.8 ,-8.8, -2.7

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
