------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=05&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '05', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_028.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=05&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"Hispanic (any race), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ouachita Parish(7,8)",22073,***,199 ,116.6, 312.5,4,stable,-2.0 ,-6.2, 2.4
"Rapides Parish(7)",22079,***,178.9 ,114.7, 264.9,5,*,*,*,*
"St. John the Baptist Parish(7)",22095,***,170.6 ,95.6, 281.1,3,*,*,*,*
"Caddo Parish(7)",22017,***,122.2 ,82.3, 174.2,7,*,*,*,*
"Acadia Parish(7)",22001,***,* ,*, *,3 or fewer,*,*,*,*
"Allen Parish(7)",22003,***,* ,*, *,3 or fewer,*,*,*,*
"Assumption Parish(7)",22007,***,* ,*, *,3 or fewer,*,*,*,*
"Avoyelles Parish(7)",22009,***,* ,*, *,3 or fewer,*,*,*,*
"Beauregard Parish(7)",22011,***,* ,*, *,3 or fewer,*,*,*,*
"Bienville Parish(7)",22013,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"Catahoula Parish(7)",22025,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne Parish(7)",22027,***,* ,*, *,3 or fewer,*,*,*,*
"Concordia Parish(7)",22029,***,* ,*, *,3 or fewer,*,*,*,*
"De Soto Parish(7)",22031,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"East Feliciana Parish(7)",22037,***,* ,*, *,3 or fewer,*,*,*,*
"Evangeline Parish(7)",22039,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin Parish(7)",22041,***,* ,*, *,3 or fewer,*,*,*,*
"Grant Parish(7)",22043,***,* ,*, *,3 or fewer,*,*,*,*
"Iberia Parish(7)",22045,***,* ,*, *,3 or fewer,*,*,*,*
"Iberville Parish(7)",22047,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson Parish(7)",22049,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson Davis Parish(7)",22053,***,* ,*, *,3 or fewer,*,*,*,*
"La Salle Parish(7)",22059,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln Parish(7)",22061,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Morehouse Parish(7)",22067,***,* ,*, *,3 or fewer,*,*,*,*
"Natchitoches Parish(7)",22069,***,* ,*, *,3 or fewer,*,*,*,*
"Plaquemines Parish(7)",22075,***,* ,*, *,3 or fewer,*,*,*,*
"Pointe Coupee Parish(7)",22077,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"Richland Parish(7)",22083,***,* ,*, *,3 or fewer,*,*,*,*
"Sabine Parish(7)",22085,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"St. James Parish(7)",22093,***,* ,*, *,3 or fewer,*,*,*,*
"St. Martin Parish(7)",22099,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"Union Parish(7)",22111,***,* ,*, *,3 or fewer,*,*,*,*
"Vermilion Parish(7)",22113,***,* ,*, *,3 or fewer,*,*,*,*
"Washington Parish(7)",22117,***,* ,*, *,3 or fewer,*,*,*,*
"Webster Parish(7)",22119,***,* ,*, *,3 or fewer,*,*,*,*
"West Baton Rouge Parish(7)",22121,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish(7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish(7)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

NHIA (NAACCR Hispanic Identification Algorithm) was used for Hispanic Ethnicity (see Technical Notes section of the USCS [ https://www.cdc.gov/cancer/uscs/technical_notes/stat_methods/suppression.htm ]).
 Statistics for minorities may be affected by inconsistent race identification between the cancer case reports (sources for numerator of rate) and data from the Census Bureau (source for denominator of rate); and from undercounts of some population groups in the census.
Data for United States does not include Puerto Rico.
