------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=003&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=003&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Oral Cavity & Pharynx (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iberia Parish(7,8)",22045,***,13.5 ,10.2, 17.6,12,stable,-0.1 ,-3.7, 3.7
"Tangipahoa Parish(7,8)",22105,***,12.9 ,10.4, 16,18,stable,1.4 ,-1.0, 3.8
"Assumption Parish(7)",22007,***,12.9 ,7.5, 20.8,4,*,*,*,*
"Ascension Parish(7,8)",22005,***,12.8 ,10, 16.2,15,stable,0.4 ,-2.2, 3.0
"Lincoln Parish(7,8)",22061,***,12.7 ,8.5, 18.4,6,stable,3.0 ,-1.4, 7.6
"Vermilion Parish(7,8)",22113,***,12.7 ,9.1, 17.2,9,stable,0.7 ,-3.8, 5.4
"Jefferson Parish(7,8)",22051,***,12.7 ,11.3, 14.1,68,stable,1.1 ,-0.5, 2.8
"East Baton Rouge Parish(7,8)",22033,***,12.5 ,11, 14,57,stable,0.5 ,-1.2, 2.3
"St. Landry Parish(7,8)",22097,***,12.3 ,9.3, 16.1,11,stable,1.0 ,-1.4, 3.4
"Calcasieu Parish(7,8)",22019,***,12 ,10, 14.3,27,stable,-0.1 ,-1.8, 1.6
"Acadia Parish(7,8)",22001,***,12 ,8.6, 16.4,8,stable,-0.8 ,-4.3, 2.7
"Beauregard Parish(7,8)",22011,***,12 ,7.6, 17.9,5,stable,3.3 ,-2.0, 8.8
"Lafayette Parish(7,8)",22055,***,11.6 ,9.7, 13.7,29,stable,0.5 ,-2.0, 3.0
"Ouachita Parish(7,8)",22073,***,11.6 ,9.4, 14.1,21,stable,-2.0 ,-4.3, 0.3
"Webster Parish(7,8)",22119,***,11.4 ,7.6, 16.7,6,stable,-2.0 ,-15.5, 13.7
"Evangeline Parish(7)",22039,***,11 ,6.7, 17,4,*,*,*,*
"Allen Parish(7)",22003,***,11 ,6.2, 18,3,*,*,*,*
"Union Parish(7,8)",22111,***,10.4 ,6, 17.3,3,stable,-3.0 ,-6.2, 0.4
"Orleans Parish(7,8)",22071,***,9.6 ,8.3, 11,41,stable,-1.0 ,-2.7, 0.6
"Avoyelles Parish(7,8)",22009,***,9 ,5.5, 13.9,4,stable,-0.9 ,-4.6, 3.0
"St. John the Baptist Parish(7)",22095,***,8.9 ,5.7, 13.5,5,*,*,*,*
"Natchitoches Parish(7,8)",22069,***,8.6 ,5.2, 13.5,4,stable,-3.6 ,-7.3, 0.4
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"Catahoula Parish(7)",22025,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne Parish(7)",22027,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson Parish(7)",22049,***,* ,*, *,3 or fewer,*,*,*,*
"La Salle Parish(7)",22059,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"Richland Parish(7)",22083,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish(7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish(7,8)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
