------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=071&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '071', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=071&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Bladder (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Webster Parish(7,8)",22119,***,19.8 ,14.9, 26,11,stable,1.3 ,-1.9, 4.5
"St. Martin Parish(7,8)",22099,***,19.5 ,14.7, 25.5,12,stable,0.6 ,-2.7, 4.0
"Ouachita Parish(7,8)",22073,***,19.5 ,16.5, 22.8,32,stable,0.3 ,-2.2, 2.8
"Jefferson Parish(7,8)",22051,***,19.4 ,17.7, 21.2,102,falling,-1.1 ,-1.9, -0.2
"Tangipahoa Parish(7,8)",22105,***,19 ,15.7, 22.7,25,stable,1.4 ,-0.1, 2.9
"Bienville Parish(7,8)",22013,***,18.9 ,11.3, 30.3,4,stable,1.4 ,-4.1, 7.2
"St. Mary Parish(7,8)",22101,***,18.8 ,14.2, 24.4,12,stable,-2.2 ,-5.9, 1.7
"East Feliciana Parish(7,8)",22037,***,18.7 ,11.8, 28.6,5,stable,-1.1 ,-4.6, 2.5
"Acadia Parish(7,8)",22001,***,18.7 ,14.2, 24.1,12,stable,0.8 ,-2.6, 4.2
"Ascension Parish(7,8)",22005,***,18.5 ,14.7, 22.8,18,falling,-2.6 ,-4.4, -0.8
"Claiborne Parish(7,8)",22027,***,18.4 ,11.3, 28.7,4,rising,6.7 ,2.2, 11.5
"St. Landry Parish(7,8)",22097,***,18.3 ,14.7, 22.7,18,stable,-0.5 ,-3.1, 2.1
"West Baton Rouge Parish(7)",22121,***,18.3 ,11.8, 27.3,5,*,*,*,*
"De Soto Parish(7,8)",22031,***,18.2 ,12.4, 26.1,6,stable,-0.6 ,-4.2, 3.3
"Evangeline Parish(7,8)",22039,***,17.9 ,12.3, 25.2,7,stable,-1.3 ,-5.1, 2.7
"Lafayette Parish(7,8)",22055,***,17.5 ,15.1, 20.1,40,stable,-0.9 ,-2.8, 1.0
"Morehouse Parish(7,8)",22067,***,17.4 ,11.7, 25.2,6,stable,-1.5 ,-5.1, 2.3
"St. James Parish(7,8)",22093,***,17.4 ,11, 26.6,5,stable,-2.7 ,-6.9, 1.6
"Bossier Parish(7,8)",22015,***,17.3 ,14.2, 20.9,22,stable,-1.4 ,-3.9, 1.2
"Livingston Parish(7,8)",22063,***,17.1 ,14, 20.8,22,stable,-1.5 ,-4.1, 1.2
"La Salle Parish(7)",22059,***,17.1 ,9.7, 28.4,3,*,*,*,*
"Sabine Parish(7,8)",22085,***,17.1 ,11.4, 25,6,stable,0.2 ,-4.1, 4.7
"Iberia Parish(7,8)",22045,***,17 ,13.1, 21.7,13,stable,-0.1 ,-2.6, 2.5
"Rapides Parish(7,8)",22079,***,16.8 ,14, 20.1,26,stable,-1.4 ,-3.8, 1.2
"East Baton Rouge Parish(7,8)",22033,***,16.5 ,14.8, 18.4,73,stable,-1.2 ,-2.5, 0.2
"Jackson Parish(7)",22049,***,16.4 ,9.9, 26.3,4,*,*,*,*
"St. Bernard Parish(7)",22087,***,16.4 ,11.1, 23.3,7,*,*,*,*
"Caddo Parish(7,8)",22017,***,16.2 ,14.2, 18.4,48,stable,-1.4 ,-3.1, 0.4
"Iberville Parish(7,8)",22047,***,16.2 ,10.9, 23.3,6,stable,-2.9 ,-6.7, 1.0
"Washington Parish(7,8)",22117,***,15.9 ,11.7, 21.3,10,stable,-1.4 ,-4.5, 1.8
"Avoyelles Parish(7,8)",22009,***,15.5 ,11, 21.2,8,stable,0.0 ,-3.5, 3.7
"Richland Parish(7,8)",22083,***,15.1 ,9.1, 23.8,4,stable,-4.8 ,-9.9, 0.5
"Natchitoches Parish(7,8)",22069,***,15 ,10.3, 21.2,7,stable,-1.6 ,-4.2, 1.1
"Jefferson Davis Parish(7,8)",22053,***,14.7 ,9.8, 21.4,6,stable,-0.2 ,-4.6, 4.3
"Concordia Parish(7)",22029,***,14.2 ,8.2, 23,3,*,*,*,*
"Franklin Parish(7)",22041,***,13.9 ,8.4, 22.2,4,*,*,*,*
"Orleans Parish(7,8)",22071,***,13.7 ,12.1, 15.5,55,stable,-1.2 ,-2.5, 0.1
"Lincoln Parish(7,8)",22061,***,11.7 ,7.6, 17.2,5,stable,0.5 ,-5.1, 6.5
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7,8)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"Union Parish(7,8)",22111,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7,8)",22125,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
