------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '1', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Allen Parish(7,8)",22003,***,575.2 ,519.2, 635.7,82,stable,0.5 ,-0.8, 1.8
"West Carroll Parish(7,8)",22123,***,574 ,495.3, 662.1,40,stable,-1.2 ,-3.8, 1.5
"Webster Parish(7,8)",22119,***,573.4 ,531.3, 618.2,142,falling,-2.2 ,-3.2, -1.2
"St. Tammany Parish(7,8)",22103,***,571.5 ,552.8, 590.7,768,falling,-0.9 ,-1.4, -0.3
"Rapides Parish(7,8)",22079,***,570.6 ,545.1, 596.9,398,falling,-1.0 ,-1.7, -0.3
"East Baton Rouge Parish(7,8)",22033,***,570.3 ,555.2, 585.8,1159,falling,-0.8 ,-1.4, -0.2
"Vernon Parish(7,8)",22115,***,569 ,523.3, 617.5,121,stable,-0.1 ,-1.5, 1.3
"East Carroll Parish(7,8)",22035,***,567.8 ,459.8, 693.2,21,stable,-0.7 ,-3.5, 2.1
"Avoyelles Parish(7,8)",22009,***,567.5 ,523.6, 614.1,130,stable,-0.9 ,-1.9, 0.1
"Evangeline Parish(7,8)",22039,***,565.5 ,515.9, 618.7,101,stable,-0.7 ,-1.9, 0.5
"Washington Parish(7,8)",22117,***,565.1 ,525, 607.7,158,falling,-1.9 ,-2.9, -0.9
"La Salle Parish(7,8)",22059,***,564.5 ,493.2, 643.3,47,stable,-1.4 ,-2.8, 0.1
"St. Mary Parish(7,8)",22101,***,564.2 ,524.8, 605.7,163,stable,-0.9 ,-1.8, 0.1
"Lafayette Parish(7,8)",22055,***,563.8 ,542.7, 585.4,593,falling,-1.3 ,-2.0, -0.6
"Ascension Parish(7,8)",22005,***,559.9 ,529.2, 591.9,290,falling,-1.5 ,-2.5, -0.6
"Calcasieu Parish(7,8)",22019,***,559.6 ,538.6, 581.3,566,falling,-1.3 ,-2.0, -0.6
"Grant Parish(7,8)",22043,***,555.1 ,495, 620.3,67,stable,-0.7 ,-2.0, 0.7
"Caddo Parish(7,8)",22017,***,551.2 ,532.9, 569.9,729,falling,-2.8 ,-4.0, -1.6
"Iberia Parish(7,8)",22045,***,548.5 ,514.2, 584.4,204,falling,-1.5 ,-2.3, -0.7
"Winn Parish(7,8)",22127,***,548.5 ,480.1, 624.2,49,falling,-1.9 ,-3.6, -0.1
"Livingston Parish(7,8)",22063,***,545.5 ,518.6, 573.5,343,falling,-4.3 ,-7.9, -0.6
"Jefferson Parish(7,8)",22051,***,544 ,530.4, 557.8,1302,falling,-0.8 ,-1.2, -0.4
"St. John the Baptist Parish(7,8)",22095,***,542.4 ,498, 589.8,122,falling,-1.3 ,-2.2, -0.3
"Tangipahoa Parish(7,8)",22105,***,541.7 ,514.8, 569.7,336,falling,-1.5 ,-2.3, -0.7
"West Feliciana Parish(7,8)",22125,***,539.1 ,475.4, 609.7,62,stable,0.4 ,-1.5, 2.2
"Jefferson Davis Parish(7,8)",22053,***,538 ,489.9, 589.8,94,falling,-2.0 ,-3.1, -0.9
"Richland Parish(7,8)",22083,***,531.1 ,471, 597,61,falling,-1.8 ,-3.1, -0.5
"Concordia Parish(7,8)",22029,***,527.4 ,468.4, 591.9,61,stable,1.1 ,-0.7, 2.9
"Pointe Coupee Parish(7,8)",22077,***,525.8 ,471.8, 584.7,74,falling,-2.2 ,-3.8, -0.6
"Orleans Parish(7,8)",22071,***,523.8 ,508.4, 539.5,978,falling,-1.4 ,-1.9, -0.9
"Red River Parish(7,8)",22081,***,522.9 ,433.4, 625.9,26,falling,-2.2 ,-4.0, -0.3
"St. Helena Parish(7,8)",22091,***,521.6 ,444.2, 609.5,35,stable,-0.4 ,-2.1, 1.4
"Beauregard Parish(7,8)",22011,***,520.1 ,475.4, 568,105,falling,-1.5 ,-2.4, -0.5
"Claiborne Parish(7,8)",22027,***,519.6 ,459.1, 586.4,55,falling,-8.0 ,-15.0, -0.5
"Jackson Parish(7,8)",22049,***,518.4 ,456.6, 586.8,53,stable,-0.9 ,-2.4, 0.6
"St. Charles Parish(7,8)",22089,***,515.8 ,475, 559.3,132,falling,-1.6 ,-2.7, -0.4
"Bossier Parish(7,8)",22015,***,514 ,487.9, 541.1,305,falling,-4.0 ,-5.8, -2.2
"Natchitoches Parish(7,8)",22069,***,508.3 ,464, 555.8,101,falling,-1.3 ,-2.4, -0.2
"Sabine Parish(7,8)",22085,***,507.6 ,457.8, 561.8,81,falling,-1.5 ,-2.7, -0.4
"Madison Parish(7,8)",22065,***,483.3 ,404.6, 572.9,28,stable,-1.0 ,-3.4, 1.6
"Union Parish(7,8)",22111,***,477.3 ,427.1, 532.1,71,falling,-2.4 ,-3.6, -1.2
"Lincoln Parish(7,8)",22061,***,475.9 ,432.9, 521.9,95,stable,-0.3 ,-1.9, 1.3
"Tensas Parish(7,8)",22107,***,345.5 ,259.2, 455,12,falling,-9.6 ,-14.7, -4.1

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
