------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'work', 'demo': '00012', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Workforce: Unemployed
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Unemployed),Rank within US
"Russell County",51167,6.8,739,"1966 of 3141"
"Pulaski County",51155,6.9,1138,"1987 of 3141"
"Isle of Wight County",51093,7.0,1300,"2043 of 3141"
"Cumberland County",51049,7.0,361,"2048 of 3141"
"Westmoreland County",51193,7.3,606,"2149 of 3141"
"Williamsburg City",51830,7.3,492,"2151 of 3141"
"Lynchburg City",51680,7.4,2827,"2172 of 3141"
"Manassas City",51683,7.4,1749,"2192 of 3141"
"Grayson County",51077,7.4,522,"2202 of 3141"
"Newport News City",51700,7.5,6626,"2237 of 3141"
"Radford City",51750,7.5,608,"2247 of 3141"
"Surry County",51181,7.7,258,"2310 of 3141"
"Bristol City",51520,7.7,595,"2315 of 3141"
"Louisa County",51109,7.7,1367,"2331 of 3141"
"Brunswick County",51025,7.8,527,"2347 of 3141"
"Page County",51139,7.8,899,"2358 of 3141"
"Hampton City",51650,7.8,5257,"2359 of 3141"
"Tazewell County",51185,7.8,1382,"2370 of 3141"
"Northumberland County",51133,7.8,403,"2372 of 3141"
"Martinsville City",51690,8.3,484,"2508 of 3141"
"Dinwiddie County",51053,8.3,1216,"2529 of 3141"
"Buckingham County",51029,8.4,597,"2535 of 3141"
"Prince George County",51149,8.5,1382,"2559 of 3141"
"Norfolk City",51710,8.5,9680,"2565 of 3141"
"Buchanan County",51027,8.6,625,"2578 of 3141"
"Henry County",51089,8.7,1975,"2614 of 3141"
"Richmond City",51760,8.8,10562,"2631 of 3141"
"Bath County",51017,9.1,207,"2687 of 3141"
"Wise County",51195,9.6,1414,"2791 of 3141"
"Portsmouth City",51740,9.7,4486,"2810 of 3141"
"Hopewell City",51670,10.0,1051,"2841 of 3141"
"Danville City",51590,10.1,1880,"2864 of 3141"
"Colonial Heights City",51570,10.2,863,"2883 of 3141"
"Lee County",51105,11.4,975,"2977 of 3141"
"Petersburg City",51730,12.2,1853,"3020 of 3141"
"Norton City",51720,13.5,252,"3054 of 3141"
"Franklin City",51620,14.8,605,"3079 of 3141"
"Emporia City",51595,20.4,485,"3129 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Workforce: Unemployed, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#workforce."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
