------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Wise County",51195,34.1,13480,"1917 of 3141"
"Northampton County",51131,34.2,4102,"1961 of 3141"
"Campbell County",51031,34.2,18859,"1964 of 3141"
"Poquoson City",51735,34.2,4114,"1977 of 3141"
"Appomattox County",51011,34.2,5295,"1988 of 3141"
"Culpeper County",51047,34.3,17070,"2003 of 3141"
"Brunswick County",51025,34.3,5637,"2011 of 3141"
"Shenandoah County",51171,34.3,14703,"2017 of 3141"
"Cumberland County",51049,34.4,3366,"2045 of 3141"
"Galax City",51640,34.4,2333,"2051 of 3141"
"Charlotte County",51037,34.4,4192,"2086 of 3141"
"Loudoun County",51107,34.5,129067,"2105 of 3141"
"King George County",51099,34.6,8837,"2154 of 3141"
"Spotsylvania County",51177,34.6,45032,"2171 of 3141"
"Halifax County with South Boston City",51083,34.6,12125,"2177 of 3141"
"Accomack County",51001,34.7,11385,"2193 of 3141"
"York County",51199,34.7,23299,"2194 of 3141"
"Madison County",51113,34.7,4549,"2209 of 3141"
"Fairfax County",51059,34.7,396458,"2216 of 3141"
"Nelson County",51125,34.8,5179,"2297 of 3141"
"Roanoke County",51161,34.9,32579,"2307 of 3141"
"Caroline County",51033,35.0,10455,"2355 of 3141"
"Mecklenburg County",51117,35.0,10830,"2356 of 3141"
"Essex County",51057,35.0,3880,"2370 of 3141"
"Frederick County",51069,35.0,29348,"2379 of 3141"
"Amherst County",51009,35.1,11162,"2400 of 3141"
"Highland County",51091,35.1,777,"2414 of 3141"
"Chesterfield County",51041,35.1,117952,"2421 of 3141"
"Alleghany County and Clifton Forge City",51005,35.2,5448,"2434 of 3141"
"King and Queen County",51097,35.2,2481,"2436 of 3141"
"Page County",51139,35.4,8378,"2491 of 3141"
"Lancaster County",51103,35.4,3840,"2509 of 3141"
"Franklin County",51067,35.6,20014,"2568 of 3141"
"Giles County",51071,35.6,6001,"2575 of 3141"
"Lunenburg County",51111,35.6,4406,"2588 of 3141"
"Tazewell County",51185,35.7,15256,"2623 of 3141"
"Henry County",51089,35.9,18646,"2671 of 3141"
"Lee County",51105,35.9,8770,"2674 of 3141"
"Smyth County",51173,35.9,11237,"2676 of 3141"
"Warren County",51187,35.9,14003,"2677 of 3141"
"Greensville County",51081,36.0,4173,"2687 of 3141"
"Fluvanna County",51065,36.0,9405,"2712 of 3141"
"Middlesex County",51119,36.0,3860,"2721 of 3141"
"Buckingham County",51029,36.1,6148,"2728 of 3141"
"Dickenson County",51051,36.1,5480,"2736 of 3141"
"Scott County",51169,36.2,8061,"2750 of 3141"
"Washington County",51191,36.2,19715,"2763 of 3141"
"Rappahannock County",51157,36.2,2666,"2767 of 3141"
"Floyd County",51063,36.3,5659,"2785 of 3141"
"Carroll County",51035,36.5,10855,"2816 of 3141"
"Richmond County",51159,36.5,3238,"2819 of 3141"
"Patrick County",51141,36.5,6556,"2822 of 3141"
"Fauquier County",51061,36.6,25011,"2835 of 3141"
"Mathews County",51115,36.6,3235,"2850 of 3141"
"Wythe County",51197,36.8,10677,"2875 of 3141"
"Rockbridge County",51163,36.9,8283,"2907 of 3141"
"Augusta County",51015,37.0,27534,"2924 of 3141"
"Falls Church City",51610,37.1,5129,"2929 of 3141"
"Pittsylvania County",51143,37.1,22975,"2932 of 3141"
"Buchanan County",51027,37.1,8389,"2936 of 3141"
"Hanover County",51085,37.1,38333,"2943 of 3141"
"Grayson County",51077,37.2,5839,"2947 of 3141"
"Craig County",51045,37.3,1916,"2969 of 3141"
"Bland County",51021,37.4,2439,"2973 of 3141"
"Bedford City and County",51917,37.4,28917,"2974 of 3141"
"Louisa County",51109,37.4,13032,"2978 of 3141"
"Amelia County",51007,37.4,4793,"2980 of 3141"
"Pulaski County",51155,37.5,12871,"2989 of 3141"
"Clarke County",51043,37.5,5376,"2993 of 3141"
"Dinwiddie County",51053,37.5,10521,"2996 of 3141"
"King William County",51101,37.7,6160,"3012 of 3141"
"Gloucester County",51073,38.0,14081,"3034 of 3141"
"Russell County",51167,38.1,10562,"3039 of 3141"
"Isle of Wight County",51093,38.2,13775,"3045 of 3141"
"Botetourt County",51023,38.6,12784,"3066 of 3141"
"New Kent County",51127,39.5,8110,"3093 of 3141"
"Southampton County",51175,40.0,7235,"3099 of 3141"
"Surry County",51181,40.1,2673,"3101 of 3141"
"Charles City County",51036,40.5,2844,"3105 of 3141"
"Bath County",51017,40.6,1812,"3108 of 3141"
"Powhatan County",51145,40.7,11531,"3109 of 3141"
"Goochland County",51075,41.0,9090,"3115 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
