------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Emporia City",51595,0.1,4,"2730 of 3141"
"Fluvanna County",51065,0.1,19,"2730 of 3141"
"Norton City",51720,0.1,3,"2725 of 3141"
"Poquoson City",51735,0.1,9,"2723 of 3141"
"Roanoke County",51161,0.1,77,"2700 of 3141"
"Nottoway County",51135,0.1,13,"2693 of 3141"
"Danville City",51590,0.1,40,"2647 of 3141"
"Wythe County",51197,0.1,29,"2628 of 3141"
"Appomattox County",51011,0.1,16,"2620 of 3141"
"Harrisonburg City",51660,0.1,55,"2618 of 3141"
"Washington County",51191,0.1,58,"2607 of 3141"
"Hopewell City",51670,0.1,24,"2601 of 3141"
"Wise County",51195,0.1,45,"2572 of 3141"
"Charlotte County",51037,0.1,15,"2532 of 3141"
"Fredericksburg City",51630,0.1,37,"2492 of 3141"
"Henry County",51089,0.1,70,"2475 of 3141"
"Lunenburg County",51111,0.1,17,"2461 of 3141"
"Shenandoah County",51171,0.1,59,"2459 of 3141"
"Page County",51139,0.1,33,"2453 of 3141"
"Northampton County",51131,0.2,19,"2378 of 3141"
"Suffolk City",51800,0.2,141,"2370 of 3141"
"Rappahannock County",51157,0.2,12,"2356 of 3141"
"Hanover County",51085,0.2,170,"2353 of 3141"
"Floyd County",51063,0.2,26,"2341 of 3141"
"Fairfax City",51600,0.2,40,"2329 of 3141"
"Campbell County",51031,0.2,96,"2304 of 3141"
"Greene County",51079,0.2,34,"2287 of 3141"
"Goochland County",51075,0.2,40,"2264 of 3141"
"Bedford City and County",51917,0.2,140,"2263 of 3141"
"Henrico County",51087,0.2,608,"2225 of 3141"
"Chesapeake City",51550,0.2,445,"2219 of 3141"
"Giles County",51071,0.2,32,"2213 of 3141"
"Carroll County",51035,0.2,59,"2170 of 3141"
"York County",51199,0.2,136,"2149 of 3141"
"James City County",51095,0.2,148,"2148 of 3141"
"Albemarle County",51003,0.2,216,"2133 of 3141"
"Alexandria City",51510,0.2,322,"2119 of 3141"
"Scott County",51169,0.2,47,"2107 of 3141"
"Roanoke City",51770,0.2,213,"2092 of 3141"
"Fairfax County",51059,0.2,2462,"2086 of 3141"
"Lynchburg City",51680,0.2,175,"2064 of 3141"
"Nelson County",51125,0.2,33,"2058 of 3141"
"Tazewell County",51185,0.2,97,"2037 of 3141"
"Franklin County",51067,0.2,129,"2031 of 3141"
"Brunswick County",51025,0.2,38,"2023 of 3141"
"Gloucester County",51073,0.2,87,"2006 of 3141"
"Augusta County",51015,0.2,175,"2003 of 3141"
"Amherst County",51009,0.2,76,"1992 of 3141"
"Staunton City",51790,0.2,58,"1992 of 3141"
"King George County",51099,0.2,62,"1980 of 3141"
"Orange County",51137,0.2,87,"1964 of 3141"
"Virginia Beach City",51810,0.3,1125,"1949 of 3141"
"Warren County",51187,0.3,101,"1909 of 3141"
"Newport News City",51700,0.3,469,"1908 of 3141"
"Loudoun County",51107,0.3,977,"1903 of 3141"
"Grayson County",51077,0.3,41,"1900 of 3141"
"Northumberland County",51133,0.3,32,"1898 of 3141"
"Mecklenburg County",51117,0.3,81,"1895 of 3141"
"Chesterfield County",51041,0.3,879,"1893 of 3141"
"Rockbridge County",51163,0.3,59,"1885 of 3141"
"Petersburg City",51730,0.3,86,"1858 of 3141"
"Stafford County",51179,0.3,382,"1849 of 3141"
"Highland County",51091,0.3,6,"1846 of 3141"
"Martinsville City",51690,0.3,36,"1842 of 3141"
"Frederick County",51069,0.3,229,"1838 of 3141"
"Greensville County",51081,0.3,32,"1824 of 3141"
"Powhatan County",51145,0.3,80,"1803 of 3141"
"Manassas Park City",51685,0.3,46,"1792 of 3141"
"Fauquier County",51061,0.3,196,"1787 of 3141"
"Montgomery County",51121,0.3,286,"1762 of 3141"
"Isle of Wight County",51093,0.3,107,"1744 of 3141"
"Rockingham County",51165,0.3,238,"1717 of 3141"
"Charlottesville City",51540,0.3,141,"1714 of 3141"
"Halifax County with South Boston City",51083,0.3,109,"1672 of 3141"
"Mathews County",51115,0.3,28,"1647 of 3141"
"Richmond County",51159,0.3,29,"1615 of 3141"
"Accomack County",51001,0.3,109,"1590 of 3141"
"Winchester City",51840,0.3,93,"1570 of 3141"
"Amelia County",51007,0.3,44,"1546 of 3141"
"Clarke County",51043,0.4,51,"1505 of 3141"
"Botetourt County",51023,0.4,118,"1503 of 3141"
"Louisa County",51109,0.4,125,"1498 of 3141"
"Southampton County",51175,0.4,65,"1497 of 3141"
"Prince William County",51153,0.4,1623,"1493 of 3141"
"Sussex County",51183,0.4,42,"1487 of 3141"
"Caroline County",51033,0.4,109,"1479 of 3141"
"Williamsburg City",51830,0.4,56,"1440 of 3141"
"Middlesex County",51119,0.4,41,"1427 of 3141"
"Norfolk City",51710,0.4,989,"1370 of 3141"
"Richmond City",51760,0.4,907,"1350 of 3141"
"Westmoreland County",51193,0.4,73,"1344 of 3141"
"Portsmouth City",51740,0.4,401,"1331 of 3141"
"Spotsylvania County",51177,0.4,567,"1283 of 3141"
"Hampton City",51650,0.4,599,"1276 of 3141"
"Arlington County",51013,0.4,1013,"1274 of 3141"
"Culpeper County",51047,0.5,227,"1245 of 3141"
"Patrick County",51141,0.5,83,"1237 of 3141"
"Buckingham County",51029,0.5,79,"1234 of 3141"
"Prince Edward County",51147,0.5,113,"1171 of 3141"
"Colonial Heights City",51570,0.5,87,"1167 of 3141"
"Lee County",51105,0.5,125,"1138 of 3141"
"Buchanan County",51027,0.5,121,"1106 of 3141"
"Prince George County",51149,0.6,227,"1016 of 3141"
"King and Queen County",51097,0.6,43,"1004 of 3141"
"Manassas City",51683,0.7,303,"857 of 3141"
"Waynesboro City",51820,0.8,163,"836 of 3141"
"King William County",51101,0.8,129,"813 of 3141"
"Cumberland County",51049,0.9,88,"728 of 3141"
"New Kent County",51127,0.9,185,"725 of 3141"
"Essex County",51057,1.0,109,"674 of 3141"
"Charles City County",51036,6.6,461,"174 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
