------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Pittsylvania County",51143,53486.000000000,"2181 of 3141"
"Page County",51139,53689.000000000,"2161 of 3141"
"Franklin City",51620,53969.000000000,"2139 of 3141"
"Richmond City",51760,54394.000000000,"2107 of 3141"
"Lynchburg City",51680,54491.000000000,"2102 of 3141"
"Mecklenburg County",51117,54582.000000000,"2095 of 3141"
"Northampton County",51131,54628.000000000,"2089 of 3141"
"Wythe County",51197,55176.000000000,"2039 of 3141"
"Halifax County with South Boston City",51083,55478.000000000,"2015 of 3141"
"Norfolk City",51710,55574.000000000,"2003 of 3141"
"Prince Edward County",51147,55956.000000000,"1966 of 3141"
"Waynesboro City",51820,56536.000000000,"1915 of 3141"
"Radford City",51750,56648.000000000,"1902 of 3141"
"Pulaski County",51155,56937.000000000,"1875 of 3141"
"Sussex County",51183,57027.000000000,"1861 of 3141"
"King and Queen County",51097,57069.000000000,"1858 of 3141"
"Giles County",51071,57483.000000000,"1814 of 3141"
"Floyd County",51063,57986.000000000,"1763 of 3141"
"Buckingham County",51029,58059.000000000,"1756 of 3141"
"Madison County",51113,58071.000000000,"1754 of 3141"
"Highland County",51091,58333.000000000,"1725 of 3141"
"Portsmouth City",51740,58432.000000000,"1717 of 3141"
"Bland County",51021,58547.000000000,"1707 of 3141"
"Bath County",51017,58901.000000000,"1677 of 3141"
"Washington County",51191,59425.000000000,"1618 of 3141"
"Cumberland County",51049,59538.000000000,"1605 of 3141"
"Harrisonburg City",51660,59835.000000000,"1569 of 3141"
"Essex County",51057,59854.000000000,"1567 of 3141"
"Middlesex County",51119,60343.000000000,"1507 of 3141"
"Newport News City",51700,60635.000000000,"1471 of 3141"
"Alleghany County and Clifton Forge City",51005,61037.000000000,"1432 of 3141"
"Surry County",51181,61207.000000000,"1416 of 3141"
"Colonial Heights City",51570,61343.000000000,"1405 of 3141"
"Winchester City",51840,61607.000000000,"1377 of 3141"
"Amherst County",51009,61614.000000000,"1376 of 3141"
"Campbell County",51031,61891.000000000,"1353 of 3141"
"Dinwiddie County",51053,62293.000000000,"1316 of 3141"
"Lexington City",51678,62600.000000000,"1284 of 3141"
"Franklin County",51067,63251.000000000,"1217 of 3141"
"Hampton City",51650,63666.000000000,"1184 of 3141"
"Shenandoah County",51171,63947.000000000,"1163 of 3141"
"Nelson County",51125,64225.000000000,"1136 of 3141"
"Rockbridge County",51163,64865.000000000,"1082 of 3141"
"Southampton County",51175,65697.000000000,"1013 of 3141"
"Northumberland County",51133,65774.000000000,"1007 of 3141"
"Staunton City",51790,65955.000000000,"996 of 3141"
"Rockingham County",51165,66078.000000000,"988 of 3141"
"Appomattox County",51011,66409.000000000,"965 of 3141"
"Mathews County",51115,66722.000000000,"943 of 3141"
"Lancaster County",51103,67426.000000000,"893 of 3141"
"Salem City",51775,68149.000000000,"837 of 3141"
"Greene County",51079,68625.000000000,"804 of 3141"
"Charles City County",51036,69325.000000000,"763 of 3141"
"Amelia County",51007,69614.000000000,"740 of 3141"
"Louisa County",51109,70005.000000000,"720 of 3141"
"Augusta County",51015,70096.000000000,"716 of 3141"
"Caroline County",51033,70110.000000000,"714 of 3141"
"Bedford City and County",51917,71534.000000000,"646 of 3141"
"Westmoreland County",51193,72392.000000000,"590 of 3141"
"King William County",51101,74105.000000000,"487 of 3141"
"Fredericksburg City",51630,75143.000000000,"455 of 3141"
"Charlottesville City",51540,76173.000000000,"416 of 3141"
"Warren County",51187,76627.000000000,"404 of 3141"
"Orange County",51137,76858.000000000,"398 of 3141"
"Roanoke County",51161,77475.000000000,"376 of 3141"
"Montgomery County",51121,77543.000000000,"372 of 3141"
"Gloucester County",51073,77658.000000000,"369 of 3141"
"Botetourt County",51023,78042.000000000,"354 of 3141"
"Suffolk City",51800,79696.000000000,"319 of 3141"
"Fluvanna County",51065,80000.000000000,"313 of 3141"
"Williamsburg City",51830,80250.000000000,"305 of 3141"
"Culpeper County",51047,80258.000000000,"304 of 3141"
"Prince George County",51149,81226.000000000,"287 of 3141"
"Frederick County",51069,81383.000000000,"285 of 3141"
"Craig County",51045,81463.000000000,"284 of 3141"
"Manassas Park City",51685,81571.000000000,"280 of 3141"
"Virginia Beach City",51810,81730.000000000,"278 of 3141"
"Isle of Wight County",51093,82362.000000000,"262 of 3141"
"Manassas City",51683,82887.000000000,"254 of 3141"
"Chesapeake City",51550,83169.000000000,"252 of 3141"
"Henrico County",51087,83348.000000000,"248 of 3141"
"Rappahannock County",51157,83514.000000000,"247 of 3141"
"New Kent County",51127,89832.000000000,"168 of 3141"
"Chesterfield County",51041,89897.000000000,"167 of 3141"
"Powhatan County",51145,90567.000000000,"155 of 3141"
"Spotsylvania County",51177,91899.000000000,"138 of 3141"
"Albemarle County",51003,92492.000000000,"133 of 3141"
"King George County",51099,94005.000000000,"117 of 3141"
"Clarke County",51043,94496.000000000,"112 of 3141"
"James City County",51095,96755.000000000,"98 of 3141"
"York County",51199,98292.000000000,"94 of 3141"
"Hanover County",51085,99123.000000000,"88 of 3141"
"Goochland County",51075,102640.000000000,"72 of 3141"
"Poquoson City",51735,104543.000000000,"56 of 3141"
"Prince William County",51153,111606.000000000,"32 of 3141"
"Stafford County",51179,112452.000000000,"30 of 3141"
"Fauquier County",51061,113243.000000000,"28 of 3141"
"Alexandria City",51510,119485.000000000,"18 of 3141"
"Fairfax City",51600,127808.000000000,"11 of 3141"
"Fairfax County",51059,135791.000000000,"6 of 3141"
"Loudoun County",51107,146662.000000000,"3 of 3141"
"Arlington County",51013,150962.000000000,"2 of 3141"
"Falls Church City",51610,163203.000000000,"1 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
