------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"Suffolk City",51800,24.9,21894,"579 of 3141"
"Falls Church City",51610,24.9,3442,"578 of 3141"
"Culpeper County",51047,25.2,12568,"488 of 3141"
"Spotsylvania County",51177,25.5,33157,"450 of 3141"
"Hopewell City",51670,25.6,5726,"419 of 3141"
"Emporia City",51595,25.7,1413,"405 of 3141"
"King George County",51099,25.8,6594,"389 of 3141"
"Manassas Park City",51685,26.5,4268,"312 of 3141"
"Stafford County",51179,26.6,37546,"301 of 3141"
"Manassas City",51683,26.8,11075,"280 of 3141"
"Prince William County",51153,27.7,124872,"187 of 3141"
"Loudoun County",51107,29.0,108763,"117 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age under 18, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
