------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Tazewell County",51185,25.1,10710,"1350 of 3141"
"Lunenburg County",51111,25.2,3111,"1368 of 3141"
"Fluvanna County",51065,25.3,6607,"1418 of 3141"
"Dinwiddie County",51053,25.3,7098,"1420 of 3141"
"Orange County",51137,25.3,8934,"1425 of 3141"
"Amherst County",51009,25.4,8077,"1444 of 3141"
"Rockingham County",51165,25.4,20002,"1461 of 3141"
"Falls Church City",51610,25.6,3547,"1537 of 3141"
"Culpeper County",51047,25.9,12886,"1612 of 3141"
"Frederick County",51069,25.9,21720,"1634 of 3141"
"Bland County",51021,26.0,1699,"1668 of 3141"
"Richmond County",51159,26.1,2313,"1674 of 3141"
"Greene County",51079,26.1,5015,"1684 of 3141"
"Bristol City",51520,26.2,4470,"1707 of 3141"
"Lee County",51105,26.2,6402,"1718 of 3141"
"York County",51199,26.4,17762,"1782 of 3141"
"Caroline County",51033,26.6,7943,"1838 of 3141"
"Waynesboro City",51820,26.7,5773,"1883 of 3141"
"Warren County",51187,26.8,10453,"1910 of 3141"
"Campbell County",51031,26.9,14827,"1929 of 3141"
"Franklin City",51620,27.0,2251,"1970 of 3141"
"Colonial Heights City",51570,27.2,4782,"2022 of 3141"
"Chesterfield County",51041,27.2,91351,"2026 of 3141"
"Spotsylvania County",51177,27.3,35483,"2046 of 3141"
"Buckingham County",51029,27.3,4649,"2047 of 3141"
"Danville City",51590,27.4,11501,"2096 of 3141"
"King George County",51099,27.5,7037,"2114 of 3141"
"Emporia City",51595,27.8,1527,"2174 of 3141"
"Suffolk City",51800,27.8,24472,"2176 of 3141"
"Brunswick County",51025,27.9,4583,"2194 of 3141"
"Loudoun County",51107,28.2,105556,"2262 of 3141"
"Hopewell City",51670,28.3,6315,"2279 of 3141"
"Nottoway County",51135,28.5,4421,"2330 of 3141"
"Salem City",51775,28.6,7290,"2360 of 3141"
"Henrico County",51087,28.9,93682,"2425 of 3141"
"Fairfax County",51059,29.4,335561,"2512 of 3141"
"Wise County",51195,29.5,11645,"2525 of 3141"
"Chesapeake City",51550,29.7,69818,"2553 of 3141"
"Winchester City",51840,29.7,8170,"2557 of 3141"
"Staunton City",51790,29.8,7227,"2568 of 3141"
"Roanoke City",51770,29.9,29774,"2594 of 3141"
"Fairfax City",51600,29.9,7051,"2595 of 3141"
"Stafford County",51179,30.2,42665,"2642 of 3141"
"Prince William County",51153,30.5,137704,"2679 of 3141"
"Albemarle County",51003,30.9,32504,"2724 of 3141"
"Petersburg City",51730,31.2,9983,"2750 of 3141"
"Buena Vista City",51530,32.0,2079,"2822 of 3141"
"Norton City",51720,32.2,1301,"2831 of 3141"
"Portsmouth City",51740,32.6,31097,"2854 of 3141"
"Greensville County",51081,32.6,3788,"2859 of 3141"
"Manassas City",51683,32.9,13621,"2876 of 3141"
"Prince George County",51149,33.1,12487,"2887 of 3141"
"Virginia Beach City",51810,33.3,149649,"2901 of 3141"
"Manassas Park City",51685,33.4,5391,"2910 of 3141"
"Hampton City",51650,33.5,45704,"2918 of 3141"
"Sussex County",51183,34.4,3985,"2949 of 3141"
"Newport News City",51700,35.7,64597,"2986 of 3141"
"Alexandria City",51510,38.9,60131,"3057 of 3141"
"Richmond City",51760,40.7,89875,"3084 of 3141"
"Prince Edward County",51147,41.9,9586,"3092 of 3141"
"Lynchburg City",51680,42.8,33951,"3099 of 3141"
"Arlington County",51013,43.0,98614,"3100 of 3141"
"Fredericksburg City",51630,43.2,12158,"3101 of 3141"
"Norfolk City",51710,43.4,106543,"3102 of 3141"
"Montgomery County",51121,47.3,46189,"3125 of 3141"
"Charlottesville City",51540,47.9,22283,"3127 of 3141"
"Harrisonburg City",51660,54.4,28845,"3136 of 3141"
"Williamsburg City",51830,54.6,8085,"3137 of 3141"
"Radford City",51750,60.4,10498,"3140 of 3141"
"Lexington City",51678,61.3,4359,"3141 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
