------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pov', 'demo': '00007', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_028.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Poverty: Families below poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Families (Below Poverty),Rank within US
"Prince George County",51149,10.0,874,"1424 of 3141"
"Charlottesville City",51540,10.5,889,"1539 of 3141"
"Franklin City",51620,10.7,243,"1585 of 3141"
"Colonial Heights City",51570,10.8,481,"1603 of 3141"
"Surry County",51181,10.8,224,"1606 of 3141"
"Hampton City",51650,10.9,3516,"1630 of 3141"
"Dinwiddie County",51053,10.9,788,"1635 of 3141"
"Pulaski County",51155,10.9,1073,"1639 of 3141"
"Wythe County",51197,11.3,882,"1729 of 3141"
"Sussex County",51183,11.3,243,"1751 of 3141"
"Pittsylvania County",51143,11.4,2090,"1758 of 3141"
"Northumberland County",51133,11.5,458,"1787 of 3141"
"Lunenburg County",51111,11.7,356,"1835 of 3141"
"Appomattox County",51011,11.8,527,"1841 of 3141"
"Page County",51139,12.0,778,"1876 of 3141"
"Waynesboro City",51820,12.1,655,"1903 of 3141"
"Fredericksburg City",51630,12.3,704,"1967 of 3141"
"Accomack County",51001,12.4,1108,"1971 of 3141"
"Northampton County",51131,12.4,412,"1977 of 3141"
"Charlotte County",51037,12.4,352,"1984 of 3141"
"Mecklenburg County",51117,12.5,939,"2001 of 3141"
"Buckingham County",51029,12.6,478,"2019 of 3141"
"Prince Edward County",51147,12.7,574,"2031 of 3141"
"Newport News City",51700,12.9,5447,"2080 of 3141"
"Harrisonburg City",51660,13.0,1151,"2103 of 3141"
"Greensville County",51081,13.0,319,"2108 of 3141"
"Smyth County",51173,13.1,1112,"2115 of 3141"
"Halifax County with South Boston City",51083,13.5,1252,"2202 of 3141"
"Richmond County",51159,13.8,302,"2266 of 3141"
"Portsmouth City",51740,13.9,3086,"2283 of 3141"
"Scott County",51169,13.9,838,"2285 of 3141"
"Russell County",51167,14.1,1037,"2311 of 3141"
"Brunswick County",51025,14.1,537,"2317 of 3141"
"Alleghany County and Clifton Forge City",51005,15.3,661,"2487 of 3141"
"Covington City",51580,15.3,219,"2489 of 3141"
"Henry County",51089,15.3,2269,"2497 of 3141"
"Wise County",51195,15.5,1595,"2527 of 3141"
"Radford City",51750,15.6,377,"2538 of 3141"
"Danville City",51590,15.9,1706,"2555 of 3141"
"Bristol City",51520,16.1,750,"2573 of 3141"
"Patrick County",51141,16.1,836,"2583 of 3141"
"Norfolk City",51710,16.2,8102,"2587 of 3141"
"Roanoke City",51770,16.2,3753,"2598 of 3141"
"Lynchburg City",51680,16.3,2672,"2602 of 3141"
"Grayson County",51077,16.3,688,"2610 of 3141"
"Cumberland County",51049,16.6,446,"2644 of 3141"
"Nottoway County",51135,17.0,637,"2686 of 3141"
"Hopewell City",51670,17.6,984,"2740 of 3141"
"Galax City",51640,17.8,322,"2752 of 3141"
"Buena Vista City",51530,17.8,318,"2755 of 3141"
"Richmond City",51760,18.7,7557,"2824 of 3141"
"Dickenson County",51051,19.3,807,"2860 of 3141"
"Martinsville City",51690,19.4,642,"2869 of 3141"
"Lee County",51105,21.2,1341,"2957 of 3141"
"Buchanan County",51027,22.8,1403,"2998 of 3141"
"Emporia City",51595,23.3,340,"3009 of 3141"
"Petersburg City",51730,23.6,1687,"3017 of 3141"
"Norton City",51720,28.1,278,"3086 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Families below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
