------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'mob', 'demo': '00020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
"Mobility: Moved, different state (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Different State),Rank within US
"Pulaski County",51155,1.3,450,"1038 of 3140"
"Galax City",51640,1.3,89,"1045 of 3140"
"Appomattox County",51011,1.3,205,"1061 of 3140"
"Nelson County",51125,1.3,198,"1065 of 3140"
"Botetourt County",51023,1.4,452,"1094 of 3140"
"Augusta County",51015,1.4,1020,"1114 of 3140"
"Fluvanna County",51065,1.4,366,"1158 of 3140"
"Carroll County",51035,1.4,418,"1167 of 3140"
"Lancaster County",51103,1.4,153,"1168 of 3140"
"Franklin County",51067,1.4,800,"1185 of 3140"
"Smyth County",51173,1.5,451,"1208 of 3140"
"Wise County",51195,1.5,576,"1214 of 3140"
"Surry County",51181,1.5,98,"1222 of 3140"
"Halifax County with South Boston City",51083,1.5,526,"1276 of 3140"
"Buchanan County",51027,1.6,355,"1341 of 3140"
"Louisa County",51109,1.6,548,"1353 of 3140"
"Frederick County",51069,1.6,1319,"1363 of 3140"
"Bland County",51021,1.6,104,"1378 of 3140"
"Bedford City and County",51917,1.6,1237,"1389 of 3140"
"Gloucester County",51073,1.6,594,"1392 of 3140"
"Amherst County",51009,1.6,513,"1402 of 3140"
"Brunswick County",51025,1.6,267,"1420 of 3140"
"Manassas City",51683,1.6,671,"1429 of 3140"
"Russell County",51167,1.7,457,"1447 of 3140"
"Waynesboro City",51820,1.7,357,"1457 of 3140"
"Hanover County",51085,1.7,1713,"1465 of 3140"
"Patrick County",51141,1.7,301,"1472 of 3140"
"Craig County",51045,1.7,85,"1475 of 3140"
"Warren County",51187,1.7,651,"1481 of 3140"
"Clarke County",51043,1.7,242,"1497 of 3140"
"Henrico County",51087,1.7,5566,"1538 of 3140"
"Mecklenburg County",51117,1.8,548,"1588 of 3140"
"Henry County",51089,1.8,922,"1593 of 3140"
"Fauquier County",51061,1.8,1242,"1630 of 3140"
"Middlesex County",51119,1.8,196,"1640 of 3140"
"Orange County",51137,1.9,652,"1664 of 3140"
"Prince Edward County",51147,1.9,432,"1699 of 3140"
"Spotsylvania County",51177,2.0,2517,"1749 of 3140"
"Radford City",51750,2.0,339,"1756 of 3140"
"Rockbridge County",51163,2.0,438,"1761 of 3140"
"Fairfax City",51600,2.0,460,"1769 of 3140"
"Manassas Park City",51685,2.0,318,"1772 of 3140"
"Chesterfield County",51041,2.1,7046,"1891 of 3140"
"Culpeper County",51047,2.1,1060,"1911 of 3140"
"Roanoke County",51161,2.2,2012,"1930 of 3140"
"Scott County",51169,2.2,487,"1952 of 3140"
"Salem City",51775,2.2,557,"1970 of 3140"
"Suffolk City",51800,2.3,1972,"2007 of 3140"
"Giles County",51071,2.3,381,"2011 of 3140"
"New Kent County",51127,2.3,475,"2050 of 3140"
"Tazewell County",51185,2.4,997,"2070 of 3140"
"Shenandoah County",51171,2.4,1006,"2073 of 3140"
"Petersburg City",51730,2.4,754,"2084 of 3140"
"Lee County",51105,2.4,592,"2121 of 3140"
"Loudoun County",51107,2.6,9448,"2203 of 3140"
"Poquoson City",51735,2.6,308,"2212 of 3140"
"Danville City",51590,2.6,1094,"2243 of 3140"
"Martinsville City",51690,2.7,345,"2257 of 3140"
"Roanoke City",51770,2.7,2684,"2302 of 3140"
"Westmoreland County",51193,2.9,500,"2385 of 3140"
"Alleghany County and Clifton Forge City",51005,2.9,444,"2395 of 3140"
"Prince William County",51153,2.9,12927,"2400 of 3140"
"Staunton City",51790,2.9,702,"2407 of 3140"
"Colonial Heights City",51570,3.0,520,"2441 of 3140"
"Washington County",51191,3.0,1618,"2449 of 3140"
"Hopewell City",51670,3.1,681,"2483 of 3140"
"Accomack County",51001,3.1,1020,"2512 of 3140"
"Norton City",51720,3.2,126,"2520 of 3140"
"Caroline County",51033,3.2,934,"2527 of 3140"
"Richmond City",51760,3.2,6927,"2536 of 3140"
"Portsmouth City",51740,3.2,3025,"2555 of 3140"
"Falls Church City",51610,3.3,453,"2593 of 3140"
"Chesapeake City",51550,3.4,7841,"2623 of 3140"
"Fairfax County",51059,3.5,39615,"2662 of 3140"
"Albemarle County",51003,3.6,3716,"2691 of 3140"
"James City County",51095,3.9,2826,"2775 of 3140"
"Bath County",51017,4.2,184,"2833 of 3140"
"Hampton City",51650,4.3,5734,"2855 of 3140"
"Winchester City",51840,4.4,1175,"2869 of 3140"
"Covington City",51580,4.4,248,"2888 of 3140"
"Virginia Beach City",51810,4.4,19691,"2889 of 3140"
"Newport News City",51700,4.6,8182,"2918 of 3140"
"Fredericksburg City",51630,4.7,1291,"2932 of 3140"
"Montgomery County",51121,4.7,4574,"2941 of 3140"
"Emporia City",51595,4.8,262,"2945 of 3140"
"King George County",51099,4.8,1220,"2950 of 3140"
"Stafford County",51179,5.0,7022,"2969 of 3140"
"Harrisonburg City",51660,5.2,2723,"2990 of 3140"
"York County",51199,5.4,3572,"3005 of 3140"
"Charlottesville City",51540,5.6,2569,"3023 of 3140"
"Lynchburg City",51680,5.7,4457,"3030 of 3140"
"Buena Vista City",51530,6.0,380,"3046 of 3140"
"Bristol City",51520,6.3,1067,"3061 of 3140"
"Alexandria City",51510,6.6,10001,"3067 of 3140"
"Prince George County",51149,6.7,2494,"3069 of 3140"
"Norfolk City",51710,6.7,16278,"3072 of 3140"
"Arlington County",51013,6.9,15576,"3085 of 3140"
"Williamsburg City",51830,7.5,1103,"3104 of 3140"
"Lexington City",51678,10.5,745,"3132 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, different state (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
