------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Marshall County",27089,32.9,3096,"1312 of 3141"
"Steele County",27147,33.0,12067,"1317 of 3141"
"Waseca County",27161,33.0,6236,"1335 of 3141"
"Yellow Medicine County",27173,33.1,3283,"1363 of 3141"
"Traverse County",27155,33.1,1112,"1390 of 3141"
"Big Stone County",27011,33.2,1674,"1437 of 3141"
"Todd County",27153,33.2,8118,"1448 of 3141"
"Freeborn County",27047,33.3,10189,"1468 of 3141"
"Faribault County",27043,33.3,4649,"1474 of 3141"
"Crow Wing County",27035,33.3,21159,"1483 of 3141"
"St. Louis County",27137,33.5,67183,"1611 of 3141"
"Morrison County",27097,33.6,11055,"1653 of 3141"
"Clearwater County",27029,33.6,2967,"1655 of 3141"
"Sherburne County",27141,33.7,30971,"1678 of 3141"
"Dodge County",27039,33.8,6923,"1756 of 3141"
"Pope County",27121,33.8,3700,"1792 of 3141"
"Murray County",27101,33.9,2843,"1803 of 3141"
"Meeker County",27093,34.0,7845,"1849 of 3141"
"Norman County",27107,34.1,2250,"1945 of 3141"
"Renville County",27129,34.3,5078,"2024 of 3141"
"Jackson County",27063,34.3,3470,"2037 of 3141"
"Cass County",27021,34.4,9902,"2052 of 3141"
"Dakota County",27037,34.4,142749,"2084 of 3141"
"Scott County",27139,34.5,48755,"2107 of 3141"
"Kittson County",27069,34.5,1512,"2120 of 3141"
"Otter Tail County",27111,34.6,19992,"2169 of 3141"
"Carlton County",27017,34.7,12299,"2224 of 3141"
"Sibley County",27143,34.8,5174,"2236 of 3141"
"Aitkin County",27001,34.8,5514,"2276 of 3141"
"Isanti County",27059,34.8,13439,"2290 of 3141"
"Le Sueur County",27079,34.9,9704,"2313 of 3141"
"Goodhue County",27049,34.9,16100,"2314 of 3141"
"Itasca County",27061,34.9,15798,"2329 of 3141"
"Hubbard County",27057,34.9,7245,"2332 of 3141"
"Anoka County",27003,35.2,121293,"2433 of 3141"
"Wabasha County",27157,35.4,7600,"2495 of 3141"
"Lac qui Parle County",27073,35.5,2430,"2555 of 3141"
"Carver County",27019,35.6,35129,"2565 of 3141"
"Washington County",27163,35.8,89869,"2645 of 3141"
"Houston County",27055,35.8,6703,"2650 of 3141"
"Kanabec County",27065,35.8,5717,"2658 of 3141"
"Roseau County",27135,36.0,5595,"2708 of 3141"
"Pine County",27115,36.3,10543,"2783 of 3141"
"Lake County",27075,36.7,3885,"2865 of 3141"
"Wilkin County",27167,36.7,2350,"2868 of 3141"
"Chisago County",27025,37.1,20131,"2933 of 3141"
"Koochiching County",27071,37.9,4842,"3025 of 3141"
"Cook County",27031,38.5,2027,"3061 of 3141"
"Lake of the Woods County",27077,38.9,1496,"3074 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
