------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"Nicollet County",27103,22.1,7415,"1701 of 3141"
"Hennepin County",27053,22.2,271450,"1696 of 3141"
"Jackson County",27063,22.2,2241,"1683 of 3141"
"Swift County",27151,22.2,2101,"1656 of 3141"
"Renville County",27129,22.7,3358,"1461 of 3141"
"Carlton County",27017,22.7,8055,"1435 of 3141"
"Goodhue County",27049,22.8,10502,"1432 of 3141"
"Wilkin County",27167,22.9,1465,"1367 of 3141"
"Marshall County",27089,22.9,2155,"1352 of 3141"
"Stearns County",27145,23.0,35727,"1319 of 3141"
"Lincoln County",27081,23.0,1319,"1294 of 3141"
"Pennington County",27113,23.1,3275,"1286 of 3141"
"Yellow Medicine County",27173,23.1,2293,"1271 of 3141"
"Chippewa County",27023,23.2,2791,"1237 of 3141"
"Ramsey County",27123,23.3,125535,"1162 of 3141"
"Chisago County",27025,23.4,12705,"1143 of 3141"
"McLeod County",27085,23.5,8424,"1095 of 3141"
"Norman County",27107,23.5,1550,"1093 of 3141"
"Morrison County",27097,23.6,7755,"1061 of 3141"
"Waseca County",27161,23.7,4476,"1020 of 3141"
"Clay County",27027,23.8,14749,"980 of 3141"
"Todd County",27153,23.8,5807,"977 of 3141"
"Polk County",27119,23.8,7509,"972 of 3141"
"Redwood County",27127,23.8,3674,"961 of 3141"
"Cottonwood County",27033,24.0,2743,"885 of 3141"
"Le Sueur County",27079,24.1,6695,"852 of 3141"
"Kandiyohi County",27067,24.1,10260,"840 of 3141"
"Watonwan County",27165,24.2,2642,"808 of 3141"
"Sibley County",27143,24.2,3603,"783 of 3141"
"Fillmore County",27045,24.2,5041,"780 of 3141"
"Anoka County",27003,24.3,83721,"757 of 3141"
"Mille Lacs County",27095,24.4,6250,"729 of 3141"
"Isanti County",27059,24.4,9409,"724 of 3141"
"Meeker County",27093,24.5,5654,"698 of 3141"
"Roseau County",27135,24.6,3816,"673 of 3141"
"Becker County",27005,24.6,8252,"658 of 3141"
"Red Lake County",27125,24.6,990,"646 of 3141"
"Olmsted County",27109,24.7,37493,"627 of 3141"
"Mower County",27099,24.7,9745,"618 of 3141"
"Wadena County",27159,24.8,3375,"613 of 3141"
"Pipestone County",27117,24.8,2288,"610 of 3141"
"Clearwater County",27029,24.8,2190,"597 of 3141"
"Dakota County",27037,24.8,102978,"587 of 3141"
"Lyon County",27083,24.8,6406,"586 of 3141"
"Benton County",27009,25.0,9849,"537 of 3141"
"Washington County",27163,25.0,62834,"534 of 3141"
"Rock County",27133,25.1,2370,"513 of 3141"
"Steele County",27147,25.3,9249,"483 of 3141"
"Beltrami County",27007,25.3,11615,"472 of 3141"
"Nobles County",27105,26.6,5811,"302 of 3141"
"Dodge County",27039,27.0,5540,"248 of 3141"
"Sherburne County",27141,27.1,24962,"236 of 3141"
"Carver County",27019,27.6,27243,"202 of 3141"
"Scott County",27139,28.5,40262,"140 of 3141"
"Wright County",27171,28.6,37499,"138 of 3141"
"Mahnomen County",27087,31.1,1708,"68 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age under 18, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
