------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Washington County",19183,39.3,8685,"1508 of 3141"
"Monroe County",19135,39.7,3138,"1418 of 3141"
"Benton County",19011,39.7,10191,"1405 of 3141"
"Clarke County",19039,39.9,3702,"1353 of 3141"
"Poweshiek County",19157,40.0,7369,"1342 of 3141"
"Winneshiek County",19191,40.1,8252,"1312 of 3141"
"Mills County",19129,40.1,5990,"1310 of 3141"
"Union County",19175,40.1,5017,"1305 of 3141"
"Jasper County",19099,40.2,14774,"1301 of 3141"
"Des Moines County",19057,40.5,16159,"1212 of 3141"
"Tama County",19171,40.6,6990,"1201 of 3141"
"Iowa County",19095,40.6,6593,"1184 of 3141"
"Clinton County",19045,40.7,19351,"1176 of 3141"
"Cedar County",19031,41.0,7540,"1093 of 3141"
"Carroll County",19027,41.1,8399,"1077 of 3141"
"Hamilton County",19079,41.1,6251,"1075 of 3141"
"Howard County",19089,41.3,3846,"1045 of 3141"
"Jones County",19105,41.3,8449,"1040 of 3141"
"Grundy County",19075,41.4,5117,"1016 of 3141"
"Jefferson County",19101,41.5,7446,"1002 of 3141"
"Delaware County",19055,41.6,7202,"994 of 3141"
"Clay County",19041,41.6,6813,"990 of 3141"
"Lee County",19111,41.7,14491,"981 of 3141"
"Franklin County",19069,41.8,4319,"953 of 3141"
"Emmet County",19063,41.8,4043,"947 of 3141"
"Palo Alto County",19147,41.9,3815,"944 of 3141"
"Harrison County",19085,42.1,5983,"902 of 3141"
"Winnebago County",19189,42.3,4458,"881 of 3141"
"Humboldt County",19091,42.3,4055,"875 of 3141"
"Taylor County",19173,42.5,2641,"848 of 3141"
"O'Brien County",19141,42.8,5962,"803 of 3141"
"Chickasaw County",19037,42.8,5191,"801 of 3141"
"Butler County",19023,42.8,6345,"794 of 3141"
"Fayette County",19065,42.9,8630,"781 of 3141"
"Osceola County",19143,42.9,2637,"774 of 3141"
"Worth County",19195,42.9,3219,"771 of 3141"
"Jackson County",19097,42.9,8330,"769 of 3141"
"Mitchell County",19131,43.2,4605,"734 of 3141"
"Cerro Gordo County",19033,43.2,18632,"731 of 3141"
"Page County",19145,43.2,6650,"730 of 3141"
"Floyd County",19067,43.2,6871,"729 of 3141"
"Hardin County",19083,43.3,7457,"724 of 3141"
"Montgomery County",19137,43.3,4431,"720 of 3141"
"Wayne County",19185,43.3,2776,"710 of 3141"
"Van Buren County",19177,43.4,3173,"699 of 3141"
"Wright County",19197,43.5,5592,"689 of 3141"
"Keokuk County",19107,43.6,4458,"669 of 3141"
"Lucas County",19117,43.7,3758,"658 of 3141"
"Cass County",19029,44.0,5862,"624 of 3141"
"Ida County",19093,44.0,3065,"619 of 3141"
"Allamakee County",19005,44.1,6145,"609 of 3141"
"Greene County",19073,44.1,3992,"603 of 3141"
"Hancock County",19081,44.2,4853,"597 of 3141"
"Appanoose County",19007,44.4,5574,"575 of 3141"
"Guthrie County",19077,44.5,4749,"565 of 3141"
"Ringgold County",19159,44.9,2237,"532 of 3141"
"Calhoun County",19025,45.0,4414,"525 of 3141"
"Adair County",19001,45.2,3248,"503 of 3141"
"Fremont County",19071,45.4,3172,"475 of 3141"
"Kossuth County",19109,45.5,6903,"464 of 3141"
"Shelby County",19165,45.7,5380,"442 of 3141"
"Sac County",19161,45.7,4542,"441 of 3141"
"Clayton County",19043,45.9,8123,"426 of 3141"
"Adams County",19003,46.2,1750,"397 of 3141"
"Cherokee County",19035,46.4,5373,"384 of 3141"
"Monona County",19133,46.6,4130,"371 of 3141"
"Pocahontas County",19151,46.8,3262,"350 of 3141"
"Audubon County",19009,48.0,2742,"273 of 3141"
"Dickinson County",19059,48.2,8187,"260 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
