------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Carroll County",19027,33.0,6734,"1319 of 3141"
"Butler County",19023,33.0,4896,"1354 of 3141"
"Emmet County",19063,33.1,3201,"1397 of 3141"
"Clarke County",19039,33.2,3073,"1410 of 3141"
"Pottawattamie County",19155,33.4,31116,"1501 of 3141"
"Cass County",19029,33.4,4446,"1505 of 3141"
"Appanoose County",19007,33.4,4191,"1531 of 3141"
"Grundy County",19075,33.4,4131,"1553 of 3141"
"Allamakee County",19005,33.5,4664,"1570 of 3141"
"Winnebago County",19189,33.5,3529,"1575 of 3141"
"O'Brien County",19141,33.5,4672,"1593 of 3141"
"Ida County",19093,33.6,2339,"1626 of 3141"
"Dickinson County",19059,33.6,5710,"1629 of 3141"
"Franklin County",19069,33.7,3485,"1728 of 3141"
"Des Moines County",19057,33.8,13463,"1737 of 3141"
"Shelby County",19165,33.8,3978,"1754 of 3141"
"Guthrie County",19077,33.9,3612,"1804 of 3141"
"Clinton County",19045,33.9,16121,"1809 of 3141"
"Hardin County",19083,33.9,5843,"1822 of 3141"
"Hancock County",19081,33.9,3724,"1843 of 3141"
"Page County",19145,33.9,5225,"1843 of 3141"
"Monroe County",19135,34.0,2690,"1871 of 3141"
"Cherokee County",19035,34.0,3938,"1879 of 3141"
"Adams County",19003,34.0,1288,"1886 of 3141"
"Monona County",19133,34.1,3019,"1900 of 3141"
"Cedar County",19031,34.1,6263,"1919 of 3141"
"Osceola County",19143,34.1,2099,"1939 of 3141"
"Lee County",19111,34.2,11910,"1985 of 3141"
"Lucas County",19117,34.3,2946,"1995 of 3141"
"Audubon County",19009,34.3,1957,"2000 of 3141"
"Pocahontas County",19151,34.3,2392,"2016 of 3141"
"Tama County",19171,34.3,5916,"2028 of 3141"
"Adair County",19001,34.4,2473,"2064 of 3141"
"Chickasaw County",19037,34.4,4177,"2071 of 3141"
"Jasper County",19099,34.5,12681,"2111 of 3141"
"Sac County",19161,34.6,3438,"2173 of 3141"
"Iowa County",19095,34.7,5631,"2204 of 3141"
"Greene County",19073,34.8,3144,"2238 of 3141"
"Jones County",19105,34.8,7119,"2259 of 3141"
"Madison County",19121,34.8,5468,"2261 of 3141"
"Hamilton County",19079,34.8,5291,"2275 of 3141"
"Louisa County",19115,34.8,3914,"2288 of 3141"
"Clayton County",19043,34.9,6177,"2308 of 3141"
"Cerro Gordo County",19033,34.9,15069,"2338 of 3141"
"Van Buren County",19177,35.0,2555,"2346 of 3141"
"Delaware County",19055,35.0,6063,"2364 of 3141"
"Benton County",19011,35.1,8993,"2393 of 3141"
"Jackson County",19097,35.1,6812,"2408 of 3141"
"Fremont County",19071,35.1,2452,"2411 of 3141"
"Boone County",19015,35.2,9274,"2425 of 3141"
"Montgomery County",19137,35.3,3614,"2472 of 3141"
"Harrison County",19085,35.8,5077,"2630 of 3141"
"Worth County",19195,35.8,2684,"2633 of 3141"
"Mills County",19129,35.9,5354,"2662 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
