------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00026', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Hispanic
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Hispanic),Rank within US
"Palo Alto County",19147,2.4,217,"2172 of 3141"
"Cass County",19029,2.4,322,"2154 of 3141"
"Iowa County",19095,2.5,401,"2134 of 3141"
"Floyd County",19067,2.5,399,"2115 of 3141"
"Lyon County",19119,2.5,295,"2114 of 3141"
"Boone County",19015,2.5,665,"2111 of 3141"
"Fremont County",19071,2.5,177,"2099 of 3141"
"Warren County",19181,2.6,1268,"2063 of 3141"
"Decatur County",19053,2.7,217,"2039 of 3141"
"Greene County",19073,2.7,244,"2030 of 3141"
"Sac County",19161,2.7,270,"2015 of 3141"
"Monroe County",19135,2.8,218,"1991 of 3141"
"Union County",19175,2.8,347,"1981 of 3141"
"Shelby County",19165,2.8,330,"1965 of 3141"
"Worth County",19195,2.8,212,"1953 of 3141"
"Mills County",19129,2.8,423,"1949 of 3141"
"Jefferson County",19101,2.9,518,"1923 of 3141"
"Des Moines County",19057,2.9,1168,"1909 of 3141"
"Clinton County",19045,3.0,1448,"1864 of 3141"
"Poweshiek County",19157,3.1,568,"1843 of 3141"
"Linn County",19113,3.1,6790,"1839 of 3141"
"Page County",19145,3.2,495,"1790 of 3141"
"Story County",19169,3.3,3133,"1771 of 3141"
"Clay County",19041,3.3,542,"1755 of 3141"
"Cherokee County",19035,3.4,393,"1731 of 3141"
"Pocahontas County",19151,3.5,243,"1703 of 3141"
"Lee County",19111,3.5,1229,"1690 of 3141"
"Montgomery County",19137,3.6,371,"1667 of 3141"
"Hancock County",19081,3.9,432,"1578 of 3141"
"Humboldt County",19091,4.0,381,"1572 of 3141"
"Hardin County",19083,4.2,720,"1509 of 3141"
"Winnebago County",19189,4.2,441,"1507 of 3141"
"Black Hawk County",19013,4.2,5603,"1499 of 3141"
"O'Brien County",19141,4.5,622,"1439 of 3141"
"Webster County",19187,4.5,1667,"1425 of 3141"
"Plymouth County",19149,4.5,1136,"1419 of 3141"
"Cerro Gordo County",19033,4.6,1981,"1403 of 3141"
"Henry County",19087,4.7,926,"1387 of 3141"
"Johnson County",19103,5.5,7874,"1226 of 3141"
"Washington County",19183,5.9,1295,"1148 of 3141"
"Hamilton County",19079,6.0,905,"1138 of 3141"
"Allamakee County",19005,6.1,847,"1114 of 3141"
"Dallas County",19049,6.1,4942,"1106 of 3141"
"Scott County",19163,6.4,11022,"1069 of 3141"
"Osceola County",19143,7.4,456,"951 of 3141"
"Pottawattamie County",19155,7.5,6989,"941 of 3141"
"Taylor County",19173,7.5,469,"933 of 3141"
"Polk County",19153,8.1,37937,"886 of 3141"
"Tama County",19171,8.7,1496,"833 of 3141"
"Emmet County",19063,9.3,900,"782 of 3141"
"Sioux County",19167,10.2,3539,"714 of 3141"
"Wapello County",19179,10.5,3703,"706 of 3141"
"Wright County",19197,11.1,1425,"669 of 3141"
"Franklin County",19069,12.1,1247,"623 of 3141"
"Clarke County",19039,12.7,1181,"583 of 3141"
"Woodbury County",19193,15.8,16130,"487 of 3141"
"Louisa County",19115,15.8,1774,"485 of 3141"
"Muscatine County",19139,17.5,7522,"441 of 3141"
"Marshall County",19127,20.7,8395,"366 of 3141"
"Buena Vista County",19021,25.0,5098,"290 of 3141"
"Crawford County",19047,27.4,4687,"256 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Hispanic, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
