------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Washington County",19183,18.4,4056,"1337 of 3141"
"Decatur County",19053,18.4,1494,"1314 of 3141"
"Jasper County",19099,18.4,6786,"1313 of 3141"
"Cedar County",19031,18.5,3397,"1294 of 3141"
"Clinton County",19045,18.6,8872,"1249 of 3141"
"Winneshiek County",19191,18.7,3843,"1239 of 3141"
"Harrison County",19085,18.8,2670,"1194 of 3141"
"Monroe County",19135,18.9,1493,"1171 of 3141"
"Bremer County",19017,18.9,4681,"1151 of 3141"
"Lee County",19111,19.1,6637,"1109 of 3141"
"Tama County",19171,19.1,3289,"1108 of 3141"
"Jefferson County",19101,19.1,3425,"1107 of 3141"
"Carroll County",19027,19.1,3906,"1096 of 3141"
"Des Moines County",19057,19.1,7632,"1091 of 3141"
"Jones County",19105,19.1,3919,"1089 of 3141"
"Union County",19175,19.3,2407,"1054 of 3141"
"Poweshiek County",19157,19.4,3573,"1013 of 3141"
"Hamilton County",19079,19.4,2956,"999 of 3141"
"Worth County",19195,19.5,1463,"988 of 3141"
"Chickasaw County",19037,19.5,2372,"979 of 3141"
"Emmet County",19063,19.6,1892,"969 of 3141"
"Jackson County",19097,19.8,3847,"915 of 3141"
"Clay County",19041,20.0,3270,"882 of 3141"
"Grundy County",19075,20.0,2472,"865 of 3141"
"Winnebago County",19189,20.0,2113,"854 of 3141"
"Howard County",19089,20.1,1871,"842 of 3141"
"Cerro Gordo County",19033,20.1,8689,"822 of 3141"
"Franklin County",19069,20.2,2085,"812 of 3141"
"Humboldt County",19091,20.3,1950,"777 of 3141"
"Osceola County",19143,20.3,1251,"776 of 3141"
"O'Brien County",19141,20.5,2865,"728 of 3141"
"Montgomery County",19137,20.6,2106,"716 of 3141"
"Page County",19145,20.6,3175,"705 of 3141"
"Van Buren County",19177,20.8,1520,"678 of 3141"
"Fayette County",19065,20.9,4199,"670 of 3141"
"Lucas County",19117,20.9,1796,"667 of 3141"
"Keokuk County",19107,20.9,2139,"655 of 3141"
"Hardin County",19083,20.9,3608,"653 of 3141"
"Hancock County",19081,21.0,2305,"641 of 3141"
"Palo Alto County",19147,21.1,1924,"620 of 3141"
"Greene County",19073,21.3,1930,"589 of 3141"
"Floyd County",19067,21.4,3399,"580 of 3141"
"Wright County",19197,21.4,2750,"579 of 3141"
"Taylor County",19173,21.4,1330,"576 of 3141"
"Allamakee County",19005,21.4,2984,"574 of 3141"
"Butler County",19023,21.4,3178,"566 of 3141"
"Fremont County",19071,21.5,1500,"559 of 3141"
"Clayton County",19043,21.6,3829,"544 of 3141"
"Guthrie County",19077,21.7,2309,"536 of 3141"
"Mitchell County",19131,21.7,2309,"535 of 3141"
"Ida County",19093,21.7,1512,"526 of 3141"
"Cass County",19029,21.9,2915,"510 of 3141"
"Adair County",19001,21.9,1578,"500 of 3141"
"Appanoose County",19007,22.1,2778,"470 of 3141"
"Shelby County",19165,22.2,2616,"459 of 3141"
"Wayne County",19185,22.2,1424,"455 of 3141"
"Adams County",19003,22.3,844,"448 of 3141"
"Pocahontas County",19151,22.3,1557,"445 of 3141"
"Sac County",19161,22.4,2222,"442 of 3141"
"Calhoun County",19025,22.4,2201,"440 of 3141"
"Kossuth County",19109,22.5,3406,"437 of 3141"
"Cherokee County",19035,22.7,2631,"409 of 3141"
"Ringgold County",19159,23.9,1194,"302 of 3141"
"Audubon County",19009,24.1,1374,"290 of 3141"
"Monona County",19133,24.2,2143,"274 of 3141"
"Dickinson County",19059,24.3,4126,"268 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
