------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00024', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Asian / Pacific Islander
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (API),Rank within US
"Chickasaw County",19037,0.4,44,"2252 of 3141"
"Delaware County",19055,0.4,67,"2186 of 3141"
"Tama County",19171,0.4,69,"2149 of 3141"
"Dickinson County",19059,0.4,72,"2090 of 3141"
"Wright County",19197,0.4,56,"2053 of 3141"
"Ida County",19093,0.4,31,"2027 of 3141"
"Clayton County",19043,0.4,79,"2025 of 3141"
"Hancock County",19081,0.4,49,"2023 of 3141"
"Cherokee County",19035,0.4,52,"2016 of 3141"
"Audubon County",19009,0.5,26,"1997 of 3141"
"Butler County",19023,0.5,72,"1915 of 3141"
"Adair County",19001,0.5,36,"1877 of 3141"
"Palo Alto County",19147,0.5,46,"1863 of 3141"
"Keokuk County",19107,0.5,53,"1837 of 3141"
"Clay County",19041,0.5,85,"1836 of 3141"
"Appanoose County",19007,0.5,68,"1774 of 3141"
"Buchanan County",19019,0.6,117,"1751 of 3141"
"Adams County",19003,0.6,21,"1750 of 3141"
"Jasper County",19099,0.6,206,"1743 of 3141"
"Kossuth County",19109,0.6,85,"1741 of 3141"
"Washington County",19183,0.6,132,"1676 of 3141"
"Hardin County",19083,0.6,103,"1674 of 3141"
"Lee County",19111,0.6,210,"1659 of 3141"
"Pottawattamie County",19155,0.6,569,"1647 of 3141"
"Mitchell County",19131,0.6,67,"1603 of 3141"
"Des Moines County",19057,0.6,252,"1594 of 3141"
"Plymouth County",19149,0.7,168,"1520 of 3141"
"Taylor County",19173,0.7,43,"1485 of 3141"
"Clinton County",19045,0.7,333,"1468 of 3141"
"Pocahontas County",19151,0.7,49,"1459 of 3141"
"Cass County",19029,0.7,95,"1437 of 3141"
"Sioux County",19167,0.7,260,"1364 of 3141"
"Union County",19175,0.8,97,"1332 of 3141"
"Ringgold County",19159,0.9,43,"1222 of 3141"
"Decatur County",19053,0.9,70,"1219 of 3141"
"Monroe County",19135,0.9,70,"1196 of 3141"
"Warren County",19181,0.9,432,"1189 of 3141"
"O'Brien County",19141,0.9,127,"1168 of 3141"
"Fayette County",19065,0.9,184,"1165 of 3141"
"Clarke County",19039,1.0,94,"1060 of 3141"
"Boone County",19015,1.0,271,"1043 of 3141"
"Winneshiek County",19191,1.1,222,"996 of 3141"
"Jackson County",19097,1.1,218,"959 of 3141"
"Bremer County",19017,1.1,278,"958 of 3141"
"Cerro Gordo County",19033,1.1,487,"955 of 3141"
"Marion County",19125,1.1,378,"948 of 3141"
"Page County",19145,1.2,179,"927 of 3141"
"Muscatine County",19139,1.2,505,"920 of 3141"
"Wapello County",19179,1.2,427,"891 of 3141"
"Winnebago County",19189,1.2,129,"876 of 3141"
"Madison County",19121,1.2,196,"853 of 3141"
"Webster County",19187,1.3,493,"807 of 3141"
"Greene County",19073,1.4,125,"782 of 3141"
"Mahaska County",19123,1.4,310,"776 of 3141"
"Dubuque County",19061,1.6,1566,"656 of 3141"
"Floyd County",19067,1.8,283,"601 of 3141"
"Crawford County",19047,1.9,331,"557 of 3141"
"Poweshiek County",19157,2.1,382,"514 of 3141"
"Black Hawk County",19013,2.3,3050,"463 of 3141"
"Linn County",19113,2.3,5125,"456 of 3141"
"Scott County",19163,2.6,4382,"413 of 3141"
"Henry County",19087,2.6,520,"399 of 3141"
"Hamilton County",19079,3.0,459,"327 of 3141"
"Woodbury County",19193,3.1,3124,"322 of 3141"
"Marshall County",19127,3.3,1345,"290 of 3141"
"Louisa County",19115,3.9,442,"232 of 3141"
"Dallas County",19049,4.3,3454,"209 of 3141"
"Polk County",19153,4.4,20737,"192 of 3141"
"Jefferson County",19101,5.2,930,"157 of 3141"
"Johnson County",19103,6.3,9145,"103 of 3141"
"Story County",19169,7.4,7065,"77 of 3141"
"Buena Vista County",19021,10.3,2105,"51 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Asian / Pacific Islander, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
