------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Monroe County",18105,45689.000000000,"1844 of 3141"
"Henry County",18065,46131.000000000,"1798 of 3141"
"Miami County",18103,46666.000000000,"1719 of 3141"
"Fountain County",18045,46669.000000000,"1718 of 3141"
"Washington County",18175,46861.000000000,"1695 of 3141"
"Fulton County",18049,47108.000000000,"1678 of 3141"
"Pulaski County",18131,47633.000000000,"1609 of 3141"
"Rush County",18139,47955.000000000,"1582 of 3141"
"Howard County",18067,47958.000000000,"1581 of 3141"
"St. Joseph County",18141,48121.000000000,"1567 of 3141"
"Adams County",18001,48290.000000000,"1546 of 3141"
"Owen County",18119,48315.000000000,"1541 of 3141"
"Daviess County",18027,48355.000000000,"1534 of 3141"
"Jennings County",18079,48362.000000000,"1533 of 3141"
"Wabash County",18169,49052.000000000,"1465 of 3141"
"Jackson County",18071,49080.000000000,"1460 of 3141"
"Benton County",18007,49183.000000000,"1451 of 3141"
"Scott County",18143,49243.000000000,"1445 of 3141"
"Martin County",18101,49372.000000000,"1431 of 3141"
"Greene County",18055,49648.000000000,"1405 of 3141"
"Perry County",18123,49689.000000000,"1400 of 3141"
"LaPorte County",18091,49921.000000000,"1371 of 3141"
"Lawrence County",18093,49985.000000000,"1365 of 3141"
"Huntington County",18069,50063.000000000,"1353 of 3141"
"Pike County",18125,50196.000000000,"1335 of 3141"
"Tippecanoe County",18157,50486.000000000,"1302 of 3141"
"Jefferson County",18077,50722.000000000,"1271 of 3141"
"Clay County",18021,50924.000000000,"1240 of 3141"
"Allen County",18003,51091.000000000,"1222 of 3141"
"Gibson County",18051,51149.000000000,"1214 of 3141"
"DeKalb County",18033,51374.000000000,"1193 of 3141"
"White County",18181,51404.000000000,"1190 of 3141"
"Clinton County",18023,51659.000000000,"1157 of 3141"
"Marshall County",18099,51869.000000000,"1133 of 3141"
"Newton County",18111,52193.000000000,"1098 of 3141"
"Decatur County",18031,52270.000000000,"1087 of 3141"
"Noble County",18113,52393.000000000,"1072 of 3141"
"Elkhart County",18039,52449.000000000,"1067 of 3141"
"Lake County",18089,52559.000000000,"1053 of 3141"
"Steuben County",18151,52749.000000000,"1040 of 3141"
"Clark County",18019,52834.000000000,"1029 of 3141"
"Wells County",18179,53038.000000000,"1016 of 3141"
"Montgomery County",18107,53075.000000000,"1010 of 3141"
"Ripley County",18137,53698.000000000,"957 of 3141"
"Harrison County",18061,53897.000000000,"931 of 3141"
"Tipton County",18159,53931.000000000,"929 of 3141"
"Spencer County",18147,55280.000000000,"818 of 3141"
"Putnam County",18133,55295.000000000,"813 of 3141"
"Franklin County",18047,55588.000000000,"798 of 3141"
"Carroll County",18015,56188.000000000,"757 of 3141"
"Jasper County",18073,56574.000000000,"721 of 3141"
"Whitley County",18183,57041.000000000,"698 of 3141"
"Kosciusko County",18085,57190.000000000,"689 of 3141"
"Shelby County",18145,57216.000000000,"685 of 3141"
"Dubois County",18037,57307.000000000,"673 of 3141"
"Bartholomew County",18005,57331.000000000,"670 of 3141"
"LaGrange County",18087,58336.000000000,"611 of 3141"
"Ohio County",18115,58359.000000000,"608 of 3141"
"Warren County",18171,58950.000000000,"574 of 3141"
"Brown County",18013,59292.000000000,"560 of 3141"
"Floyd County",18043,59451.000000000,"548 of 3141"
"Morgan County",18109,60317.000000000,"505 of 3141"
"Posey County",18129,60992.000000000,"467 of 3141"
"Dearborn County",18029,62905.000000000,"380 of 3141"
"Johnson County",18081,65272.000000000,"317 of 3141"
"Porter County",18127,65979.000000000,"292 of 3141"
"Warrick County",18173,66080.000000000,"288 of 3141"
"Hancock County",18059,70973.000000000,"208 of 3141"
"Hendricks County",18063,74245.000000000,"167 of 3141"
"Boone County",18011,75591.000000000,"151 of 3141"
"Hamilton County",18057,90582.000000000,"45 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
