------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=mob&demo=00019&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'mob', 'demo': '00019', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=mob&demo=00019&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
"Mobility: Moved, different county this state (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Different County In Same State),Rank within US
"Lawrence County",18093,3.0,1334,"954 of 3140"
"Clark County",18019,3.0,3429,"991 of 3140"
"Franklin County",18047,3.0,689,"1009 of 3140"
"Vanderburgh County",18163,3.1,5505,"1015 of 3140"
"Floyd County",18043,3.1,2354,"1051 of 3140"
"Bartholomew County",18005,3.2,2530,"1089 of 3140"
"Pike County",18125,3.2,390,"1094 of 3140"
"Ripley County",18137,3.2,890,"1110 of 3140"
"LaGrange County",18087,3.2,1212,"1112 of 3140"
"DeKalb County",18033,3.3,1370,"1171 of 3140"
"Porter County",18127,3.3,5435,"1182 of 3140"
"Blackford County",18009,3.3,394,"1183 of 3140"
"Decatur County",18031,3.3,879,"1215 of 3140"
"Martin County",18101,3.4,342,"1252 of 3140"
"Marshall County",18099,3.4,1588,"1280 of 3140"
"Huntington County",18069,3.4,1234,"1283 of 3140"
"Orange County",18117,3.6,690,"1401 of 3140"
"Clay County",18021,3.6,929,"1404 of 3140"
"Shelby County",18145,3.6,1581,"1436 of 3140"
"Starke County",18149,3.6,820,"1437 of 3140"
"Scott County",18143,3.8,884,"1546 of 3140"
"Howard County",18067,3.8,3129,"1600 of 3140"
"Cass County",18017,3.9,1466,"1623 of 3140"
"Switzerland County",18155,3.9,410,"1636 of 3140"
"Ohio County",18115,4.0,232,"1681 of 3140"
"Wells County",18179,4.0,1092,"1688 of 3140"
"Steuben County",18151,4.0,1360,"1692 of 3140"
"Greene County",18055,4.0,1285,"1704 of 3140"
"Warren County",18171,4.0,328,"1709 of 3140"
"Madison County",18095,4.1,5297,"1777 of 3140"
"Hamilton County",18057,4.2,12974,"1846 of 3140"
"Wabash County",18169,4.2,1338,"1852 of 3140"
"Jennings County",18079,4.2,1172,"1854 of 3140"
"Warrick County",18173,4.3,2606,"1859 of 3140"
"Montgomery County",18107,4.3,1614,"1860 of 3140"
"Perry County",18123,4.3,812,"1861 of 3140"
"Rush County",18139,4.3,720,"1890 of 3140"
"Jasper County",18073,4.5,1470,"1969 of 3140"
"Hancock County",18059,4.5,3284,"2019 of 3140"
"Kosciusko County",18085,4.6,3596,"2059 of 3140"
"Fulton County",18049,4.7,942,"2095 of 3140"
"Fountain County",18045,4.8,785,"2150 of 3140"
"White County",18181,4.9,1162,"2178 of 3140"
"Whitley County",18183,4.9,1607,"2188 of 3140"
"Carroll County",18015,4.9,969,"2202 of 3140"
"Noble County",18113,5.0,2328,"2250 of 3140"
"Jefferson County",18077,5.1,1620,"2308 of 3140"
"Brown County",18013,5.2,768,"2334 of 3140"
"Henry County",18065,5.2,2492,"2335 of 3140"
"LaPorte County",18091,5.3,5779,"2380 of 3140"
"Newton County",18111,5.4,752,"2451 of 3140"
"Vigo County",18167,5.6,5939,"2512 of 3140"
"Boone County",18011,5.7,3521,"2538 of 3140"
"Johnson County",18081,5.7,8467,"2563 of 3140"
"Sullivan County",18153,5.8,1189,"2581 of 3140"
"Hendricks County",18063,5.8,9098,"2591 of 3140"
"Pulaski County",18131,5.9,752,"2617 of 3140"
"Tipton County",18159,6.0,903,"2623 of 3140"
"Tippecanoe County",18157,6.0,11021,"2631 of 3140"
"Knox County",18083,6.5,2414,"2733 of 3140"
"Owen County",18119,6.8,1402,"2792 of 3140"
"Morgan County",18109,6.8,4699,"2802 of 3140"
"Delaware County",18035,7.4,8456,"2884 of 3140"
"Miami County",18103,7.6,2695,"2909 of 3140"
"Parke County",18121,7.8,1316,"2930 of 3140"
"Putnam County",18133,7.9,2922,"2936 of 3140"
"Monroe County",18105,8.4,12001,"2984 of 3140"
"Benton County",18007,8.5,730,"2992 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, different county this state (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
