------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00105', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Sex - Female
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Female),Rank within US
"Blackford County",18009,50.5,6167,"1674 of 3141"
"Shelby County",18145,50.5,22406,"1713 of 3141"
"Greene County",18055,50.5,16391,"1728 of 3141"
"Elkhart County",18039,50.5,102565,"1735 of 3141"
"Clinton County",18023,50.6,16411,"1765 of 3141"
"Porter County",18127,50.6,84695,"1797 of 3141"
"Orange County",18117,50.6,9936,"1861 of 3141"
"Fayette County",18041,50.6,11864,"1873 of 3141"
"Morgan County",18109,50.7,35226,"1901 of 3141"
"Vermillion County",18165,50.7,7928,"1918 of 3141"
"Fulton County",18049,50.8,10304,"2022 of 3141"
"Wells County",18179,50.8,14143,"2069 of 3141"
"Starke County",18149,50.8,11671,"2073 of 3141"
"Johnson County",18081,50.9,76019,"2151 of 3141"
"Jay County",18075,50.9,10747,"2171 of 3141"
"Hancock County",18059,50.9,37060,"2177 of 3141"
"Huntington County",18069,50.9,18603,"2192 of 3141"
"Rush County",18139,51.0,8542,"2208 of 3141"
"Scott County",18143,51.0,12094,"2231 of 3141"
"Clay County",18021,51.1,13472,"2331 of 3141"
"Hamilton County",18057,51.1,158292,"2363 of 3141"
"Wabash County",18169,51.1,16280,"2368 of 3141"
"Allen County",18003,51.2,188333,"2460 of 3141"
"Randolph County",18135,51.3,12925,"2511 of 3141"
"Clark County",18019,51.3,58941,"2523 of 3141"
"St. Joseph County",18141,51.4,138141,"2615 of 3141"
"Floyd County",18043,51.5,39389,"2650 of 3141"
"Howard County",18067,51.6,42568,"2728 of 3141"
"Lake County",18089,51.6,252357,"2738 of 3141"
"Wayne County",18177,51.6,34585,"2740 of 3141"
"Vanderburgh County",18163,51.7,93962,"2761 of 3141"
"Delaware County",18035,51.8,60035,"2812 of 3141"
"Marion County",18097,51.9,487426,"2849 of 3141"
"Parke County",18121,52.1,8884,"2912 of 3141"
"Grant County",18053,52.1,35255,"2936 of 3141"
"Jefferson County",18077,52.3,16876,"2966 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Female, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
