------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Floyd County",18043,27.0,20651,"1968 of 3141"
"Hamilton County",18057,27.0,83658,"1974 of 3141"
"Perry County",18123,27.0,5195,"1977 of 3141"
"Lake County",18089,27.5,134384,"2109 of 3141"
"Jackson County",18071,27.6,12077,"2131 of 3141"
"Sullivan County",18153,27.6,5768,"2134 of 3141"
"Huntington County",18069,27.6,10092,"2141 of 3141"
"Hendricks County",18063,27.7,43752,"2149 of 3141"
"Madison County",18095,27.7,35862,"2151 of 3141"
"LaPorte County",18091,27.9,30940,"2200 of 3141"
"Elkhart County",18039,27.9,56659,"2201 of 3141"
"Kosciusko County",18085,28.0,22038,"2222 of 3141"
"Porter County",18127,28.2,47284,"2278 of 3141"
"Bartholomew County",18005,28.3,22950,"2296 of 3141"
"Miami County",18103,28.4,10226,"2314 of 3141"
"Johnson County",18081,28.6,42667,"2361 of 3141"
"Jefferson County",18077,28.6,9247,"2376 of 3141"
"Clark County",18019,28.9,33207,"2423 of 3141"
"Allen County",18003,29.2,107398,"2478 of 3141"
"Grant County",18053,29.4,19848,"2504 of 3141"
"St. Joseph County",18141,30.0,80704,"2618 of 3141"
"Vanderburgh County",18163,30.3,55051,"2652 of 3141"
"Knox County",18083,30.6,11561,"2690 of 3141"
"Putnam County",18133,32.8,12315,"2869 of 3141"
"Marion County",18097,33.0,309907,"2880 of 3141"
"Vigo County",18167,34.2,36894,"2941 of 3141"
"Delaware County",18035,35.1,40750,"2977 of 3141"
"Tippecanoe County",18157,44.0,81890,"3109 of 3141"
"Monroe County",18105,47.3,68259,"3124 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
