------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pov&demo=00008&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pov', 'demo': '00008', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_029.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pov&demo=00008&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Poverty: Persons below poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Starke County",18149,16.7,3818,"1882 of 3141"
"Lake County",18089,16.8,80849,"1896 of 3141"
"Randolph County",18135,17.0,4209,"1947 of 3141"
"St. Joseph County",18141,17.1,44003,"1972 of 3141"
"Madison County",18095,17.4,21454,"2029 of 3141"
"Crawford County",18025,17.8,1851,"2099 of 3141"
"Jay County",18075,17.9,3705,"2129 of 3141"
"Vanderburgh County",18163,18.0,31506,"2146 of 3141"
"Fayette County",18041,18.2,4188,"2186 of 3141"
"Wayne County",18177,18.2,11727,"2192 of 3141"
"Rush County",18139,18.3,3027,"2202 of 3141"
"Adams County",18001,18.9,6448,"2291 of 3141"
"Grant County",18053,19.1,11878,"2307 of 3141"
"Switzerland County",18155,19.7,2065,"2396 of 3141"
"Marion County",18097,19.8,182317,"2405 of 3141"
"Vigo County",18167,19.9,19632,"2421 of 3141"
"Tippecanoe County",18157,20.9,35575,"2532 of 3141"
"Delaware County",18035,21.2,23018,"2555 of 3141"
"Monroe County",18105,24.7,31974,"2848 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Persons below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
