------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=mob&demo=00018&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'mob', 'demo': '00018', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_009.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=mob&demo=00018&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
"Mobility: Moved, same county (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved Within County),Rank within US
"Platte County",29165,5.7,5508,"1280 of 3140"
"Schuyler County",29197,5.8,255,"1325 of 3140"
"Shelby County",29205,5.8,352,"1330 of 3140"
"Camden County",29029,5.9,2608,"1348 of 3140"
"Lincoln County",29113,6.0,3255,"1437 of 3140"
"Ozark County",29153,6.1,562,"1474 of 3140"
"St. Charles County",29183,6.3,23864,"1560 of 3140"
"Ray County",29177,6.3,1411,"1561 of 3140"
"Texas County",29215,6.3,1597,"1566 of 3140"
"Webster County",29225,6.3,2334,"1586 of 3140"
"Livingston County",29117,6.4,948,"1644 of 3140"
"Laclede County",29105,6.5,2269,"1668 of 3140"
"Lafayette County",29107,6.5,2100,"1685 of 3140"
"Holt County",29087,6.7,296,"1750 of 3140"
"Atchison County",29005,6.8,358,"1794 of 3140"
"Newton County",29145,6.9,3948,"1816 of 3140"
"Polk County",29167,6.9,2142,"1825 of 3140"
"Madison County",29123,6.9,837,"1836 of 3140"
"Lawrence County",29109,7.1,2656,"1892 of 3140"
"Worth County",29227,7.1,145,"1914 of 3140"
"Clinton County",29049,7.2,1448,"1932 of 3140"
"Stoddard County",29207,7.2,2109,"1954 of 3140"
"Reynolds County",29179,7.2,456,"1959 of 3140"
"Scotland County",29199,7.2,344,"1974 of 3140"
"Bates County",29013,7.2,1180,"1981 of 3140"
"Hickory County",29085,7.3,678,"1996 of 3140"
"Crawford County",29055,7.3,1754,"2000 of 3140"
"Knox County",29103,7.3,287,"2003 of 3140"
"Morgan County",29141,7.3,1458,"2023 of 3140"
"Jefferson County",29099,7.4,16217,"2034 of 3140"
"Carter County",29035,7.5,469,"2092 of 3140"
"Franklin County",29071,7.6,7705,"2126 of 3140"
"Jasper County",29097,7.6,8937,"2134 of 3140"
"Carroll County",29033,7.6,665,"2138 of 3140"
"Gentry County",29075,7.7,505,"2150 of 3140"
"Gasconade County",29073,7.7,1125,"2172 of 3140"
"Benton County",29015,7.7,1454,"2179 of 3140"
"Iron County",29093,7.8,793,"2192 of 3140"
"Cass County",29037,7.8,7869,"2201 of 3140"
"Cedar County",29039,7.9,1078,"2231 of 3140"
"New Madrid County",29143,7.9,1409,"2241 of 3140"
"Cole County",29051,7.9,6024,"2252 of 3140"
"Scott County",29201,8.0,3047,"2262 of 3140"
"Pulaski County",29169,8.0,4189,"2265 of 3140"
"Marion County",29127,8.0,2266,"2268 of 3140"
"Harrison County",29081,8.1,689,"2308 of 3140"
"St. Louis County",29189,8.3,82159,"2367 of 3140"
"Pike County",29163,8.4,1535,"2378 of 3140"
"Clay County",29047,8.5,19793,"2404 of 3140"
"Shannon County",29203,8.9,730,"2527 of 3140"
"Howell County",29091,8.9,3523,"2529 of 3140"
"Wright County",29229,8.9,1618,"2536 of 3140"
"Henry County",29083,9.0,1953,"2568 of 3140"
"Ripley County",29181,9.1,1238,"2579 of 3140"
"Dent County",29065,9.1,1402,"2586 of 3140"
"Sullivan County",29211,9.4,590,"2645 of 3140"
"Phelps County",29161,9.7,4259,"2716 of 3140"
"Jackson County",29095,10.0,67914,"2784 of 3140"
"Taney County",29213,10.0,5384,"2786 of 3140"
"Vernon County",29217,10.2,2086,"2824 of 3140"
"Barry County",29009,10.2,3575,"2825 of 3140"
"St. Louis City",29510,10.2,31857,"2827 of 3140"
"Saline County",29195,10.4,2352,"2852 of 3140"
"Buchanan County",29021,10.8,9473,"2898 of 3140"
"St. Francois County",29187,11.2,7340,"2956 of 3140"
"Butler County",29023,11.4,4825,"2982 of 3140"
"Cape Girardeau County",29031,11.4,8755,"2983 of 3140"
"Pettis County",29159,12.1,5038,"3038 of 3140"
"Nodaway County",29147,12.3,2788,"3052 of 3140"
"Pemiscot County",29155,12.3,2101,"3053 of 3140"
"Greene County",29077,12.4,35284,"3063 of 3140"
"Mississippi County",29133,12.6,1725,"3070 of 3140"
"Johnson County",29101,12.7,6760,"3075 of 3140"
"Dunklin County",29069,13.4,4070,"3098 of 3140"
"Boone County",29019,13.8,23757,"3109 of 3140"
"Adair County",29001,16.0,4039,"3134 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, same county (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
