------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Texas County",29215,22.5,1462,"2296 of 3139"
"Ozark County",29153,22.6,547,"2311 of 3139"
"Pettis County",29159,22.6,2214,"2311 of 3139"
"Clark County",29045,23.0,298,"2360 of 3139"
"Stone County",29209,23.0,1252,"2360 of 3139"
"Daviess County",29061,23.1,416,"2373 of 3139"
"Dallas County",29059,23.2,996,"2384 of 3139"
"Holt County",29087,23.2,175,"2384 of 3139"
"Ste. Genevieve County",29186,23.2,604,"2384 of 3139"
"Camden County",29029,23.7,1884,"2439 of 3139"
"Phelps County",29161,24.0,2335,"2465 of 3139"
"Mercer County",29129,24.2,184,"2485 of 3139"
"Morgan County",29141,24.2,1235,"2485 of 3139"
"Taney County",29213,24.2,3054,"2485 of 3139"
"Knox County",29103,24.3,249,"2495 of 3139"
"Maries County",29125,24.5,414,"2514 of 3139"
"Newton County",29145,26.0,2811,"2632 of 3139"
"Barry County",29009,26.3,2352,"2657 of 3139"
"Moniteau County",29135,26.7,673,"2691 of 3139"
"Sullivan County",29211,27.4,345,"2762 of 3139"
"McDonald County",29119,28.6,1822,"2824 of 3139"
"Scotland County",29199,30.4,367,"2922 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
