------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"Hickory County",29085,98.5,9208,"2656 of 3141"
"Carroll County",29033,98.5,8775,"2677 of 3141"
"St. Francois County",29187,98.5,65255,"2682 of 3141"
"Daviess County",29061,98.5,8176,"2687 of 3141"
"Howard County",29089,98.6,9997,"2717 of 3141"
"Reynolds County",29179,98.6,6272,"2752 of 3141"
"Douglas County",29067,98.6,13206,"2764 of 3141"
"Gasconade County",29073,98.7,14577,"2805 of 3141"
"Ripley County",29181,98.7,13630,"2815 of 3141"
"Washington County",29221,98.7,24648,"2816 of 3141"
"Macon County",29121,98.7,15123,"2817 of 3141"
"Ralls County",29173,98.8,10081,"2843 of 3141"
"Atchison County",29005,98.8,5269,"2846 of 3141"
"Bollinger County",29017,98.8,12198,"2857 of 3141"
"Worth County",29227,98.8,2029,"2875 of 3141"
"Putnam County",29171,98.9,4793,"2904 of 3141"
"Ste. Genevieve County",29186,98.9,17688,"2907 of 3141"
"St. Clair County",29185,99.0,9298,"2919 of 3141"
"Knox County",29103,99.0,3937,"2939 of 3141"
"Chariton County",29041,99.1,7520,"2973 of 3141"
"Osage County",29151,99.2,13504,"3001 of 3141"
"Schuyler County",29197,99.3,4418,"3016 of 3141"
"Clark County",29045,99.5,6772,"3063 of 3141"
"Holt County",29087,99.6,4483,"3091 of 3141"
"Gentry County",29075,99.7,6668,"3099 of 3141"
"Scotland County",29199,99.7,4869,"3102 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Non-Hispanic (Origin Recode), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
