------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Franklin County",29071,0.1,92,"863 of 3140"
"Howard County",29089,0.1,10,"916 of 3140"
"Ray County",29177,0.1,23,"936 of 3140"
"Cooper County",29053,0.1,18,"943 of 3140"
"Holt County",29087,0.1,5,"1009 of 3140"
"Texas County",29215,0.1,29,"1021 of 3140"
"Linn County",29115,0.1,14,"1032 of 3140"
"Monroe County",29137,0.1,10,"1042 of 3140"
"Jefferson County",29099,0.1,257,"1048 of 3140"
"Cedar County",29039,0.1,16,"1050 of 3140"
"New Madrid County",29143,0.1,21,"1057 of 3140"
"Wright County",29229,0.1,22,"1084 of 3140"
"St. Francois County",29187,0.1,81,"1099 of 3140"
"Howell County",29091,0.1,49,"1103 of 3140"
"Macon County",29121,0.1,19,"1111 of 3140"
"McDonald County",29119,0.1,28,"1111 of 3140"
"Stoddard County",29207,0.1,37,"1118 of 3140"
"Knox County",29103,0.1,5,"1132 of 3140"
"Warren County",29219,0.1,44,"1160 of 3140"
"Gentry County",29075,0.1,9,"1182 of 3140"
"Scott County",29201,0.1,54,"1210 of 3140"
"Lawrence County",29109,0.2,57,"1271 of 3140"
"Jasper County",29097,0.2,180,"1288 of 3140"
"Callaway County",29027,0.2,68,"1289 of 3140"
"Maries County",29125,0.2,15,"1387 of 3140"
"Crawford County",29055,0.2,41,"1399 of 3140"
"St. Clair County",29185,0.2,16,"1406 of 3140"
"Caldwell County",29025,0.2,16,"1452 of 3140"
"Harrison County",29081,0.2,16,"1514 of 3140"
"Atchison County",29005,0.2,10,"1520 of 3140"
"Clinton County",29049,0.2,39,"1536 of 3140"
"Polk County",29167,0.2,61,"1555 of 3140"
"St. Charles County",29183,0.2,769,"1587 of 3140"
"Montgomery County",29139,0.2,24,"1614 of 3140"
"Cole County",29051,0.2,171,"1699 of 3140"
"Morgan County",29141,0.2,46,"1729 of 3140"
"Pike County",29163,0.2,43,"1743 of 3140"
"Pemiscot County",29155,0.2,42,"1803 of 3140"
"Carroll County",29033,0.3,22,"1825 of 3140"
"Vernon County",29217,0.3,52,"1838 of 3140"
"Buchanan County",29021,0.3,240,"1910 of 3140"
"Dent County",29065,0.3,42,"1910 of 3140"
"Dunklin County",29069,0.3,84,"1923 of 3140"
"Laclede County",29105,0.3,100,"1976 of 3140"
"Clay County",29047,0.3,700,"2017 of 3140"
"Perry County",29157,0.3,57,"2022 of 3140"
"Audrain County",29007,0.3,77,"2023 of 3140"
"Barry County",29009,0.3,111,"2075 of 3140"
"Jackson County",29095,0.3,2166,"2080 of 3140"
"Lafayette County",29107,0.3,103,"2085 of 3140"
"Pettis County",29159,0.3,135,"2098 of 3140"
"Taney County",29213,0.3,185,"2162 of 3140"
"Henry County",29083,0.4,79,"2227 of 3140"
"Grundy County",29079,0.4,37,"2248 of 3140"
"Greene County",29077,0.4,1250,"2397 of 3140"
"St. Louis County",29189,0.5,4565,"2438 of 3140"
"Dade County",29057,0.5,39,"2545 of 3140"
"Shannon County",29203,0.5,43,"2553 of 3140"
"Douglas County",29067,0.5,70,"2562 of 3140"
"Cape Girardeau County",29031,0.6,462,"2662 of 3140"
"Randolph County",29175,0.6,152,"2679 of 3140"
"Clark County",29045,0.6,42,"2697 of 3140"
"Nodaway County",29147,0.6,144,"2706 of 3140"
"St. Louis City",29510,0.7,2066,"2743 of 3140"
"Platte County",29165,0.7,719,"2827 of 3140"
"Boone County",29019,0.8,1430,"2879 of 3140"
"Phelps County",29161,0.8,367,"2883 of 3140"
"Carter County",29035,0.8,53,"2895 of 3140"
"Saline County",29195,0.9,209,"2932 of 3140"
"Adair County",29001,1.1,269,"2978 of 3140"
"Johnson County",29101,1.8,947,"3083 of 3140"
"Pulaski County",29169,3.2,1667,"3127 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
