------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Georgia by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Clinch County",13065,0.3,20,"1751 of 3141"
"Bulloch County",13031,0.3,219,"1741 of 3141"
"Fannin County",13111,0.3,73,"1735 of 3141"
"Cherokee County",13057,0.3,707,"1727 of 3141"
"Newton County",13217,0.3,316,"1725 of 3141"
"Fayette County",13113,0.3,340,"1689 of 3141"
"Cook County",13075,0.3,53,"1688 of 3141"
"Upson County",13293,0.3,81,"1686 of 3141"
"Bartow County",13015,0.3,319,"1674 of 3141"
"Chatham County",13051,0.3,918,"1635 of 3141"
"Tattnall County",13267,0.3,84,"1597 of 3141"
"Gwinnett County",13135,0.3,2972,"1579 of 3141"
"Wheeler County",13309,0.3,27,"1566 of 3141"
"Madison County",13195,0.3,98,"1549 of 3141"
"Fulton County",13121,0.4,3756,"1454 of 3141"
"Muscogee County",13215,0.4,749,"1442 of 3141"
"Colquitt County",13071,0.4,181,"1392 of 3141"
"Columbia County",13073,0.4,575,"1377 of 3141"
"Polk County",13233,0.4,166,"1376 of 3141"
"Houston County",13153,0.4,603,"1374 of 3141"
"Pierce County",13229,0.4,77,"1371 of 3141"
"Spalding County",13255,0.4,259,"1368 of 3141"
"Ware County",13299,0.4,146,"1358 of 3141"
"Carroll County",13045,0.4,474,"1348 of 3141"
"Union County",13291,0.4,94,"1323 of 3141"
"Montgomery County",13209,0.4,39,"1286 of 3141"
"Glynn County",13127,0.4,365,"1279 of 3141"
"Macon County",13193,0.4,61,"1266 of 3141"
"Bryan County",13029,0.5,162,"1232 of 3141"
"Rabun County",13241,0.5,79,"1193 of 3141"
"Liberty County",13179,0.5,306,"1172 of 3141"
"Grady County",13131,0.5,127,"1148 of 3141"
"Appling County",13001,0.6,103,"1076 of 3141"
"Towns County",13281,0.6,66,"1030 of 3141"
"Berrien County",13019,0.6,114,"1021 of 3141"
"Whitfield County",13313,0.6,625,"1018 of 3141"
"DeKalb County",13089,0.7,4891,"936 of 3141"
"Dade County",13083,0.7,109,"930 of 3141"
"Atkinson County",13003,0.7,59,"881 of 3141"
"Candler County",13043,0.7,78,"877 of 3141"
"Lumpkin County",13187,0.8,238,"835 of 3141"
"Glascock County",13125,0.8,24,"808 of 3141"
"Camden County",13039,0.8,420,"797 of 3141"
"Chattahoochee County",13053,0.8,90,"793 of 3141"
"Miller County",13201,0.8,49,"778 of 3141"
"Gordon County",13129,0.8,472,"773 of 3141"
"Gilmer County",13123,0.9,253,"758 of 3141"
"Worth County",13321,0.9,193,"712 of 3141"
"Jenkins County",13165,1.5,130,"481 of 3141"
"Charlton County",13049,1.6,207,"445 of 3141"
"Echols County",13101,1.9,78,"391 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
