------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Georgia by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Pulaski County",13235,22.4,547,"2285 of 3139"
"Taylor County",13269,22.4,503,"2285 of 3139"
"Camden County",13039,22.5,2173,"2296 of 3139"
"Clinch County",13065,22.6,479,"2311 of 3139"
"Lanier County",13173,22.6,708,"2311 of 3139"
"Thomas County",13275,22.7,2580,"2322 of 3139"
"Decatur County",13087,22.8,1788,"2337 of 3139"
"Hancock County",13141,22.8,471,"2337 of 3139"
"Mitchell County",13205,22.8,1426,"2337 of 3139"
"Schley County",13249,22.8,294,"2337 of 3139"
"Glascock County",13125,22.9,163,"2348 of 3139"
"Heard County",13149,22.9,619,"2348 of 3139"
"Quitman County",13239,22.9,137,"2348 of 3139"
"Clarke County",13059,23.0,9618,"2360 of 3139"
"Butts County",13035,23.1,1158,"2373 of 3139"
"Screven County",13251,23.2,867,"2384 of 3139"
"Talbot County",13263,23.2,321,"2384 of 3139"
"Walton County",13297,23.3,3750,"2398 of 3139"
"Walker County",13295,23.4,3516,"2406 of 3139"
"Charlton County",13049,23.5,589,"2418 of 3139"
"Evans County",13109,23.5,730,"2418 of 3139"
"Newton County",13217,23.5,5375,"2418 of 3139"
"Dodge County",13091,23.6,1228,"2427 of 3139"
"Elbert County",13105,23.6,1129,"2427 of 3139"
"Jones County",13169,23.6,1113,"2427 of 3139"
"Worth County",13321,23.9,1196,"2457 of 3139"
"Calhoun County",13037,24.1,367,"2476 of 3139"
"Turner County",13287,24.1,571,"2476 of 3139"
"Chattooga County",13055,24.3,1491,"2495 of 3139"
"Cook County",13075,24.3,1273,"2495 of 3139"
"Stewart County",13259,24.3,322,"2495 of 3139"
"Bulloch County",13031,24.4,5686,"2504 of 3139"
"Lincoln County",13181,24.4,406,"2504 of 3139"
"Marion County",13197,24.4,543,"2504 of 3139"
"Wilkes County",13317,24.4,618,"2504 of 3139"
"Brantley County",13025,24.5,1290,"2514 of 3139"
"Macon County",13193,24.5,894,"2514 of 3139"
"Carroll County",13045,24.7,6576,"2534 of 3139"
"Pierce County",13229,24.7,1089,"2534 of 3139"
"Tift County",13277,24.7,2859,"2534 of 3139"
"Dade County",13083,24.8,719,"2541 of 3139"
"Houston County",13153,24.8,7458,"2541 of 3139"
"Jeff Davis County",13161,24.8,1113,"2541 of 3139"
"Lowndes County",13185,24.8,7816,"2541 of 3139"
"Taliaferro County",13265,24.8,113,"2541 of 3139"
"Wilcox County",13315,24.8,459,"2541 of 3139"
"Douglas County",13097,25.0,7071,"2556 of 3139"
"Toombs County",13279,25.0,1990,"2556 of 3139"
"Henry County",13151,25.2,9161,"2579 of 3139"
"Crawford County",13079,25.3,675,"2589 of 3139"
"Clayton County",13063,25.6,22222,"2606 of 3139"
"Webster County",13307,25.8,152,"2616 of 3139"
"Monroe County",13207,25.9,1104,"2625 of 3139"
"Twiggs County",13289,25.9,535,"2625 of 3139"
"Chatham County",13051,26.0,15211,"2632 of 3139"
"Fulton County",13121,26.0,48683,"2632 of 3139"
"Lee County",13177,26.0,1107,"2632 of 3139"
"Bryan County",13029,26.1,1443,"2641 of 3139"
"McIntosh County",13191,26.1,722,"2641 of 3139"
"Rockdale County",13247,26.1,5192,"2641 of 3139"
"Montgomery County",13209,26.3,514,"2657 of 3139"
"Jasper County",13159,26.5,848,"2675 of 3139"
"Pike County",13231,26.5,734,"2675 of 3139"
"Coffee County",13069,26.6,3150,"2683 of 3139"
"Fannin County",13111,26.6,1354,"2683 of 3139"
"Long County",13183,26.6,1406,"2683 of 3139"
"Tattnall County",13267,26.6,1637,"2683 of 3139"
"White County",13311,26.6,1527,"2683 of 3139"
"Brooks County",13027,26.9,1150,"2708 of 3139"
"Candler County",13043,26.9,868,"2708 of 3139"
"Effingham County",13103,26.9,2389,"2708 of 3139"
"Franklin County",13119,27.0,1533,"2719 of 3139"
"Floyd County",13115,27.2,6018,"2741 of 3139"
"Hart County",13147,27.2,1615,"2741 of 3139"
"Morgan County",13211,27.2,814,"2741 of 3139"
"Polk County",13233,27.2,3001,"2741 of 3139"
"Appling County",13001,27.3,1297,"2751 of 3139"
"Berrien County",13019,27.3,1481,"2751 of 3139"
"DeKalb County",13089,27.3,43407,"2751 of 3139"
"Coweta County",13077,27.4,5446,"2762 of 3139"
"Harris County",13145,27.4,982,"2762 of 3139"
"Glynn County",13127,27.5,4821,"2770 of 3139"
"Dooly County",13093,27.7,876,"2785 of 3139"
"Paulding County",13223,27.7,6130,"2785 of 3139"
"Peach County",13225,27.7,1797,"2785 of 3139"
"Bacon County",13005,27.9,845,"2793 of 3139"
"Grady County",13131,28.4,2080,"2815 of 3139"
"Bartow County",13015,28.6,5917,"2824 of 3139"
"Barrow County",13013,28.7,4306,"2828 of 3139"
"Madison County",13195,28.8,1865,"2830 of 3139"
"Jackson County",13157,28.9,3145,"2837 of 3139"
"Towns County",13281,29.1,466,"2846 of 3139"
"Atkinson County",13003,29.2,831,"2851 of 3139"
"Baker County",13007,29.2,242,"2851 of 3139"
"Oglethorpe County",13221,29.3,857,"2861 of 3139"
"Murray County",13213,29.4,3034,"2868 of 3139"
"Columbia County",13073,29.7,4623,"2878 of 3139"
"Banks County",13011,29.8,1131,"2885 of 3139"
"Pickens County",13227,29.9,1403,"2891 of 3139"
"Union County",13291,29.9,1159,"2891 of 3139"
"Colquitt County",13071,30.0,4362,"2897 of 3139"
"Putnam County",13237,30.1,1337,"2905 of 3139"
"Habersham County",13137,31.4,2649,"2953 of 3139"
"Cobb County",13067,31.5,32723,"2956 of 3139"
"Cherokee County",13057,31.8,8721,"2964 of 3139"
"Lumpkin County",13187,32.3,2019,"2981 of 3139"
"Gordon County",13129,32.5,4383,"2987 of 3139"
"Whitfield County",13313,32.5,8566,"2987 of 3139"
"Dawson County",13085,33.1,1128,"3007 of 3139"
"Rabun County",13241,33.5,1154,"3021 of 3139"
"Greene County",13133,33.6,1045,"3022 of 3139"
"Fayette County",13113,34.2,3088,"3041 of 3139"
"Gilmer County",13123,34.3,2269,"3044 of 3139"
"Gwinnett County",13135,34.7,54433,"3057 of 3139"
"Hall County",13139,35.0,13709,"3064 of 3139"
"Oconee County",13219,36.1,1121,"3084 of 3139"
"Echols County",13101,36.5,451,"3088 of 3139"
"Forsyth County",13117,43.7,6656,"3129 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
