------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Georgia by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"Gilmer County",13123,3.4,394,"2710 of 3140"
"Rockdale County",13247,3.7,1093,"2735 of 3140"
"Grady County",13131,3.7,333,"2736 of 3140"
"Clarke County",13059,3.7,1701,"2738 of 3140"
"Cobb County",13067,3.8,10489,"2758 of 3140"
"Jeff Davis County",13161,3.9,201,"2762 of 3140"
"Gordon County",13129,4.5,893,"2820 of 3140"
"Clayton County",13063,5.2,4738,"2876 of 3140"
"DeKalb County",13089,5.2,14219,"2877 of 3140"
"Evans County",13109,6.1,247,"2923 of 3140"
"Hall County",13139,6.1,3880,"2926 of 3140"
"Colquitt County",13071,6.9,1083,"2968 of 3140"
"Atkinson County",13003,8.1,231,"3013 of 3140"
"Whitfield County",13313,8.3,2934,"3014 of 3140"
"Gwinnett County",13135,8.5,24069,"3019 of 3140"
"Echols County",13101,9.3,139,"3042 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
