------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Baca County(6)",08009,Yes,* ,*, *,3 or fewer,*
"Bent County(6)",08011,Yes,* ,*, *,3 or fewer,*
"Cheyenne County(6)",08017,Yes,* ,*, *,3 or fewer,*
"Clear Creek County(6)",08019,Yes,* ,*, *,3 or fewer,*
"Conejos County(6)",08021,Yes,* ,*, *,3 or fewer,*
"Costilla County(6)",08023,Yes,* ,*, *,3 or fewer,*
"Crowley County(6)",08025,Yes,* ,*, *,3 or fewer,*
"Custer County(6)",08027,Yes,* ,*, *,3 or fewer,*
"Dolores County(6)",08033,Yes,* ,*, *,3 or fewer,*
"Gilpin County(6)",08047,Yes,* ,*, *,3 or fewer,*
"Hinsdale County(6)",08053,Yes,* ,*, *,3 or fewer,*
"Huerfano County(6)",08055,Yes,* ,*, *,3 or fewer,*
"Jackson County(6)",08057,Yes,* ,*, *,3 or fewer,*
"Kiowa County(6)",08061,Yes,* ,*, *,3 or fewer,*
"Kit Carson County(6)",08063,Yes,* ,*, *,3 or fewer,*
"Lake County(6)",08065,Yes,* ,*, *,3 or fewer,*
"Lincoln County(6)",08073,Yes,* ,*, *,3 or fewer,*
"Mineral County(6)",08079,Yes,* ,*, *,3 or fewer,*
"Moffat County(6)",08081,Yes,* ,*, *,3 or fewer,*
"Ouray County(6)",08091,Yes,* ,*, *,3 or fewer,*
"Phillips County(6)",08095,Yes,* ,*, *,3 or fewer,*
"Rio Blanco County(6)",08103,Yes,* ,*, *,3 or fewer,*
"Saguache County(6)",08109,Yes,* ,*, *,3 or fewer,*
"San Juan County(6)",08111,Yes,* ,*, *,3 or fewer,*
"San Miguel County(6)",08113,Yes,* ,*, *,3 or fewer,*
"Sedgwick County(6)",08115,Yes,* ,*, *,3 or fewer,*
"Washington County(6)",08121,Yes,* ,*, *,3 or fewer,*
"Yuma County(6)",08125,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
