------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=080&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '080', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=080&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Thyroid (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Livingston Parish(7,8)",22063,***,14.4 ,11.7, 17.6,20,stable,3.7 ,-0.5, 8.0
"St. Mary Parish(7,8)",22101,***,14.1 ,9.8, 19.6,8,stable,2.9 ,-0.1, 6.0
"Ascension Parish(7,8)",22005,***,14.1 ,11.2, 17.4,17,rising,6.7 ,3.5, 10.0
"St. James Parish(7)",22093,***,14 ,8, 22.9,3,*,*,*,*
"Jefferson Parish(7,8)",22051,***,14 ,12.5, 15.6,66,rising,5.8 ,4.1, 7.6
"East Baton Rouge Parish(7,8)",22033,***,13.6 ,12.1, 15.3,61,rising,11.3 ,8.8, 14.0
"St. John the Baptist Parish(7,8)",22095,***,13.6 ,9, 19.7,6,rising,7.6 ,2.4, 13.1
"Natchitoches Parish(7)",22069,***,13.6 ,8.9, 19.8,6,*,*,*,*
"Caddo Parish(7,8)",22017,***,13.4 ,11.5, 15.6,36,rising,6.7 ,3.8, 9.7
"Evangeline Parish(7,8)",22039,***,13.4 ,8.4, 20.3,5,stable,4.7 ,-0.3, 9.9
"Franklin Parish(7)",22041,***,13.3 ,7.3, 22.2,3,*,*,*,*
"Lincoln Parish(7)",22061,***,13.2 ,8.6, 19.4,6,*,*,*,*
"St. Charles Parish(7,8)",22089,***,12.5 ,8.7, 17.5,8,stable,1.6 ,-3.8, 7.3
"De Soto Parish(7,8)",22031,***,12.5 ,7.6, 19.6,4,stable,4.0 ,-1.3, 9.6
"Grant Parish(7,8)",22043,***,12.2 ,6.9, 20.3,3,stable,0.9 ,-4.9, 7.1
"Iberia Parish(7,8)",22045,***,12.1 ,8.8, 16.4,9,stable,-1.7 ,-5.4, 2.2
"Tangipahoa Parish(7,8)",22105,***,11.4 ,8.9, 14.4,15,stable,-6.7 ,-16.0, 3.6
"Iberville Parish(7)",22047,***,10.1 ,6, 15.9,4,*,*,*,*
"Orleans Parish(7,8)",22071,***,9.7 ,8.3, 11.2,38,rising,4.4 ,2.3, 6.7
"Washington Parish(7,8)",22117,***,9.1 ,5.6, 14,5,stable,-3.9 ,-9.1, 1.6
"Allen Parish(7)",22003,***,* ,*, *,3 or fewer,*,*,*,*
"Assumption Parish(7)",22007,***,* ,*, *,3 or fewer,*,*,*,*
"Bienville Parish(7)",22013,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"Catahoula Parish(7)",22025,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne Parish(7)",22027,***,* ,*, *,3 or fewer,*,*,*,*
"Concordia Parish(7)",22029,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"East Feliciana Parish(7)",22037,***,* ,*, *,3 or fewer,*,*,*,*
"La Salle Parish(7)",22059,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Morehouse Parish(7)",22067,***,* ,*, *,3 or fewer,*,*,*,*
"Pointe Coupee Parish(7)",22077,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish(7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish(7)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
