------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_000.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Terrebonne Parish(7,8)",22109,***,511.3 ,493, 530.3,610,rising,0.7 ,0.2, 1.1
"Vernon Parish(7,8)",22115,***,506.7 ,477.3, 537.4,230,stable,0.8 ,-0.1, 1.7
"St. Martin Parish(7,8)",22099,***,504.8 ,479, 531.7,303,stable,-0.1 ,-1.0, 0.8
"Vermilion Parish(7,8)",22113,***,502.7 ,478.5, 527.7,337,stable,-0.3 ,-1.1, 0.6
"Caldwell Parish(7,8)",22021,***,501.4 ,446.9, 561.1,64,stable,-0.5 ,-2.1, 1.0
"St. Tammany Parish(7,8)",22103,***,500.8 ,489, 512.8,1457,falling,-0.5 ,-1.0, -0.1
"Acadia Parish(7,8)",22001,***,500.3 ,476.5, 525,346,stable,-0.2 ,-0.6, 0.3
"St. Mary Parish(7,8)",22101,***,498.4 ,473.2, 524.6,306,stable,0.0 ,-0.7, 0.6
"Webster Parish(7,8)",22119,***,497.3 ,470.3, 525.5,268,falling,-0.9 ,-1.3, -0.4
"Lafayette Parish(7,8)",22055,***,495 ,482, 508.2,1158,stable,-0.5 ,-1.0, 0.0
"Franklin Parish(7,8)",22041,***,494.7 ,456.1, 535.8,128,stable,0.4 ,-0.7, 1.5
"St. Bernard Parish(7,8)",22087,***,492.9 ,461.5, 525.8,199,stable,-0.3 ,-1.0, 0.4
"St. James Parish(7,8)",22093,***,492.6 ,453.7, 534,127,stable,0.6 ,-0.5, 1.7
"Evangeline Parish(7,8)",22039,***,492.3 ,460.7, 525.6,187,stable,-0.2 ,-1.0, 0.6
"Allen Parish(7,8)",22003,***,492.1 ,456, 530.3,141,stable,0.6 ,-0.5, 1.8
"Washington Parish(7,8)",22117,***,491.1 ,465.3, 518.1,288,stable,-0.9 ,-1.7, 0.0
"Ouachita Parish(7,8)",22073,***,490.4 ,475.3, 505.8,825,stable,-0.2 ,-0.7, 0.3
"Jefferson Davis Parish(7,8)",22053,***,489.9 ,457.9, 523.6,182,stable,-0.4 ,-1.3, 0.5
"LaFourche Parish(7,8)",22057,***,488.1 ,469.5, 507.2,536,rising,1.1 ,0.4, 1.7
"Assumption Parish(7,8)",22007,***,486.9 ,450.1, 526.1,137,stable,-0.7 ,-1.7, 0.4
"Iberia Parish(7,8)",22045,***,485.4 ,463.6, 507.9,391,falling,-1.4 ,-2.3, -0.4
"St. Helena Parish(7,8)",22091,***,483.9 ,430.6, 542.3,66,stable,0.7 ,-0.9, 2.3
"West Carroll Parish(7,8)",22123,***,483.5 ,433.6, 538,72,stable,-0.5 ,-2.6, 1.6
"Calcasieu Parish(7,8)",22019,***,482.7 ,469.5, 496.2,1060,falling,-0.7 ,-1.1, -0.3
"Jefferson Parish(7,8)",22051,***,481 ,472.4, 489.6,2538,stable,-0.1 ,-0.4, 0.3
"Winn Parish(7,8)",22127,***,479.7 ,435.3, 527.7,90,stable,-1.0 ,-2.5, 0.5
"Rapides Parish(7,8)",22079,***,479.4 ,463.8, 495.5,735,stable,-0.3 ,-0.9, 0.2
"Caddo Parish(7,8)",22017,***,479.1 ,467.7, 490.7,1418,falling,-0.7 ,-1.1, -0.2
"East Baton Rouge Parish(7,8)",22033,***,476.6 ,467.5, 485.9,2182,stable,-0.4 ,-0.9, 0.0
"Cameron Parish(7,8)",22023,***,476.2 ,409.2, 551.5,39,stable,-1.4 ,-2.8, 0.0
"Ascension Parish(7,8)",22005,***,470.3 ,451.8, 489.5,525,falling,-0.9 ,-1.3, -0.5
"Livingston Parish(7,8)",22063,***,470.1 ,453.4, 487.1,641,falling,-0.8 ,-1.3, -0.3
"Pointe Coupee Parish(7,8)",22077,***,469.6 ,433.8, 507.7,140,falling,-2.7 ,-4.8, -0.6
"Plaquemines Parish(7,8)",22075,***,467.9 ,429.5, 508.8,114,stable,-0.3 ,-1.4, 0.9
"Richland Parish(7,8)",22083,***,466.2 ,428, 506.9,116,stable,-0.5 ,-1.7, 0.7
"St. John the Baptist Parish(7,8)",22095,***,465.4 ,437.3, 494.9,220,falling,-0.8 ,-1.4, -0.1
"West Feliciana Parish(7,8)",22125,***,465.2 ,420.6, 513.5,88,stable,0.4 ,-1.2, 2.0
"La Salle Parish(7,8)",22059,***,463.8 ,419.6, 511.5,83,stable,-0.8 ,-1.7, 0.0
"Natchitoches Parish(7,8)",22069,***,462.8 ,433.9, 493.2,202,stable,0.0 ,-0.8, 0.9
"Claiborne Parish(7,8)",22027,***,462.4 ,421.8, 506.2,99,stable,-1.6 ,-4.9, 1.7
"Tangipahoa Parish(7,8)",22105,***,462.2 ,445.7, 479.3,624,stable,-0.5 ,-1.2, 0.1
"St. Charles Parish(7,8)",22089,***,462 ,436.2, 489,256,stable,-0.7 ,-1.5, 0.0
"Bossier Parish(7,8)",22015,***,461.8 ,445.3, 478.8,603,falling,-0.9 ,-1.5, -0.4
"Avoyelles Parish(7,8)",22009,***,461.3 ,434.4, 489.5,229,stable,-0.4 ,-1.3, 0.5
"Sabine Parish(7,8)",22085,***,460.6 ,426.9, 496.3,150,stable,-0.9 ,-1.8, 0.0
"Jackson Parish(7,8)",22049,***,458.6 ,417.2, 503.1,97,stable,-0.6 ,-1.9, 0.7
"Concordia Parish(7,8)",22029,***,457.4 ,419.5, 498,113,stable,-4.6 ,-10.6, 1.8
"Beauregard Parish(7,8)",22011,***,454.4 ,425.3, 484.9,190,stable,-0.5 ,-1.4, 0.4
"Orleans Parish(7,8)",22071,***,448.1 ,438.7, 457.7,1852,falling,-1.9 ,-3.1, -0.7
"Union Parish(7,8)",22111,***,445.3 ,411, 481.8,136,stable,-0.8 ,-1.5, 0.0
"Red River Parish(7,8)",22081,***,437.5 ,383.6, 497.4,50,stable,-0.4 ,-1.8, 1.1
"Grant Parish(7,8)",22043,***,437.4 ,400.9, 476.6,109,stable,-0.9 ,-2.0, 0.3
"Madison Parish(7,8)",22065,***,432 ,381.2, 487.8,54,stable,0.0 ,-2.5, 2.5
"Lincoln Parish(7,8)",22061,***,405.1 ,378.4, 433.2,181,stable,-0.4 ,-1.5, 0.7
"Tensas Parish(7,8)",22107,***,352.6 ,292, 423.7,26,falling,-4.7 ,-7.3, -2.0

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
