------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=009&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '009', 'type': 'incd', 'file_name': 'incidencerates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=009&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <50"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Union Parish(7,8)",22111,***,114.5 ,89.4, 144.3,14,stable,0.7 ,-2.9, 4.4
"Concordia Parish(7,8)",22029,***,114.2 ,88.6, 144.8,14,rising,4.1 ,1.1, 7.1
"Winn Parish(7,8)",22127,***,113.4 ,84.6, 149,10,stable,-0.2 ,-3.4, 3.1
"East Feliciana Parish(7,8)",22037,***,113.3 ,88.3, 143.2,14,stable,2.6 ,-0.1, 5.5
"Vermilion Parish(7,8)",22113,***,112.8 ,97.8, 129.3,41,stable,0.4 ,-0.9, 1.8
"West Carroll Parish(7,8)",22123,***,111.1 ,78.1, 153,7,stable,1.6 ,-2.4, 5.7
"LaFourche Parish(7,8)",22057,***,110.9 ,99.4, 123.3,69,rising,2.3 ,1.0, 3.7
"Assumption Parish(7,8)",22007,***,110.6 ,87.4, 138.1,16,stable,-0.2 ,-2.7, 2.3
"Caddo Parish(7,8)",22017,***,109.7 ,102.2, 117.5,163,rising,1.2 ,0.4, 2.0
"East Carroll Parish(7,8)",22035,***,109.3 ,70.3, 161.5,5,stable,1.1 ,-3.4, 5.9
"Tangipahoa Parish(7,8)",22105,***,109 ,98.7, 120.1,83,stable,0.5 ,-0.9, 1.9
"Evangeline Parish(7,8)",22039,***,108.7 ,89.1, 131.2,22,rising,1.7 ,0.1, 3.4
"Avoyelles Parish(7,8)",22009,***,108.5 ,91.2, 128.1,28,rising,2.7 ,0.2, 5.2
"St. John the Baptist Parish(7,8)",22095,***,107.9 ,91.1, 126.9,29,stable,0.7 ,-0.8, 2.3
"St. Mary Parish(7,8)",22101,***,107.8 ,92.1, 125.4,34,stable,0.0 ,-1.9, 1.8
"Calcasieu Parish(7,8)",22019,***,107.6 ,99.4, 116.3,129,falling,-2.9 ,-4.5, -1.3
"Sabine Parish(7,8)",22085,***,107.4 ,84.3, 134.8,15,stable,0.1 ,-2.2, 2.6
"Plaquemines Parish(7,8)",22075,***,107.2 ,85.1, 133.1,16,stable,0.1 ,-2.2, 2.4
"East Baton Rouge Parish(7,8)",22033,***,107.1 ,101.5, 112.9,283,stable,0.8 ,0.0, 1.6
"St. Martin Parish(7,8)",22099,***,106.5 ,91.4, 123.4,36,stable,1.5 ,-0.1, 3.2
"Claiborne Parish(7,8)",22027,***,105.7 ,79.7, 137.7,11,stable,5.0 ,-2.4, 13.0
"Webster Parish(7,8)",22119,***,105.6 ,88, 125.7,26,stable,-1.1 ,-2.5, 0.3
"Livingston Parish(7,8)",22063,***,105.6 ,96.3, 115.5,96,stable,-0.6 ,-1.9, 0.8
"Bossier Parish(7,8)",22015,***,104.9 ,94.9, 115.6,83,stable,1.1 ,-0.6, 2.9
"Franklin Parish(7,8)",22041,***,104.6 ,79.7, 134.7,12,stable,0.9 ,-2.1, 3.9
"Vernon Parish(7,8)",22115,***,104.1 ,88.5, 121.4,34,stable,1.5 ,-0.9, 3.9
"Allen Parish(7,8)",22003,***,103.5 ,83.3, 127.3,18,rising,2.5 ,0.1, 5.0
"Lafayette Parish(7,8)",22055,***,103.2 ,96, 110.8,156,stable,-0.1 ,-1.3, 1.1
"Ouachita Parish(7,8)",22073,***,103.2 ,94.2, 112.8,98,stable,0.1 ,-1.1, 1.2
"Rapides Parish(7,8)",22079,***,103.2 ,93.3, 113.7,81,stable,0.7 ,-1.0, 2.3
"West Baton Rouge Parish(7,8)",22121,***,103.1 ,81.8, 128.1,17,stable,0.2 ,-2.5, 3.0
"Lincoln Parish(7,8)",22061,***,103 ,84.9, 123.6,24,rising,11.2 ,4.2, 18.7
"Jefferson Parish(7,8)",22051,***,101.8 ,96.4, 107.3,276,rising,0.8 ,0.2, 1.5
"Natchitoches Parish(7,8)",22069,***,98.2 ,79.7, 119.4,20,stable,1.9 ,0.0, 3.8
"Ascension Parish(7,8)",22005,***,98.1 ,88.7, 108.3,79,stable,0.6 ,-0.8, 2.1
"Beauregard Parish(7,8)",22011,***,96.9 ,79.7, 116.6,22,stable,1.2 ,-1.3, 3.8
"Orleans Parish(7,8)",22071,***,96.9 ,91.3, 102.7,236,stable,-3.9 ,-10.1, 2.6
"St. Charles Parish(7,8)",22089,***,96.5 ,82.3, 112.3,33,stable,-0.3 ,-1.8, 1.2
"Grant Parish(7,8)",22043,***,95.4 ,74.6, 120.2,15,stable,1.6 ,-1.1, 4.3
"St. Bernard Parish(7,8)",22087,***,93.9 ,78.3, 111.6,26,stable,-0.2 ,-1.2, 0.8
"Red River Parish(7)",22081,***,93 ,59.3, 138.5,5,*,*,*,*
"La Salle Parish(7)",22059,***,91.6 ,66.4, 123.1,9,*,*,*,*
"Caldwell Parish(7)",22021,***,90.3 ,59.9, 130.6,6,*,*,*,*
"West Feliciana Parish(7,8)",22125,***,84.2 ,62.1, 112.4,10,stable,2.1 ,-0.7, 5.0
"Madison Parish(7,8)",22065,***,73.7 ,48.4, 107.2,5,stable,2.4 ,-3.9, 9.0
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
