------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Delaware County",39041,0.4,760,"2309 of 3140"
"Butler County",39017,0.5,1729,"2447 of 3140"
"Ashland County",39005,0.5,254,"2474 of 3140"
"Montgomery County",39113,0.5,2611,"2495 of 3140"
"Wood County",39173,0.5,682,"2566 of 3140"
"Hamilton County",39061,0.5,4392,"2600 of 3140"
"Seneca County",39147,0.6,322,"2643 of 3140"
"Hancock County",39063,0.6,439,"2648 of 3140"
"Cuyahoga County",39035,0.6,7437,"2657 of 3140"
"Portage County",39133,0.7,1090,"2753 of 3140"
"Greene County",39057,0.7,1179,"2805 of 3140"
"Warren County",39165,0.7,1638,"2819 of 3140"
"Athens County",39009,0.7,487,"2826 of 3140"
"Franklin County",39049,0.8,10072,"2866 of 3140"
"Fayette County",39047,0.8,240,"2894 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
