------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Auglaize County",39011,72236.000000000,"601 of 3141"
"Putnam County",39137,72679.000000000,"575 of 3141"
"Licking County",39089,72942.000000000,"558 of 3141"
"Lake County",39085,75556.000000000,"444 of 3141"
"Fairfield County",39045,76051.000000000,"422 of 3141"
"Wood County",39173,76876.000000000,"396 of 3141"
"Butler County",39017,76899.000000000,"394 of 3141"
"Clermont County",39025,76910.000000000,"393 of 3141"
"Greene County",39057,84568.000000000,"227 of 3141"
"Medina County",39103,86906.000000000,"196 of 3141"
"Union County",39159,90023.000000000,"166 of 3141"
"Geauga County",39055,90910.000000000,"151 of 3141"
"Warren County",39165,94857.000000000,"109 of 3141"
"Delaware County",39041,118152.000000000,"19 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
