------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Wyandot County",39175,51.6,11439,"1534 of 3141"
"Pike County",39131,51.6,14601,"1522 of 3141"
"Williams County",39171,51.6,19128,"1521 of 3141"
"Van Wert County",39161,51.7,14610,"1502 of 3141"
"Darke County",39037,51.8,26895,"1478 of 3141"
"Lawrence County",39087,51.8,31643,"1472 of 3141"
"Lorain County",39093,51.9,158550,"1449 of 3141"
"Miami County",39109,52.0,54125,"1431 of 3141"
"Stark County",39151,52.1,195140,"1392 of 3141"
"Brown County",39015,52.2,22853,"1379 of 3141"
"Medina County",39103,52.2,92039,"1377 of 3141"
"Sandusky County",39143,52.3,31120,"1362 of 3141"
"Champaign County",39021,52.3,20399,"1350 of 3141"
"Paulding County",39125,52.4,9921,"1337 of 3141"
"Vinton County",39163,52.6,6910,"1276 of 3141"
"Morrow County",39117,52.6,18380,"1267 of 3141"
"Preble County",39135,52.9,21845,"1206 of 3141"
"Ashtabula County",39007,53.0,52237,"1186 of 3141"
"Guernsey County",39059,53.0,20886,"1179 of 3141"
"Adams County",39001,53.2,14857,"1133 of 3141"
"Hocking County",39073,53.6,15294,"1042 of 3141"
"Crawford County",39033,53.8,22718,"994 of 3141"
"Washington County",39167,53.9,32786,"984 of 3141"
"Meigs County",39105,54.3,12619,"894 of 3141"
"Mahoning County",39099,54.3,126012,"888 of 3141"
"Lake County",39085,54.5,125242,"855 of 3141"
"Trumbull County",39155,54.7,111300,"810 of 3141"
"Columbiana County",39029,54.9,57467,"780 of 3141"
"Belmont County",39013,55.0,37907,"768 of 3141"
"Jefferson County",39081,55.1,37098,"758 of 3141"
"Erie County",39043,55.2,41598,"735 of 3141"
"Geauga County",39055,55.3,51921,"707 of 3141"
"Morgan County",39115,55.8,8244,"634 of 3141"
"Carroll County",39019,56.0,15593,"608 of 3141"
"Monroe County",39111,56.9,8099,"510 of 3141"
"Noble County",39121,57.0,8259,"493 of 3141"
"Harrison County",39067,57.1,8793,"470 of 3141"
"Ottawa County",39123,59.7,24359,"238 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
