------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'mob', 'demo': '00020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
"Mobility: Moved, different state (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Different State),Rank within US
"Carroll County",39019,1.1,317,"824 of 3140"
"Clinton County",39027,1.2,486,"864 of 3140"
"Stark County",39151,1.2,4359,"865 of 3140"
"Monroe County",39111,1.2,167,"876 of 3140"
"Fayette County",39047,1.2,351,"944 of 3140"
"Defiance County",39039,1.3,475,"954 of 3140"
"Lorain County",39093,1.3,3794,"955 of 3140"
"Brown County",39015,1.3,543,"956 of 3140"
"Champaign County",39021,1.3,492,"976 of 3140"
"Summit County",39153,1.3,6863,"989 of 3140"
"Ottawa County",39123,1.3,530,"1023 of 3140"
"Noble County",39121,1.3,189,"1028 of 3140"
"Jackson County",39079,1.3,434,"1059 of 3140"
"Logan County",39091,1.4,605,"1071 of 3140"
"Tuscarawas County",39157,1.4,1242,"1087 of 3140"
"Licking County",39089,1.4,2314,"1098 of 3140"
"Scioto County",39145,1.4,1057,"1122 of 3140"
"Clark County",39023,1.4,1934,"1192 of 3140"
"Union County",39159,1.5,815,"1268 of 3140"
"Harrison County",39067,1.5,232,"1284 of 3140"
"Meigs County",39105,1.5,354,"1304 of 3140"
"Cuyahoga County",39035,1.5,19200,"1310 of 3140"
"Huron County",39077,1.6,935,"1385 of 3140"
"Clermont County",39025,1.7,3414,"1498 of 3140"
"Seneca County",39147,1.7,940,"1506 of 3140"
"Mahoning County",39099,1.7,3999,"1543 of 3140"
"Fairfield County",39045,1.7,2611,"1546 of 3140"
"Van Wert County",39161,1.8,493,"1563 of 3140"
"Portage County",39133,1.8,2835,"1567 of 3140"
"Delaware County",39041,1.8,3437,"1599 of 3140"
"Erie County",39043,1.9,1399,"1672 of 3140"
"Lucas County",39095,1.9,8284,"1723 of 3140"
"Knox County",39083,2.0,1203,"1782 of 3140"
"Wood County",39173,2.0,2590,"1802 of 3140"
"Williams County",39171,2.0,749,"1825 of 3140"
"Allen County",39003,2.1,2138,"1853 of 3140"
"Montgomery County",39113,2.1,11002,"1868 of 3140"
"Hancock County",39063,2.1,1585,"1890 of 3140"
"Hardin County",39065,2.1,668,"1907 of 3140"
"Belmont County",39013,2.2,1503,"1955 of 3140"
"Columbiana County",39029,2.2,2278,"1962 of 3140"
"Butler County",39017,2.2,8221,"1973 of 3140"
"Franklin County",39049,2.3,28023,"1999 of 3140"
"Warren County",39165,2.3,5163,"2051 of 3140"
"Hamilton County",39061,2.4,19316,"2108 of 3140"
"Gallia County",39053,2.5,734,"2130 of 3140"
"Washington County",39167,2.5,1499,"2149 of 3140"
"Athens County",39009,3.0,1933,"2435 of 3140"
"Lawrence County",39087,3.5,2085,"2643 of 3140"
"Jefferson County",39081,3.5,2369,"2674 of 3140"
"Greene County",39057,4.0,6531,"2797 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, different state (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
