------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00024', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Asian / Pacific Islander
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (API),Rank within US
"Madison County",18095,0.5,692,"1799 of 3141"
"Parke County",18121,0.5,92,"1783 of 3141"
"Newton County",18111,0.6,84,"1673 of 3141"
"LaPorte County",18091,0.6,684,"1623 of 3141"
"Dubois County",18037,0.6,269,"1585 of 3141"
"Pulaski County",18131,0.6,81,"1585 of 3141"
"Miami County",18103,0.6,231,"1573 of 3141"
"Shelby County",18145,0.7,290,"1553 of 3141"
"Noble County",18113,0.7,312,"1549 of 3141"
"Morgan County",18109,0.7,475,"1502 of 3141"
"Clark County",18019,0.8,898,"1325 of 3141"
"Montgomery County",18107,0.8,302,"1313 of 3141"
"Sullivan County",18153,0.8,165,"1312 of 3141"
"Brown County",18013,0.8,119,"1308 of 3141"
"Hancock County",18059,0.8,580,"1297 of 3141"
"Jefferson County",18077,0.8,263,"1279 of 3141"
"Huntington County",18069,0.8,300,"1268 of 3141"
"Grant County",18053,0.9,578,"1231 of 3141"
"Knox County",18083,0.9,348,"1154 of 3141"
"Ripley County",18137,1.0,276,"1102 of 3141"
"Wayne County",18177,1.0,664,"1086 of 3141"
"Pike County",18125,1.0,127,"1054 of 3141"
"Putnam County",18133,1.0,390,"1033 of 3141"
"Kosciusko County",18085,1.1,831,"1016 of 3141"
"Floyd County",18043,1.1,837,"981 of 3141"
"Elkhart County",18039,1.1,2226,"978 of 3141"
"Howard County",18067,1.3,1074,"816 of 3141"
"Vanderburgh County",18163,1.4,2507,"784 of 3141"
"Lake County",18089,1.4,6907,"761 of 3141"
"Delaware County",18035,1.4,1678,"739 of 3141"
"Porter County",18127,1.5,2517,"709 of 3141"
"Decatur County",18031,1.6,419,"672 of 3141"
"Cass County",18017,1.7,646,"626 of 3141"
"Jackson County",18071,1.9,812,"582 of 3141"
"Vigo County",18167,1.9,2075,"563 of 3141"
"St. Joseph County",18141,2.3,6095,"471 of 3141"
"Warrick County",18173,2.5,1533,"430 of 3141"
"Hendricks County",18063,2.6,4046,"410 of 3141"
"Boone County",18011,2.6,1639,"402 of 3141"
"Johnson County",18081,2.8,4237,"359 of 3141"
"Marion County",18097,2.9,27598,"344 of 3141"
"Allen County",18003,3.6,13061,"268 of 3141"
"Hamilton County",18057,5.8,17942,"128 of 3141"
"Bartholomew County",18005,6.3,5130,"104 of 3141"
"Monroe County",18105,6.3,9170,"102 of 3141"
"Tippecanoe County",18157,8.0,14955,"67 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Asian / Pacific Islander, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
