------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Wayne County",18177,18.2,12163,"1399 of 3141"
"Steuben County",18151,18.2,6268,"1388 of 3141"
"Fulton County",18049,18.2,3694,"1381 of 3141"
"Orange County",18117,18.2,3576,"1374 of 3141"
"Crawford County",18025,18.3,1935,"1365 of 3141"
"Carroll County",18015,18.3,3659,"1351 of 3141"
"Greene County",18055,18.5,6003,"1289 of 3141"
"Lawrence County",18093,18.7,8541,"1233 of 3141"
"Vermillion County",18165,18.8,2936,"1207 of 3141"
"Fayette County",18041,18.8,4414,"1181 of 3141"
"White County",18181,18.9,4580,"1176 of 3141"
"Randolph County",18135,18.9,4762,"1161 of 3141"
"Pike County",18125,19.2,2398,"1068 of 3141"
"Fountain County",18045,19.3,3200,"1058 of 3141"
"Warren County",18171,19.3,1597,"1036 of 3141"
"Tipton County",18159,19.3,2955,"1033 of 3141"
"Wabash County",18169,19.5,6202,"992 of 3141"
"Ohio County",18115,20.1,1187,"839 of 3141"
"Blackford County",18009,20.1,2460,"824 of 3141"
"Brown County",18013,23.0,3447,"378 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
