------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00104', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_027.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Sex - Male
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Male),Rank within US
"Carroll County",18015,49.9,9980,"1868 of 3141"
"Tipton County",18159,49.9,7632,"1868 of 3141"
"Whitley County",18183,49.9,16716,"1874 of 3141"
"Jackson County",18071,49.9,21861,"1883 of 3141"
"Dearborn County",18029,50.0,24774,"1930 of 3141"
"Madison County",18095,50.0,64805,"1934 of 3141"
"Franklin County",18047,50.0,11415,"1937 of 3141"
"Benton County",18007,50.1,4349,"2001 of 3141"
"Dubois County",18037,50.1,21223,"2005 of 3141"
"Newton County",18111,50.1,7041,"2019 of 3141"
"Gibson County",18051,50.1,16841,"2045 of 3141"
"Pike County",18125,50.2,6256,"2080 of 3141"
"Harrison County",18061,50.2,19790,"2081 of 3141"
"Noble County",18113,50.2,23797,"2100 of 3141"
"White County",18181,50.2,12185,"2103 of 3141"
"Ohio County",18115,50.2,2967,"2108 of 3141"
"Bartholomew County",18005,50.2,40688,"2126 of 3141"
"Jennings County",18079,50.2,13983,"2141 of 3141"
"Martin County",18101,50.4,5146,"2239 of 3141"
"Crawford County",18025,50.5,5355,"2336 of 3141"
"Pulaski County",18131,50.6,6458,"2372 of 3141"
"Spencer County",18147,50.6,10431,"2374 of 3141"
"Steuben County",18151,50.6,17441,"2375 of 3141"
"Union County",18161,50.6,3658,"2385 of 3141"
"Daviess County",18027,50.6,16600,"2396 of 3141"
"Owen County",18119,50.7,10629,"2442 of 3141"
"Vigo County",18167,50.7,54651,"2449 of 3141"
"Montgomery County",18107,50.8,19432,"2457 of 3141"
"LaGrange County",18087,50.8,19659,"2469 of 3141"
"Knox County",18083,51.0,19265,"2541 of 3141"
"Tippecanoe County",18157,51.0,94992,"2553 of 3141"
"LaPorte County",18091,51.6,57212,"2705 of 3141"
"Switzerland County",18155,51.8,5497,"2736 of 3141"
"Henry County",18065,51.9,25252,"2757 of 3141"
"Putnam County",18133,52.6,19747,"2862 of 3141"
"Miami County",18103,52.8,19016,"2877 of 3141"
"Perry County",18123,53.8,10336,"2965 of 3141"
"Sullivan County",18153,53.8,11235,"2966 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Male, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
