------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'work', 'demo': '00012', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Workforce: Unemployed
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Unemployed),Rank within US
"Decatur County",18031,4.8,654,"957 of 3141"
"Steuben County",18151,4.9,883,"998 of 3141"
"Clay County",18021,4.9,635,"1011 of 3141"
"Shelby County",18145,4.9,1148,"1025 of 3141"
"Bartholomew County",18005,5.0,2078,"1032 of 3141"
"Vermillion County",18165,5.1,345,"1079 of 3141"
"Putnam County",18133,5.1,874,"1084 of 3141"
"Floyd County",18043,5.1,2066,"1107 of 3141"
"Vanderburgh County",18163,5.2,4713,"1116 of 3141"
"Adams County",18001,5.2,817,"1127 of 3141"
"Lawrence County",18093,5.2,1125,"1133 of 3141"
"Carroll County",18015,5.2,519,"1134 of 3141"
"Tippecanoe County",18157,5.2,5041,"1144 of 3141"
"Jasper County",18073,5.2,842,"1148 of 3141"
"Clinton County",18023,5.2,843,"1163 of 3141"
"Franklin County",18047,5.3,615,"1181 of 3141"
"Daviess County",18027,5.4,812,"1244 of 3141"
"Knox County",18083,5.4,1057,"1260 of 3141"
"Wabash County",18169,5.5,883,"1303 of 3141"
"Scott County",18143,5.6,610,"1333 of 3141"
"Elkhart County",18039,5.6,5625,"1339 of 3141"
"Randolph County",18135,5.6,684,"1347 of 3141"
"Spencer County",18147,5.7,591,"1356 of 3141"
"Noble County",18113,5.7,1366,"1381 of 3141"
"Morgan County",18109,5.7,2016,"1384 of 3141"
"Ripley County",18137,5.7,829,"1393 of 3141"
"Clark County",18019,5.7,3412,"1397 of 3141"
"Porter County",18127,5.7,4843,"1400 of 3141"
"Dearborn County",18029,5.8,1514,"1438 of 3141"
"Sullivan County",18153,5.9,505,"1480 of 3141"
"Brown County",18013,5.9,423,"1488 of 3141"
"Jennings County",18079,6.0,831,"1541 of 3141"
"Jay County",18075,6.1,604,"1592 of 3141"
"Jackson County",18071,6.2,1321,"1618 of 3141"
"Greene County",18055,6.2,944,"1650 of 3141"
"Monroe County",18105,6.3,4810,"1685 of 3141"
"Parke County",18121,6.3,451,"1686 of 3141"
"Fountain County",18045,6.3,493,"1696 of 3141"
"Owen County",18119,6.3,636,"1698 of 3141"
"Allen County",18003,6.3,11872,"1706 of 3141"
"St. Joseph County",18141,6.4,8633,"1758 of 3141"
"Cass County",18017,6.4,1179,"1768 of 3141"
"Howard County",18067,6.5,2542,"1787 of 3141"
"Wayne County",18177,6.5,2033,"1835 of 3141"
"Harrison County",18061,6.6,1249,"1856 of 3141"
"Switzerland County",18155,6.6,311,"1885 of 3141"
"Marshall County",18099,6.8,1548,"1945 of 3141"
"Blackford County",18009,6.8,384,"1970 of 3141"
"Madison County",18095,6.8,4092,"1976 of 3141"
"Pulaski County",18131,6.9,420,"2011 of 3141"
"Jefferson County",18077,6.9,1079,"2025 of 3141"
"Henry County",18065,7.0,1513,"2062 of 3141"
"Washington County",18175,7.0,906,"2068 of 3141"
"Newton County",18111,7.1,480,"2076 of 3141"
"Fayette County",18041,7.5,791,"2249 of 3141"
"Starke County",18149,7.6,795,"2251 of 3141"
"Grant County",18053,7.6,2418,"2269 of 3141"
"Miami County",18103,7.8,1295,"2352 of 3141"
"Vigo County",18167,7.9,4064,"2384 of 3141"
"Delaware County",18035,7.9,4574,"2398 of 3141"
"LaPorte County",18091,8.0,4084,"2411 of 3141"
"Marion County",18097,8.0,39246,"2429 of 3141"
"Lake County",18089,8.5,20164,"2572 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Workforce: Unemployed, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#workforce."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
