------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Putnam County(6)",12107,Yes,38.1 ,29.9, 47.8,18,29.1
"Santa Rosa County(6)",12113,Yes,37.9 ,32.5, 44,36,31.8
"Charlotte County(6)",12015,Yes,36.9 ,31, 43.6,47,25.9
"Suwannee County(6)",12121,Yes,36.3 ,26, 49.5,10,28.4
"Gulf County(6)",12045,Yes,35.8 ,18.9, 62.6,3,32.7
"Indian River County(6)",12061,Yes,35.8 ,30.4, 41.9,43,29.2
"Citrus County(6)",12017,Yes,35.7 ,30.3, 42,46,30.7
"Jackson County(6)",12063,Yes,35.7 ,25.7, 48.5,10,41.4
"Sumter County(6)",12119,Yes,35.5 ,27.3, 45.9,38,25.0
"Bradford County(6)",12007,Yes,35.1 ,22.2, 52.9,5,29.5
"Leon County(6)",12073,Yes,34.7 ,30.4, 39.6,49,29.7
"Lee County(6)",12071,Yes,34.3 ,31.8, 37,172,29.1
"Levy County(6)",12075,Yes,34.3 ,24.9, 46.3,10,27.5
"Gadsden County(6)",12039,Yes,33.5 ,24.6, 44.7,10,32.9
"Hendry County(6)",12051,Yes,32.9 ,22.4, 46.7,6,37.2
"Walton County(6)",12131,Yes,32.4 ,24.6, 42.1,13,30.1
"Washington County(6)",12133,Yes,30.6 ,18.1, 48.7,4,34.5
"Collier County(6)",12021,Yes,29.9 ,26.5, 33.6,75,28.2
"DeSoto County(6)",12027,Yes,29.8 ,19.2, 44.3,6,29.8
"Wakulla County(6)",12129,Yes,28.2 ,17.7, 42.8,5,26.1
"Calhoun County(6)",12013,Yes,* ,*, *,3 or fewer,*
"Franklin County(6)",12037,Yes,* ,*, *,3 or fewer,*
"Glades County(6)",12043,Yes,* ,*, *,3 or fewer,*
"Holmes County(6)",12059,Yes,* ,*, *,3 or fewer,*
"Jefferson County(6)",12065,Yes,* ,*, *,3 or fewer,*
"Lafayette County(6)",12067,Yes,* ,*, *,3 or fewer,*
"Liberty County(6)",12077,Yes,* ,*, *,3 or fewer,*
"Madison County(6)",12079,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
