------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"Auglaize County",39011,0.4,71,"944 of 3140"
"Erie County",39043,0.4,123,"952 of 3140"
"Williams County",39171,0.4,60,"958 of 3140"
"Clermont County",39025,0.4,315,"1001 of 3140"
"Muskingum County",39119,0.4,146,"1020 of 3140"
"Jefferson County",39081,0.4,119,"1032 of 3140"
"Licking County",39089,0.4,281,"1042 of 3140"
"Washington County",39167,0.4,111,"1046 of 3140"
"Richland County",39139,0.5,224,"1078 of 3140"
"Harrison County",39067,0.5,29,"1081 of 3140"
"Logan County",39091,0.5,90,"1102 of 3140"
"Knox County",39083,0.5,114,"1115 of 3140"
"Ross County",39141,0.5,154,"1185 of 3140"
"Allen County",39003,0.5,218,"1188 of 3140"
"Madison County",39097,0.6,83,"1213 of 3140"
"Delaware County",39041,0.6,401,"1268 of 3140"
"Stark County",39151,0.6,931,"1300 of 3140"
"Crawford County",39033,0.6,110,"1302 of 3140"
"Putnam County",39137,0.6,83,"1322 of 3140"
"Union County",39159,0.7,126,"1364 of 3140"
"Trumbull County",39155,0.7,574,"1365 of 3140"
"Fairfield County",39045,0.7,368,"1368 of 3140"
"Gallia County",39053,0.7,78,"1381 of 3140"
"Seneca County",39147,0.7,158,"1454 of 3140"
"Paulding County",39125,0.7,56,"1459 of 3140"
"Sandusky County",39143,0.8,178,"1475 of 3140"
"Huron County",39077,0.8,178,"1511 of 3140"
"Ashtabula County",39007,0.8,302,"1519 of 3140"
"Clark County",39023,0.8,464,"1584 of 3140"
"Defiance County",39039,0.9,131,"1593 of 3140"
"Fulton County",39051,0.9,144,"1608 of 3140"
"Marion County",39101,0.9,227,"1646 of 3140"
"Shelby County",39149,1.0,178,"1680 of 3140"
"Fayette County",39047,1.0,117,"1716 of 3140"
"Tuscarawas County",39157,1.0,376,"1750 of 3140"
"Wyandot County",39175,1.1,97,"1773 of 3140"
"Warren County",39165,1.1,909,"1825 of 3140"
"Summit County",39153,1.1,2538,"1832 of 3140"
"Greene County",39057,1.2,745,"1841 of 3140"
"Mahoning County",39099,1.2,1132,"1844 of 3140"
"Portage County",39133,1.2,728,"1863 of 3140"
"Hancock County",39063,1.2,379,"1873 of 3140"
"Lucas County",39095,1.2,2126,"1879 of 3140"
"Montgomery County",39113,1.2,2660,"1883 of 3140"
"Athens County",39009,1.2,272,"1891 of 3140"
"Wood County",39173,1.2,608,"1894 of 3140"
"Lake County",39085,1.3,1192,"1921 of 3140"
"Geauga County",39055,1.3,446,"1936 of 3140"
"Coshocton County",39031,1.3,191,"1980 of 3140"
"Hamilton County",39061,1.5,4970,"2061 of 3140"
"Lorain County",39093,1.7,2060,"2224 of 3140"
"Butler County",39017,1.7,2370,"2225 of 3140"
"Ashland County",39005,1.9,393,"2296 of 3140"
"Wayne County",39169,2.0,867,"2323 of 3140"
"Cuyahoga County",39035,2.8,15058,"2591 of 3140"
"Franklin County",39049,3.0,14768,"2629 of 3140"
"Holmes County",39075,11.1,1388,"3075 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
