------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"Clinton County",39027,98.4,41205,"2614 of 3141"
"Union County",39159,98.4,53829,"2623 of 3141"
"Columbiana County",39029,98.4,102950,"2632 of 3141"
"Miami County",39109,98.4,102456,"2636 of 3141"
"Hardin County",39065,98.4,31084,"2639 of 3141"
"Auglaize County",39011,98.4,45066,"2641 of 3141"
"Crawford County",39033,98.5,41580,"2655 of 3141"
"Champaign County",39021,98.5,38419,"2679 of 3141"
"Shelby County",39149,98.5,48173,"2689 of 3141"
"Darke County",39037,98.5,51157,"2705 of 3141"
"Logan County",39091,98.5,44664,"2713 of 3141"
"Knox County",39083,98.6,60071,"2729 of 3141"
"Morrow County",39117,98.6,34445,"2750 of 3141"
"Geauga County",39055,98.6,92616,"2770 of 3141"
"Pickaway County",39129,98.7,56306,"2776 of 3141"
"Jefferson County",39081,98.7,66446,"2777 of 3141"
"Gallia County",39053,98.7,29806,"2794 of 3141"
"Scioto County",39145,98.7,75892,"2820 of 3141"
"Carroll County",39019,98.7,27474,"2831 of 3141"
"Ashland County",39005,98.7,52628,"2833 of 3141"
"Ross County",39141,98.8,76219,"2872 of 3141"
"Guernsey County",39059,98.9,38973,"2889 of 3141"
"Washington County",39167,99.0,60245,"2922 of 3141"
"Muskingum County",39119,99.0,85052,"2923 of 3141"
"Jackson County",39079,99.0,32293,"2926 of 3141"
"Coshocton County",39031,99.0,36241,"2936 of 3141"
"Pike County",39131,99.0,28012,"2937 of 3141"
"Adams County",39001,99.0,27659,"2946 of 3141"
"Highland County",39071,99.1,42625,"2948 of 3141"
"Lawrence County",39087,99.1,60492,"2956 of 3141"
"Harrison County",39067,99.1,15259,"2960 of 3141"
"Holmes County",39075,99.1,43416,"2962 of 3141"
"Belmont County",39013,99.1,68279,"2967 of 3141"
"Brown County",39015,99.1,43415,"2969 of 3141"
"Morgan County",39115,99.1,14644,"2970 of 3141"
"Perry County",39127,99.2,35694,"2993 of 3141"
"Noble County",39121,99.2,14383,"2999 of 3141"
"Preble County",39135,99.2,41010,"3002 of 3141"
"Meigs County",39105,99.4,23088,"3037 of 3141"
"Hocking County",39073,99.4,28381,"3046 of 3141"
"Vinton County",39163,99.5,13073,"3060 of 3141"
"Monroe County",39111,99.5,14165,"3061 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Non-Hispanic (Origin Recode), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
