------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Ashtabula County",39007,24.6,24235,"1138 of 3141"
"Brown County",39015,24.6,10765,"1142 of 3141"
"Sandusky County",39143,24.7,14682,"1167 of 3141"
"Noble County",39121,24.7,3576,"1177 of 3141"
"Fayette County",39047,24.7,7081,"1195 of 3141"
"Lake County",39085,24.7,56771,"1198 of 3141"
"Vinton County",39163,24.7,3252,"1208 of 3141"
"Champaign County",39021,24.8,9657,"1217 of 3141"
"Van Wert County",39161,24.8,7006,"1236 of 3141"
"Miami County",39109,24.9,25888,"1261 of 3141"
"Pike County",39131,24.9,7047,"1281 of 3141"
"Wyandot County",39175,25.0,5544,"1308 of 3141"
"Putnam County",39137,25.0,8511,"1319 of 3141"
"Coshocton County",39031,25.0,9154,"1325 of 3141"
"Delaware County",39041,25.1,48373,"1339 of 3141"
"Henry County",39069,25.1,6883,"1340 of 3141"
"Logan County",39091,25.1,11363,"1343 of 3141"
"Shelby County",39149,25.1,12265,"1347 of 3141"
"Mahoning County",39099,25.2,58542,"1396 of 3141"
"Fulton County",39051,25.4,10741,"1448 of 3141"
"Highland County",39071,25.4,10937,"1453 of 3141"
"Jefferson County",39081,25.4,17122,"1457 of 3141"
"Warren County",39165,25.4,56957,"1465 of 3141"
"Lorain County",39093,25.4,77718,"1471 of 3141"
"Williams County",39171,25.5,9438,"1481 of 3141"
"Jackson County",39079,25.8,8409,"1583 of 3141"
"Gallia County",39053,25.8,7786,"1584 of 3141"
"Belmont County",39013,25.8,17765,"1586 of 3141"
"Lawrence County",39087,25.8,15759,"1594 of 3141"
"Tuscarawas County",39157,25.9,23960,"1620 of 3141"
"Clark County",39023,26.0,35169,"1644 of 3141"
"Stark County",39151,26.0,97301,"1655 of 3141"
"Clermont County",39025,26.2,52909,"1704 of 3141"
"Perry County",39127,26.2,9420,"1708 of 3141"
"Washington County",39167,26.3,15992,"1741 of 3141"
"Huron County",39077,26.4,15461,"1779 of 3141"
"Clinton County",39027,26.5,11075,"1791 of 3141"
"Licking County",39089,26.6,45384,"1850 of 3141"
"Fairfield County",39045,26.6,40309,"1853 of 3141"
"Defiance County",39039,26.7,10213,"1869 of 3141"
"Ashland County",39005,26.7,14229,"1880 of 3141"
"Muskingum County",39119,26.7,22966,"1890 of 3141"
"Richland County",39139,26.8,32520,"1899 of 3141"
"Wayne County",39169,26.8,31032,"1905 of 3141"
"Union County",39159,27.3,14942,"2063 of 3141"
"Summit County",39153,27.5,148804,"2106 of 3141"
"Ross County",39141,27.6,21306,"2138 of 3141"
"Holmes County",39075,28.0,12260,"2221 of 3141"
"Marion County",39101,28.1,18389,"2243 of 3141"
"Knox County",39083,28.1,17124,"2250 of 3141"
"Seneca County",39147,28.2,15677,"2273 of 3141"
"Cuyahoga County",39035,28.3,355515,"2287 of 3141"
"Scioto County",39145,28.3,21779,"2298 of 3141"
"Madison County",39097,28.4,12416,"2315 of 3141"
"Montgomery County",39113,28.4,151099,"2320 of 3141"
"Allen County",39003,28.5,29671,"2336 of 3141"
"Hancock County",39063,28.7,21687,"2395 of 3141"
"Pickaway County",39129,28.9,16503,"2427 of 3141"
"Lucas County",39095,29.1,126128,"2458 of 3141"
"Butler County",39017,29.9,112442,"2603 of 3141"
"Hamilton County",39061,30.2,244103,"2636 of 3141"
"Hardin County",39065,31.1,9821,"2745 of 3141"
"Greene County",39057,31.3,51523,"2756 of 3141"
"Portage County",39133,33.3,54003,"2904 of 3141"
"Franklin County",39049,35.1,439934,"2974 of 3141"
"Wood County",39173,35.6,46061,"2984 of 3141"
"Athens County",39009,46.9,30727,"3123 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
