------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"Ashland County",39005,22.9,12230,"1345 of 3141"
"Preble County",39135,23.0,9521,"1297 of 3141"
"Muskingum County",39119,23.1,19813,"1290 of 3141"
"Knox County",39083,23.1,14066,"1277 of 3141"
"Tuscarawas County",39157,23.1,21361,"1273 of 3141"
"Sandusky County",39143,23.1,13757,"1269 of 3141"
"Miami County",39109,23.1,24068,"1260 of 3141"
"Gallia County",39053,23.1,6988,"1255 of 3141"
"Lucas County",39095,23.2,100488,"1234 of 3141"
"Hamilton County",39061,23.2,187626,"1229 of 3141"
"Brown County",39015,23.2,10181,"1212 of 3141"
"Medina County",39103,23.3,41016,"1208 of 3141"
"Allen County",39003,23.3,24298,"1167 of 3141"
"Hardin County",39065,23.3,7369,"1163 of 3141"
"Defiance County",39039,23.4,8962,"1146 of 3141"
"Wyandot County",39175,23.5,5207,"1114 of 3141"
"Pike County",39131,23.5,6643,"1111 of 3141"
"Van Wert County",39161,23.5,6646,"1097 of 3141"
"Franklin County",39049,23.5,295094,"1085 of 3141"
"Licking County",39089,23.6,40207,"1076 of 3141"
"Coshocton County",39031,23.6,8642,"1051 of 3141"
"Clinton County",39027,23.8,9953,"983 of 3141"
"Geauga County",39055,23.8,22333,"975 of 3141"
"Henry County",39069,23.8,6538,"964 of 3141"
"Logan County",39091,23.9,10811,"945 of 3141"
"Paulding County",39125,23.9,4530,"925 of 3141"
"Clermont County",39025,23.9,48332,"922 of 3141"
"Jackson County",39079,23.9,7809,"907 of 3141"
"Fayette County",39047,24.0,6864,"902 of 3141"
"Perry County",39127,24.0,8623,"897 of 3141"
"Butler County",39017,24.0,90251,"868 of 3141"
"Highland County",39071,24.1,10375,"832 of 3141"
"Darke County",39037,24.2,12563,"785 of 3141"
"Adams County",39001,24.4,6800,"735 of 3141"
"Fairfield County",39045,24.4,36951,"723 of 3141"
"Fulton County",39051,24.4,10318,"721 of 3141"
"Auglaize County",39011,24.4,11170,"717 of 3141"
"Wayne County",39169,24.6,28492,"667 of 3141"
"Morrow County",39117,24.6,8590,"663 of 3141"
"Huron County",39077,24.6,14417,"645 of 3141"
"Union County",39159,25.3,13841,"475 of 3141"
"Putnam County",39137,25.4,8653,"460 of 3141"
"Warren County",39165,25.7,57440,"412 of 3141"
"Shelby County",39149,25.7,12556,"409 of 3141"
"Mercer County",39107,25.7,10478,"404 of 3141"
"Delaware County",39041,27.4,52845,"218 of 3141"
"Holmes County",39075,32.8,14350,"37 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age under 18, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
