------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Monroe County",39111,35.2,5012,"2440 of 3141"
"Preble County",39135,35.2,14555,"2444 of 3141"
"Ross County",39141,35.2,27183,"2453 of 3141"
"Clermont County",39025,35.3,71335,"2468 of 3141"
"Ashtabula County",39007,35.3,34831,"2478 of 3141"
"Delaware County",39041,35.4,68239,"2488 of 3141"
"Hocking County",39073,35.6,10155,"2571 of 3141"
"Warren County",39165,35.7,79963,"2617 of 3141"
"Belmont County",39013,35.8,24667,"2644 of 3141"
"Union County",39159,36.1,19720,"2726 of 3141"
"Medina County",39103,36.1,63609,"2729 of 3141"
"Lake County",39085,36.1,82865,"2733 of 3141"
"Morgan County",39115,36.2,5342,"2748 of 3141"
"Madison County",39097,36.2,15828,"2760 of 3141"
"Columbiana County",39029,36.2,37863,"2764 of 3141"
"Meigs County",39105,36.3,8428,"2779 of 3141"
"Carroll County",39019,36.5,10163,"2824 of 3141"
"Adams County",39001,36.6,10224,"2845 of 3141"
"Vinton County",39163,36.7,4823,"2861 of 3141"
"Geauga County",39055,36.7,34505,"2874 of 3141"
"Morrow County",39117,36.8,12868,"2889 of 3141"
"Ottawa County",39123,37.0,15083,"2922 of 3141"
"Harrison County",39067,37.0,5702,"2927 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
