------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Illinois by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Crawford County(6)",17033,Yes,38.1 ,23.3, 59.2,5,39.0
"Saline County(6)",17165,Yes,37.8 ,25, 55.2,6,31.6
"Perry County(6)",17145,Yes,37.5 ,22.9, 58.3,5,28.0
"Boone County(6)",17007,Yes,36.4 ,27.4, 47.6,11,31.5
"Pike County(6)",17149,Yes,36.2 ,21.9, 57.5,4,30.4
"Jo Daviess County(6)",17085,Yes,36.1 ,23.6, 53.8,6,28.1
"Moultrie County(6)",17139,Yes,35.9 ,20.2, 59.5,3,32.7
"Mercer County(6)",17131,Yes,35.9 ,21.7, 57.1,4,30.9
"Vermilion County(6)",17183,Yes,35.4 ,28.3, 43.9,19,34.2
"Livingston County(6)",17105,Yes,34.1 ,24.4, 46.6,9,25.4
"Williamson County(6)",17199,Yes,33.2 ,25.5, 42.5,14,27.2
"Edgar County(6)",17045,Yes,28.9 ,17.2, 46.7,4,32.3
"Woodford County(6)",17203,Yes,28.3 ,19.3, 40.2,7,23.3
"Montgomery County(6)",17135,Yes,22.7 ,14.4, 34.8,5,21.6
"Alexander County(6)",17003,Yes,* ,*, *,3 or fewer,*
"Brown County(6)",17009,Yes,* ,*, *,3 or fewer,*
"Calhoun County(6)",17013,Yes,* ,*, *,3 or fewer,*
"Cumberland County(6)",17035,Yes,* ,*, *,3 or fewer,*
"Edwards County(6)",17047,Yes,* ,*, *,3 or fewer,*
"Gallatin County(6)",17059,Yes,* ,*, *,3 or fewer,*
"Hamilton County(6)",17065,Yes,* ,*, *,3 or fewer,*
"Hardin County(6)",17069,Yes,* ,*, *,3 or fewer,*
"Henderson County(6)",17071,Yes,* ,*, *,3 or fewer,*
"Jasper County(6)",17079,Yes,* ,*, *,3 or fewer,*
"Lawrence County(6)",17101,Yes,* ,*, *,3 or fewer,*
"Pope County(6)",17151,Yes,* ,*, *,3 or fewer,*
"Pulaski County(6)",17153,Yes,* ,*, *,3 or fewer,*
"Putnam County(6)",17155,Yes,* ,*, *,3 or fewer,*
"Schuyler County(6)",17169,Yes,* ,*, *,3 or fewer,*
"Stark County(6)",17175,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
