------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Louisiana by Parish

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Plaquemines Parish",22075,Yes,149.7 ,120.3, 184.1,18,stable,-1.1 ,-2.6, 0.4
"Sabine Parish",22085,Yes,148.9 ,123.3, 178.7,26,stable,-0.2 ,-1.6, 1.2
"Lincoln Parish",22061,Yes,148.3 ,127.6, 171.6,39,stable,-0.9 ,-1.9, 0.1
"Assumption Parish",22007,Yes,147.8 ,120.3, 180,21,stable,-0.8 ,-1.9, 0.2
"Rapides Parish",22079,Yes,147 ,135.6, 159.2,126,falling,-1.0 ,-1.6, -0.5
"Lafayette Parish",22055,Yes,146.3 ,136.8, 156.2,185,falling,-2.0 ,-2.9, -1.1
"Union Parish",22111,Yes,145.9 ,119.7, 176.8,23,stable,-0.9 ,-2.0, 0.3
"Vermilion Parish",22113,Yes,145.8 ,128.7, 164.7,54,stable,-0.6 ,-1.4, 0.1
"Caldwell Parish",22021,Yes,145.5 ,107.5, 194,10,stable,0.2 ,-1.1, 1.5
"Orleans Parish",22071,Yes,144.3 ,137.1, 151.7,323,falling,-3.3 ,-4.3, -2.2
"Jefferson Parish",22051,Yes,144.3 ,138.1, 150.7,428,falling,-1.2 ,-1.5, -0.8
"Bossier Parish",22015,Yes,143.9 ,131.5, 157.1,102,falling,-1.4 ,-2.1, -0.7
"Grant Parish",22043,Yes,143.2 ,113.6, 178.4,17,falling,-1.2 ,-2.3, -0.1
"Iberville Parish",22047,Yes,142.4 ,119.7, 168.3,29,falling,-1.1 ,-2.0, -0.2
"East Baton Rouge Parish",22033,Yes,141 ,134.4, 147.8,359,falling,-1.2 ,-1.5, -0.9
"St. Tammany Parish",22103,Yes,141 ,132.6, 149.8,219,falling,-1.2 ,-1.6, -0.7
"St. John the Baptist Parish",22095,Yes,139.7 ,119.1, 162.9,35,stable,-0.4 ,-1.6, 0.9
"De Soto Parish",22031,Yes,139.6 ,116.3, 166.6,26,falling,-1.5 ,-2.7, -0.4
"La Salle Parish",22059,Yes,138.2 ,108, 175.3,14,stable,-0.2 ,-1.8, 1.3
"Livingston Parish",22063,Yes,135.5 ,123.3, 148.6,95,falling,-1.6 ,-2.3, -0.9
"Franklin Parish",22041,Yes,134.7 ,109.1, 165.1,20,falling,-1.4 ,-2.6, -0.1
"Ascension Parish",22005,Yes,132.1 ,118.6, 146.7,74,falling,-1.3 ,-2.1, -0.6
"Richland Parish",22083,Yes,129.7 ,103.9, 160.3,18,falling,-1.4 ,-2.5, -0.3
"West Feliciana Parish",22125,Yes,121.7 ,85.9, 168.2,8,falling,-3.1 ,-4.8, -1.3
"Tensas Parish",22107,Yes,114.3 ,72.4, 177.3,5,falling,-7.0 ,-11.4, -2.3
"Cameron Parish",22023,Yes,100.6 ,61.3, 157.1,4,stable,-1.6 ,-4.6, 1.5

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint. Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."


"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
