------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=22&areatype=county&cancer=001&race=06&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '06', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=22&areatype=county&cancer=001&race=06&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Louisiana by Parish

"All Cancer Sites, 2012-2016"

"White Hispanic, Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"St. John the Baptist Parish (6, 7)",22095,***,* ,*, *,3 or fewer,*,*,*,*
"St. Landry Parish (6, 7)",22097,***,* ,*, *,3 or fewer,*,*,*,*
"St. Martin Parish (6, 7)",22099,***,* ,*, *,3 or fewer,*,*,*,*
"St. Mary Parish (6, 7)",22101,***,* ,*, *,3 or fewer,*,*,*,*
"Tangipahoa Parish (6, 7)",22105,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish (6, 7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"Terrebonne Parish (6, 7)",22109,***,* ,*, *,3 or fewer,*,*,*,*
"Union Parish (6, 7)",22111,***,* ,*, *,3 or fewer,*,*,*,*
"Vermilion Parish (6, 7)",22113,***,* ,*, *,3 or fewer,*,*,*,*
"Vernon Parish (6, 7)",22115,***,* ,*, *,3 or fewer,*,*,*,*
"Washington Parish (6, 7)",22117,***,* ,*, *,3 or fewer,*,*,*,*
"Webster Parish (6, 7)",22119,***,* ,*, *,3 or fewer,*,*,*,*
"West Baton Rouge Parish (6, 7)",22121,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish (6, 7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish (6, 7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish (6, 7)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint. Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"(6) Hispanic mortality data for the United States has been excluded for the following states: Louisiana, New Hampshire, and Oklahoma. The data on Hispanic and non-Hispanic mortality for these states may be unreliable for the time period used in the generation of the recent trend (1990 - 2016) and has been excluded from the calculation of the United States recent trend. This was based on the NCHS Policy. "
(7) Data on Hispanic and non-Hispanic mortality may be unreliable for the time period used in the generation of the recent trend (1990 - 2016) for this state and the user is cautioned against drawing conclusions from such data. This was based on the NCHS Policy. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."


"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
