------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Trousdale County",47169,0.2,13,"1276 of 3140"
"Van Buren County",47175,0.2,9,"1332 of 3140"
"Greene County",47059,0.2,120,"1442 of 3140"
"Blount County",47009,0.2,236,"1508 of 3140"
"Lincoln County",47103,0.2,64,"1538 of 3140"
"Grainger County",47057,0.2,44,"1539 of 3140"
"Dyer County",47045,0.2,75,"1582 of 3140"
"Fentress County",47049,0.2,36,"1589 of 3140"
"Fayette County",47047,0.2,79,"1591 of 3140"
"Cumberland County",47035,0.2,122,"1624 of 3140"
"Carroll County",47017,0.2,59,"1630 of 3140"
"Robertson County",47147,0.2,145,"1642 of 3140"
"Warren County",47177,0.2,99,"1811 of 3140"
"Bedford County",47003,0.3,116,"1819 of 3140"
"Jefferson County",47089,0.3,135,"1848 of 3140"
"Claiborne County",47025,0.3,82,"1871 of 3140"
"McMinn County",47107,0.3,138,"1882 of 3140"
"Sullivan County",47163,0.3,426,"1915 of 3140"
"Stewart County",47161,0.3,37,"1957 of 3140"
"Bradley County",47011,0.3,291,"1967 of 3140"
"Hamilton County",47065,0.3,1099,"2062 of 3140"
"Johnson County",47091,0.3,58,"2107 of 3140"
"Sumner County",47165,0.3,583,"2135 of 3140"
"Benton County",47005,0.3,55,"2159 of 3140"
"Knox County",47093,0.4,1573,"2191 of 3140"
"Rhea County",47143,0.4,113,"2193 of 3140"
"Weakley County",47183,0.4,124,"2248 of 3140"
"Rutherford County",47149,0.4,1101,"2255 of 3140"
"Shelby County",47157,0.4,3522,"2268 of 3140"
"Jackson County",47087,0.4,44,"2271 of 3140"
"Hamblen County",47063,0.4,241,"2276 of 3140"
"Hancock County",47067,0.4,26,"2314 of 3140"
"Maury County",47119,0.4,354,"2332 of 3140"
"Bledsoe County",47007,0.4,59,"2341 of 3140"
"Wilson County",47189,0.4,553,"2375 of 3140"
"Anderson County",47001,0.4,326,"2387 of 3140"
"Tipton County",47167,0.5,282,"2442 of 3140"
"Washington County",47179,0.5,580,"2444 of 3140"
"Coffee County",47031,0.5,260,"2478 of 3140"
"Franklin County",47051,0.5,206,"2508 of 3140"
"Putnam County",47141,0.5,407,"2588 of 3140"
"Humphreys County",47085,0.6,103,"2623 of 3140"
"Giles County",47055,0.6,172,"2662 of 3140"
"Unicoi County",47171,0.6,109,"2683 of 3140"
"Sevier County",47155,0.6,587,"2690 of 3140"
"Williamson County",47187,0.6,1361,"2724 of 3140"
"Roane County",47145,0.6,341,"2728 of 3140"
"Haywood County",47075,0.8,150,"2890 of 3140"
"Davidson County",47037,0.9,5873,"2912 of 3140"
"Montgomery County",47125,1.1,2018,"2979 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
