------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Wilson County",47189,20.1,3034,"1976 of 3139"
"Clay County",47027,20.4,423,"2024 of 3139"
"Van Buren County",47175,20.4,265,"2024 of 3139"
"Moore County",47127,20.5,180,"2037 of 3139"
"Unicoi County",47171,20.5,787,"2037 of 3139"
"Perry County",47135,20.6,417,"2053 of 3139"
"Crockett County",47033,20.8,690,"2092 of 3139"
"Bradley County",47011,21.2,4627,"2133 of 3139"
"Bledsoe County",47007,21.3,652,"2143 of 3139"
"Warren County",47177,21.3,2148,"2143 of 3139"
"Fayette County",47047,21.7,1239,"2192 of 3139"
"Hamblen County",47063,22.1,3465,"2245 of 3139"
"Bedford County",47003,22.3,2469,"2268 of 3139"
"DeKalb County",47041,23.0,1068,"2360 of 3139"
"Davidson County",47037,23.1,31387,"2373 of 3139"
"Loudon County",47105,23.9,1823,"2457 of 3139"
"Sevier County",47155,25.0,5195,"2556 of 3139"
"Williamson County",47187,25.9,3225,"2625 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
