------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Polk County",47139,42307.000000000,"2213 of 3141"
"Henderson County",47077,42711.000000000,"2172 of 3141"
"Van Buren County",47175,43631.000000000,"2073 of 3141"
"Chester County",47023,43740.000000000,"2063 of 3141"
"Giles County",47055,43925.000000000,"2047 of 3141"
"Stewart County",47161,44090.000000000,"2026 of 3141"
"Washington County",47179,44180.000000000,"2019 of 3141"
"Smith County",47159,44275.000000000,"2013 of 3141"
"Dyer County",47045,44386.000000000,"2003 of 3141"
"Sevier County",47155,44473.000000000,"1996 of 3141"
"Madison County",47113,44496.000000000,"1991 of 3141"
"Marion County",47115,45366.000000000,"1887 of 3141"
"Roane County",47145,45407.000000000,"1883 of 3141"
"Jefferson County",47089,45641.000000000,"1853 of 3141"
"Bradley County",47011,46381.000000000,"1762 of 3141"
"Coffee County",47031,46614.000000000,"1728 of 3141"
"Marshall County",47117,46837.000000000,"1699 of 3141"
"Franklin County",47051,46882.000000000,"1693 of 3141"
"Bedford County",47003,47117.000000000,"1675 of 3141"
"Anderson County",47001,47206.000000000,"1660 of 3141"
"Dickson County",47043,47398.000000000,"1638 of 3141"
"Cannon County",47015,47457.000000000,"1631 of 3141"
"Shelby County",47157,48415.000000000,"1520 of 3141"
"Hamilton County",47065,50273.000000000,"1325 of 3141"
"Blount County",47009,51172.000000000,"1212 of 3141"
"Sequatchie County",47153,51312.000000000,"1199 of 3141"
"Moore County",47127,51671.000000000,"1156 of 3141"
"Maury County",47119,52080.000000000,"1107 of 3141"
"Knox County",47093,52458.000000000,"1065 of 3141"
"Davidson County",47037,53419.000000000,"987 of 3141"
"Montgomery County",47125,53737.000000000,"952 of 3141"
"Loudon County",47105,55431.000000000,"807 of 3141"
"Cheatham County",47021,56150.000000000,"759 of 3141"
"Tipton County",47167,57212.000000000,"686 of 3141"
"Robertson County",47147,57424.000000000,"667 of 3141"
"Fayette County",47047,57919.000000000,"634 of 3141"
"Sumner County",47165,61584.000000000,"441 of 3141"
"Rutherford County",47149,62149.000000000,"418 of 3141"
"Wilson County",47189,66123.000000000,"285 of 3141"
"Williamson County",47187,103543.000000000,"16 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
