------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Franklin County",47051,0.2,88,"2099 of 3141"
"Rutherford County",47149,0.2,651,"2080 of 3141"
"McMinn County",47107,0.2,117,"2055 of 3141"
"Lawrence County",47099,0.2,98,"2027 of 3141"
"Weakley County",47183,0.2,78,"2025 of 3141"
"DeKalb County",47041,0.2,45,"2019 of 3141"
"Crockett County",47033,0.2,35,"1988 of 3141"
"Lincoln County",47103,0.2,82,"1974 of 3141"
"Polk County",47139,0.3,42,"1943 of 3141"
"Putnam County",47141,0.3,197,"1904 of 3141"
"Greene County",47059,0.3,181,"1876 of 3141"
"Obion County",47131,0.3,81,"1876 of 3141"
"Marion County",47115,0.3,75,"1873 of 3141"
"Rhea County",47143,0.3,91,"1810 of 3141"
"Hardeman County",47069,0.3,74,"1783 of 3141"
"Meigs County",47121,0.3,34,"1781 of 3141"
"Campbell County",47013,0.3,116,"1768 of 3141"
"Davidson County",47037,0.3,2033,"1727 of 3141"
"Carter County",47019,0.3,170,"1724 of 3141"
"Knox County",47093,0.3,1373,"1713 of 3141"
"Fayette County",47047,0.3,122,"1679 of 3141"
"Grainger County",47057,0.3,72,"1659 of 3141"
"Wayne County",47181,0.3,54,"1627 of 3141"
"Wilson County",47189,0.3,418,"1621 of 3141"
"Sequatchie County",47153,0.3,48,"1610 of 3141"
"Sumner County",47165,0.3,582,"1596 of 3141"
"Blount County",47009,0.3,432,"1564 of 3141"
"Benton County",47005,0.3,55,"1560 of 3141"
"Perry County",47135,0.3,27,"1550 of 3141"
"Roane County",47145,0.3,183,"1544 of 3141"
"Sevier County",47155,0.3,334,"1525 of 3141"
"Humphreys County",47085,0.4,64,"1521 of 3141"
"Carroll County",47017,0.4,104,"1460 of 3141"
"Washington County",47179,0.4,490,"1412 of 3141"
"Macon County",47111,0.4,91,"1402 of 3141"
"Dickson County",47043,0.4,202,"1398 of 3141"
"Dyer County",47045,0.4,150,"1381 of 3141"
"Robertson County",47147,0.4,278,"1364 of 3141"
"Maury County",47119,0.4,358,"1359 of 3141"
"Scott County",47151,0.4,92,"1333 of 3141"
"Stewart County",47161,0.5,62,"1228 of 3141"
"Cannon County",47015,0.5,65,"1221 of 3141"
"Coffee County",47031,0.5,257,"1214 of 3141"
"Johnson County",47091,0.5,85,"1211 of 3141"
"Gibson County",47053,0.5,244,"1165 of 3141"
"Tipton County",47167,0.5,307,"1159 of 3141"
"Houston County",47083,0.5,43,"1115 of 3141"
"Montgomery County",47125,0.6,1069,"1079 of 3141"
"Lauderdale County",47097,0.6,149,"1069 of 3141"
"Cumberland County",47035,0.6,345,"1028 of 3141"
"Smith County",47159,0.6,117,"1010 of 3141"
"Cocke County",47029,0.6,228,"946 of 3141"
"Hancock County",47067,0.7,46,"896 of 3141"
"Clay County",47027,0.7,56,"861 of 3141"
"Monroe County",47123,0.9,421,"717 of 3141"
"Bledsoe County",47007,1.2,170,"568 of 3141"
"Moore County",47127,1.6,101,"442 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
