------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"Dickson County",47043,96.7,49642,"1754 of 3141"
"Dyer County",47045,96.7,36517,"1769 of 3141"
"Washington County",47179,96.7,122305,"1770 of 3141"
"Decatur County",47039,96.8,11308,"1802 of 3141"
"Lincoln County",47103,96.8,32476,"1809 of 3141"
"Franklin County",47051,96.8,40085,"1812 of 3141"
"Blount County",47009,96.9,123158,"1828 of 3141"
"Grainger County",47057,97.0,22245,"1867 of 3141"
"Cumberland County",47035,97.2,56538,"1960 of 3141"
"Cheatham County",47021,97.3,38630,"2008 of 3141"
"Greene County",47059,97.3,66664,"2020 of 3141"
"Anderson County",47001,97.3,73526,"2044 of 3141"
"Tipton County",47167,97.3,59803,"2047 of 3141"
"Stewart County",47161,97.4,12906,"2075 of 3141"
"Gibson County",47053,97.4,47962,"2083 of 3141"
"Smith County",47159,97.5,18793,"2109 of 3141"
"Fayette County",47047,97.5,38362,"2130 of 3141"
"Carroll County",47017,97.6,27454,"2148 of 3141"
"Chester County",47023,97.6,16684,"2155 of 3141"
"Lauderdale County",47097,97.6,25868,"2175 of 3141"
"Henry County",47079,97.7,31509,"2194 of 3141"
"White County",47185,97.7,25785,"2208 of 3141"
"Hardin County",47071,97.7,25218,"2212 of 3141"
"Hickman County",47081,97.7,23940,"2219 of 3141"
"Humphreys County",47085,97.7,17863,"2221 of 3141"
"Perry County",47135,97.7,7702,"2224 of 3141"
"Weakley County",47183,97.7,33006,"2228 of 3141"
"Henderson County",47077,97.8,27270,"2257 of 3141"
"Benton County",47005,97.8,15798,"2263 of 3141"
"Lewis County",47101,97.8,11681,"2264 of 3141"
"Cocke County",47029,97.8,34486,"2265 of 3141"
"Lake County",47095,97.8,7424,"2290 of 3141"
"Bledsoe County",47007,97.9,14105,"2310 of 3141"
"Lawrence County",47099,98.0,41743,"2384 of 3141"
"Giles County",47055,98.0,28447,"2390 of 3141"
"McNairy County",47109,98.0,25431,"2396 of 3141"
"Cannon County",47015,98.0,13566,"2402 of 3141"
"Wayne County",47181,98.1,16393,"2429 of 3141"
"Jackson County",47087,98.1,11353,"2436 of 3141"
"Johnson County",47091,98.1,17510,"2444 of 3141"
"Polk County",47139,98.1,16411,"2457 of 3141"
"Sullivan County",47163,98.2,153743,"2513 of 3141"
"Carter County",47019,98.3,55529,"2542 of 3141"
"Marion County",47115,98.3,27869,"2549 of 3141"
"Roane County",47145,98.3,52028,"2561 of 3141"
"Hardeman County",47069,98.3,25349,"2566 of 3141"
"Clay County",47027,98.4,7564,"2634 of 3141"
"Union County",47173,98.5,18886,"2669 of 3141"
"Meigs County",47121,98.5,11653,"2685 of 3141"
"Fentress County",47049,98.6,17685,"2742 of 3141"
"Hawkins County",47073,98.6,55614,"2753 of 3141"
"Overton County",47133,98.7,21711,"2809 of 3141"
"Campbell County",47013,98.8,39338,"2852 of 3141"
"Morgan County",47129,98.8,21375,"2853 of 3141"
"Claiborne County",47025,98.8,31190,"2864 of 3141"
"Grundy County",47061,98.8,13203,"2876 of 3141"
"Trousdale County",47169,98.9,8675,"2890 of 3141"
"Van Buren County",47175,99.1,5622,"2952 of 3141"
"Hancock County",47067,99.1,6546,"2963 of 3141"
"Pickett County",47137,99.1,5027,"2975 of 3141"
"Scott County",47151,99.2,21773,"2995 of 3141"
"Houston County",47083,99.2,8126,"3004 of 3141"
"Moore County",47127,99.8,6291,"3120 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Non-Hispanic (Origin Recode), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
