------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wisconsin by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"La Crosse County(6,10)",55063,***,* ,*, *,3 or fewer,*,*,*,*
"Lafayette County(6,10)",55065,***,* ,*, *,3 or fewer,*,*,*,*
"Langlade County(6,10)",55067,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(6,10)",55069,***,* ,*, *,3 or fewer,*,*,*,*
"Manitowoc County(6,10)",55071,***,* ,*, *,3 or fewer,*,*,*,*
"Marinette County(6,10)",55075,***,* ,*, *,3 or fewer,*,*,*,*
"Marquette County(6,10)",55077,***,* ,*, *,3 or fewer,*,*,*,*
"Menominee County(6,10)",55078,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County(6,10)",55081,***,* ,*, *,3 or fewer,*,*,*,*
"Oconto County(6,10)",55083,***,* ,*, *,3 or fewer,*,*,*,*
"Oneida County(6,10)",55085,***,* ,*, *,3 or fewer,*,*,*,*
"Ozaukee County(6,10)",55089,***,* ,*, *,3 or fewer,*,*,*,*
"Pepin County(6,10)",55091,***,* ,*, *,3 or fewer,*,*,*,*
"Pierce County(6,10)",55093,***,* ,*, *,3 or fewer,*,*,*,*
"Polk County(6,10)",55095,***,* ,*, *,3 or fewer,*,*,*,*
"Portage County(6,10)",55097,***,* ,*, *,3 or fewer,*,*,*,*
"Price County(6,10)",55099,***,* ,*, *,3 or fewer,*,*,*,*
"Richland County(6,10)",55103,***,* ,*, *,3 or fewer,*,*,*,*
"Rusk County(6,10)",55107,***,* ,*, *,3 or fewer,*,*,*,*
"Sauk County(6,10)",55111,***,* ,*, *,3 or fewer,*,*,*,*
"Sawyer County(6,10)",55113,***,* ,*, *,3 or fewer,*,*,*,*
"Shawano County(6,10)",55115,***,* ,*, *,3 or fewer,*,*,*,*
"St. Croix County(6,10)",55109,***,* ,*, *,3 or fewer,*,*,*,*
"Taylor County(6,10)",55119,***,* ,*, *,3 or fewer,*,*,*,*
"Trempealeau County(6,10)",55121,***,* ,*, *,3 or fewer,*,*,*,*
"Vernon County(6,10)",55123,***,* ,*, *,3 or fewer,*,*,*,*
"Vilas County(6,10)",55125,***,* ,*, *,3 or fewer,*,*,*,*
"Walworth County(6,10)",55127,***,* ,*, *,3 or fewer,*,*,*,*
"Washburn County(6,10)",55129,***,* ,*, *,3 or fewer,*,*,*,*
"Washington County(6,10)",55131,***,* ,*, *,3 or fewer,*,*,*,*
"Waupaca County(6,10)",55135,***,* ,*, *,3 or fewer,*,*,*,*
"Waushara County(6,10)",55137,***,* ,*, *,3 or fewer,*,*,*,*
"Wood County(6,10)",55141,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
