------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Morgan County",17137,51.2,17626,"1629 of 3141"
"Macon County",17115,51.3,55158,"1602 of 3141"
"Williamson County",17199,51.3,34633,"1588 of 3141"
"Fayette County",17051,51.4,11298,"1569 of 3141"
"Adams County",17001,51.5,34382,"1550 of 3141"
"Lawrence County",17101,51.5,8480,"1542 of 3141"
"Alexander County",17003,51.5,3493,"1535 of 3141"
"Livingston County",17105,51.7,19017,"1511 of 3141"
"Marion County",17121,51.8,19861,"1467 of 3141"
"Ogle County",17141,52.0,26861,"1422 of 3141"
"Cumberland County",17035,52.1,5682,"1395 of 3141"
"Montgomery County",17135,52.1,15211,"1389 of 3141"
"Randolph County",17157,52.2,17122,"1384 of 3141"
"Wabash County",17185,52.2,6039,"1374 of 3141"
"La Salle County",17099,52.2,58044,"1370 of 3141"
"Knox County",17095,52.3,26856,"1355 of 3141"
"Perry County",17145,52.3,11225,"1352 of 3141"
"Clark County",17023,52.4,8340,"1331 of 3141"
"Saline County",17165,52.4,12804,"1320 of 3141"
"Monroe County",17133,52.7,17765,"1257 of 3141"
"Richland County",17159,52.7,8408,"1246 of 3141"
"De Witt County",17039,52.8,8545,"1217 of 3141"
"Henry County",17073,52.9,26241,"1210 of 3141"
"Pulaski County",17153,52.9,3009,"1202 of 3141"
"Crawford County",17033,52.9,10167,"1195 of 3141"
"Christian County",17021,52.9,17770,"1192 of 3141"
"Fulton County",17057,53.0,18928,"1183 of 3141"
"Jersey County",17083,53.0,11777,"1172 of 3141"
"Franklin County",17055,53.0,20846,"1163 of 3141"
"Pike County",17149,53.1,8455,"1154 of 3141"
"Jasper County",17079,53.3,5123,"1108 of 3141"
"Menard County",17129,53.4,6630,"1092 of 3141"
"Lee County",17103,53.4,18527,"1084 of 3141"
"Edwards County",17047,53.4,3511,"1083 of 3141"
"Johnson County",17087,53.5,6896,"1070 of 3141"
"Union County",17181,53.5,9237,"1063 of 3141"
"Ford County",17053,53.5,7206,"1062 of 3141"
"Macoupin County",17117,53.5,24606,"1053 of 3141"
"Whiteside County",17195,53.5,30423,"1051 of 3141"
"Greene County",17061,53.5,7127,"1050 of 3141"
"Piatt County",17147,53.8,8836,"1001 of 3141"
"Washington County",17189,53.8,7673,"993 of 3141"
"Wayne County",17191,53.9,8930,"980 of 3141"
"Massac County",17127,54.0,7885,"953 of 3141"
"White County",17193,54.1,7676,"936 of 3141"
"Hamilton County",17065,54.2,4476,"922 of 3141"
"Mercer County",17131,54.3,8569,"913 of 3141"
"Bureau County",17011,54.3,18244,"905 of 3141"
"Clay County",17025,54.4,7289,"876 of 3141"
"Scott County",17171,54.5,2786,"852 of 3141"
"Shelby County",17173,54.9,12034,"783 of 3141"
"Stephenson County",17177,55.0,25224,"767 of 3141"
"Iroquois County",17075,55.2,15697,"740 of 3141"
"Edgar County",17045,55.2,9723,"722 of 3141"
"Hardin County",17069,56.1,2334,"601 of 3141"
"Hancock County",17067,56.2,10257,"588 of 3141"
"Stark County",17175,56.6,3141,"541 of 3141"
"Marshall County",17123,56.7,6757,"534 of 3141"
"Mason County",17125,56.7,7880,"532 of 3141"
"Putnam County",17155,56.9,3284,"503 of 3141"
"Calhoun County",17013,57.0,2789,"499 of 3141"
"Gallatin County",17059,57.3,2996,"436 of 3141"
"Carroll County",17015,58.9,8664,"288 of 3141"
"Schuyler County",17169,60.1,4316,"217 of 3141"
"Jo Daviess County",17085,60.7,13377,"191 of 3141"
"Henderson County",17071,61.4,4252,"167 of 3141"
"Pope County",17151,64.7,2820,"58 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
