------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'ed', 'demo': '00004', 'race': '00', 'sex': '0', 'age': '081', 'type': 'manyareacensus', 'file_name': 'demographics_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Education: Less than 9th grade
Population Ages 25+
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Education: Less Than 9th Grade),Rank within US
"Schuyler County",17169,2.6,139,"609 of 3141"
"St. Clair County",17163,2.6,4573,"611 of 3141"
"Stark County",17175,2.8,108,"732 of 3141"
"DeKalb County",17037,2.8,1690,"733 of 3141"
"Christian County",17021,2.8,661,"736 of 3141"
"Macon County",17115,2.8,2036,"737 of 3141"
"Lee County",17103,2.8,696,"750 of 3141"
"Henry County",17073,2.8,964,"754 of 3141"
"Clark County",17023,2.8,309,"761 of 3141"
"Morgan County",17137,2.8,670,"772 of 3141"
"Macoupin County",17117,2.8,916,"779 of 3141"
"Peoria County",17143,2.8,3534,"792 of 3141"
"Perry County",17145,2.9,435,"799 of 3141"
"Williamson County",17199,2.9,1365,"816 of 3141"
"Henderson County",17071,2.9,148,"824 of 3141"
"Knox County",17095,2.9,1040,"836 of 3141"
"McHenry County",17111,2.9,6020,"841 of 3141"
"De Witt County",17039,3.0,348,"922 of 3141"
"Livingston County",17105,3.1,799,"960 of 3141"
"Coles County",17029,3.1,1030,"969 of 3141"
"Edwards County",17047,3.1,143,"970 of 3141"
"Ford County",17053,3.2,296,"981 of 3141"
"Jo Daviess County",17085,3.2,515,"984 of 3141"
"Bond County",17005,3.2,382,"1015 of 3141"
"Jackson County",17077,3.3,1149,"1038 of 3141"
"Iroquois County",17075,3.3,664,"1067 of 3141"
"Washington County",17189,3.4,343,"1109 of 3141"
"La Salle County",17099,3.4,2666,"1143 of 3141"
"White County",17193,3.5,349,"1154 of 3141"
"Effingham County",17049,3.5,802,"1162 of 3141"
"Franklin County",17055,3.5,963,"1169 of 3141"
"Fulton County",17057,3.5,900,"1173 of 3141"
"Vermilion County",17183,3.6,1935,"1230 of 3141"
"Mason County",17125,3.6,364,"1249 of 3141"
"Cumberland County",17035,3.7,279,"1265 of 3141"
"Ogle County",17141,3.7,1318,"1281 of 3141"
"Calhoun County",17013,3.7,130,"1282 of 3141"
"Montgomery County",17135,3.7,776,"1291 of 3141"
"Brown County",17009,3.7,188,"1301 of 3141"
"Rock Island County",17161,3.7,3749,"1302 of 3141"
"DuPage County",17043,3.7,23681,"1303 of 3141"
"Greene County",17061,3.8,352,"1311 of 3141"
"Wabash County",17185,3.8,302,"1315 of 3141"
"Randolph County",17157,3.8,904,"1334 of 3141"
"Crawford County",17033,3.8,532,"1354 of 3141"
"Pike County",17149,3.8,425,"1360 of 3141"
"Kendall County",17093,3.9,3027,"1402 of 3141"
"Whiteside County",17195,4.0,1597,"1447 of 3141"
"Hardin County",17069,4.1,128,"1480 of 3141"
"Will County",17197,4.2,18529,"1515 of 3141"
"Saline County",17165,4.2,720,"1532 of 3141"
"Johnson County",17087,4.3,403,"1558 of 3141"
"Marion County",17121,4.3,1138,"1561 of 3141"
"Edgar County",17045,4.3,549,"1598 of 3141"
"Winnebago County",17201,4.4,8494,"1604 of 3141"
"Warren County",17187,4.4,501,"1614 of 3141"
"Pulaski County",17153,4.4,179,"1622 of 3141"
"Pope County",17151,4.4,150,"1624 of 3141"
"Richland County",17159,4.4,495,"1636 of 3141"
"Clay County",17025,4.5,428,"1677 of 3141"
"Cass County",17017,4.6,399,"1704 of 3141"
"Gallatin County",17059,4.6,172,"1712 of 3141"
"Jasper County",17079,4.6,309,"1721 of 3141"
"Kankakee County",17091,4.6,3383,"1732 of 3141"
"Jefferson County",17081,4.7,1259,"1752 of 3141"
"Clinton County",17027,4.9,1304,"1835 of 3141"
"Massac County",17127,5.0,514,"1854 of 3141"
"Hamilton County",17065,5.1,297,"1882 of 3141"
"Lake County",17097,5.1,23313,"1886 of 3141"
"Lawrence County",17101,5.2,613,"1899 of 3141"
"Wayne County",17191,5.3,612,"1947 of 3141"
"Union County",17181,5.6,689,"2052 of 3141"
"Boone County",17007,5.7,1968,"2082 of 3141"
"Fayette County",17051,6.2,959,"2261 of 3141"
"Alexander County",17003,6.5,301,"2351 of 3141"
"Cook County",17031,7.0,251202,"2472 of 3141"
"Moultrie County",17139,8.4,838,"2701 of 3141"
"Kane County",17089,8.8,29928,"2753 of 3141"
"Douglas County",17041,10.9,1440,"2931 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Education: Less than 9th grade, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#education."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
