------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"St. Clair County",17163,28.5,75463,"2353 of 3141"
"Perry County",17145,28.5,6128,"2356 of 3141"
"Randolph County",17157,28.6,9384,"2366 of 3141"
"Kankakee County",17091,28.6,31693,"2370 of 3141"
"Warren County",17187,28.9,5042,"2436 of 3141"
"Morgan County",17137,29.2,10043,"2466 of 3141"
"Lawrence County",17101,29.4,4841,"2519 of 3141"
"Peoria County",17143,29.9,55575,"2590 of 3141"
"Logan County",17107,29.9,8825,"2602 of 3141"
"Bond County",17005,30.1,5128,"2623 of 3141"
"Kendall County",17093,30.2,37113,"2637 of 3141"
"Cook County",17031,32.5,1705111,"2853 of 3141"
"Brown County",17009,37.3,2533,"3032 of 3141"
"McLean County",17113,37.5,65046,"3036 of 3141"
"Coles County",17029,38.1,20021,"3047 of 3141"
"DeKalb County",17037,38.7,40459,"3055 of 3141"
"McDonough County",17109,41.3,13060,"3088 of 3141"
"Jackson County",17077,42.1,24910,"3093 of 3141"
"Champaign County",17019,44.1,91744,"3111 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
