------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Iredell County",37097,35.6,60429,"2266 of 3141"
"Gaston County",37071,35.6,76281,"2255 of 3141"
"Pasquotank County",37139,35.9,14185,"2219 of 3141"
"Sampson County",37163,36.2,23038,"2169 of 3141"
"Alamance County",37001,36.2,57204,"2159 of 3141"
"Greene County",37079,36.4,7655,"2139 of 3141"
"Scotland County",37165,36.4,12895,"2135 of 3141"
"Jackson County",37099,37.0,15434,"2019 of 3141"
"Duplin County",37061,37.0,21987,"2007 of 3141"
"Camden County",37029,37.1,3833,"1994 of 3141"
"Franklin County",37069,37.2,23770,"1967 of 3141"
"Richmond County",37153,37.3,16938,"1960 of 3141"
"Anson County",37007,37.3,9516,"1959 of 3141"
"Rowan County",37159,37.3,51865,"1945 of 3141"
"Wilson County",37195,37.4,30404,"1932 of 3141"
"Randolph County",37151,37.5,53594,"1889 of 3141"
"Catawba County",37035,37.6,58667,"1878 of 3141"
"Vance County",37181,37.7,16735,"1856 of 3141"
"Granville County",37077,38.1,22279,"1769 of 3141"
"Davidson County",37057,38.5,63162,"1686 of 3141"
"Nash County",37127,38.6,36301,"1674 of 3141"
"Cleveland County",37045,38.7,37599,"1630 of 3141"
"Lincoln County",37109,38.8,31274,"1609 of 3141"
"Stanly County",37167,38.9,23702,"1590 of 3141"
"Pender County",37141,39.2,22574,"1541 of 3141"
"Columbus County",37047,39.2,22208,"1526 of 3141"
"Buncombe County",37021,39.3,99225,"1503 of 3141"
"Edgecombe County",37065,39.3,21254,"1500 of 3141"
"Montgomery County",37123,39.4,10814,"1480 of 3141"
"Swain County",37173,39.5,5616,"1449 of 3141"
"Currituck County",37053,39.6,10000,"1429 of 3141"
"Alexander County",37003,39.7,14753,"1409 of 3141"
"Yadkin County",37197,40.2,15194,"1300 of 3141"
"Surry County",37171,40.3,29151,"1268 of 3141"
"Hyde County",37095,40.5,2229,"1223 of 3141"
"Lenoir County",37107,40.6,23512,"1194 of 3141"
"Hertford County",37091,40.6,9852,"1188 of 3141"
"Caldwell County",37027,40.7,33331,"1161 of 3141"
"Person County",37145,40.8,15996,"1155 of 3141"
"McDowell County",37111,40.9,18413,"1136 of 3141"
"Burke County",37023,41.2,36610,"1057 of 3141"
"Halifax County",37083,41.4,21672,"1014 of 3141"
"Avery County",37011,41.6,7289,"993 of 3141"
"Bladen County",37017,41.7,14232,"978 of 3141"
"Rockingham County",37157,41.9,38345,"945 of 3141"
"Rutherford County",37161,42.0,27919,"928 of 3141"
"Wilkes County",37193,42.1,28875,"904 of 3141"
"Davie County",37059,42.3,17675,"872 of 3141"
"Madison County",37115,42.5,9065,"855 of 3141"
"Gates County",37073,42.6,4942,"826 of 3141"
"Stokes County",37169,42.7,19712,"804 of 3141"
"Caswell County",37033,43.4,9918,"696 of 3141"
"Bertie County",37015,43.6,8675,"675 of 3141"
"Moore County",37125,43.6,41038,"672 of 3141"
"Washington County",37187,43.7,5384,"661 of 3141"
"Graham County",37075,44.0,3788,"617 of 3141"
"Dare County",37055,44.3,15693,"583 of 3141"
"Beaufort County",37013,44.4,21023,"574 of 3141"
"Martin County",37117,44.6,10353,"557 of 3141"
"Jones County",37103,44.9,4385,"534 of 3141"
"Chatham County",37037,45.1,30810,"510 of 3141"
"Henderson County",37089,46.0,51640,"409 of 3141"
"Chowan County",37041,46.1,6620,"408 of 3141"
"Yancey County",37199,46.1,8116,"404 of 3141"
"Haywood County",37087,46.3,27728,"389 of 3141"
"Mitchell County",37121,46.4,7036,"383 of 3141"
"Warren County",37185,46.5,9385,"378 of 3141"
"Carteret County",37031,46.6,31993,"373 of 3141"
"Tyrrell County",37177,46.7,1909,"364 of 3141"
"Ashe County",37009,46.7,12531,"361 of 3141"
"Northampton County",37131,48.2,9843,"256 of 3141"
"Perquimans County",37143,48.8,6589,"229 of 3141"
"Alleghany County",37005,48.8,5337,"228 of 3141"
"Macon County",37113,49.3,16833,"207 of 3141"
"Transylvania County",37175,51.0,16967,"140 of 3141"
"Cherokee County",37039,51.2,14074,"133 of 3141"
"Pamlico County",37137,51.3,6564,"131 of 3141"
"Clay County",37043,51.6,5551,"124 of 3141"
"Brunswick County",37019,52.2,64043,"104 of 3141"
"Polk County",37149,52.7,10769,"93 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
